,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
11,2nd and 5 at WIS 46,2nd , 5 , WIS 46,WIS, 1st,9:52 ,0,7,-7, (9:52 - 1st) Quintez Cephus run for a loss of 3 yards to the Wisc 43 ,-3,0,0,0,0,1, Quintez Cephus ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
12,3rd and 8 at WIS 43,3rd , 8 , WIS 43,WIS, 1st,9:52 ,0,7,-7," (9:52 - 1st) PENN ST Penalty, Personal Foul (Manny Bowen) to the PnSt 42 for a 1ST down ",,0,0,0,0,0,0,0,0,0,1,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
13,1st and 10 at PSU 42,1st , 10 , PSU 42,WIS, 1st,9:30 ,0,7,-7, (9:30 - 1st) Bradrick Shaw run for 5 yds to the PnSt 37 ,5,0,0,0,0,1, Bradrick Shaw ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
14,2nd and 5 at PSU 37,2nd , 5 , PSU 37,WIS, 1st,8:58 ,0,7,-7, (8:58 - 1st) Bradrick Shaw run for 12 yds to the PnSt 25 for a 1ST down ,12,0,0,0,0,1, Bradrick Shaw ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
15,1st and 10 at PSU 25,1st , 10 , PSU 25,WIS, 1st,8:18 ,0,7,-7, (8:18 - 1st) Corey Clement run for 5 yds to the PnSt 20 ,5,0,0,0,0,1, Corey Clement ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
16,2nd and 5 at PSU 20,2nd , 5 , PSU 20,WIS, 1st,7:41 ,0,7,-7, (7:41 - 1st) Corey Clement run for a loss of 2 yards to the PnSt 22 ,-2,0,0,0,0,1, Corey Clement ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
17,3rd and 7 at PSU 22,3rd , 7 , PSU 22,WIS, 1st,7:05 ,0,7,-7," (7:05 - 1st) WISCONSIN Penalty, False Start (David Edwards) to the PnSt 27 ",,0,0,0,0,0,0,0,0,0,1,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
18,3rd and 12 at PSU 27,3rd , 12 , PSU 27,WIS, 1st,6:35 ,0,7,-7, (6:35 - 1st) Bart Houston pass complete to Jazz Peavy for 24 yds to the PnSt 3 for a 1ST down ,24,1, Bart Houston,1, Jazz Peavy ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
19,1st and Goal at PSU 3,1st , Goal , PSU 3,WIS, 1st,6:03 ,0,7,-7, (6:03 - 1st) Corey Clement run for 2 yds to the PnSt 1 ,2,0,0,0,0,1, Corey Clement ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
20,2nd and Goal at PSU 1,2nd , Goal , PSU 1,WIS, 1st,5:27 ,0,7,-7," (5:27 - 1st) Austin Ramesh run for 1 yd for a TD, (Andrew Endicott KICK) ",1,0,0,0,0,1, Austin Ramesh ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
21,,,,,PSU, 1st,5:27 ,0,7,-7," (5:27 - 1st) P.J. Rosowski kickoff for 65 yds , Miles Sanders return for 16 yds to the PnSt 16 ",65,,,,,,,,,,,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
22,1st and 10 at PSU 16,1st , 10 , PSU 16,PSU, 1st,5:14 ,0,7,-7, (5:14 - 1st) Trace McSorley run for 3 yds to the PnSt 19 ,3,0,0,0,0,1, Trace McSorley ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
23,2nd and 7 at PSU 19,2nd , 7 , PSU 19,PSU, 1st,4:38 ,0,7,-7, (4:38 - 1st) Trace McSorley run for no gain to the PnSt 19 ,0,0,0,0,0,1, Trace McSorley ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
24,3rd and 7 at PSU 19,3rd , 7 , PSU 19,PSU, 1st,3:59 ,0,7,-7, (3:59 - 1st) Trace McSorley pass incomplete to Chris Godwin ,0,1, Trace McSorley,0, Chris Godwin ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
25,4th and 7 at PSU 19,4th , 7 , PSU 19,PSU, 1st,3:51 ,0,7,-7," (3:51 - 1st) Blake Gillikin punt for 53 yds, fair catch by Jazz Peavy at the Wisc 28 ",53,0,0,0,0,0,0,1,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
26,1st and 10 at WIS 28,1st , 10 , WIS 28,WIS, 1st,3:43 ,0,14,-14, (3:43 - 1st) Corey Clement run for 5 yds to the Wisc 33 ,5,0,0,0,0,1, Corey Clement ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
27,2nd and 5 at WIS 33,2nd , 5 , WIS 33,WIS, 1st,3:06 ,0,14,-14," (3:06 - 1st) Corey Clement run for 67 yds for a TD, (Andrew Endicott KICK) ",67,0,0,0,0,1, Corey Clement ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
28,,,,,PSU, 1st,3:06 ,7,14,-7, (3:06 - 1st) P.J. Rosowski kickoff for 65 yds for a touchback ,65,,,,,,,,,,,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
29,1st and 10 at PSU 25,1st , 10 , PSU 25,PSU, 1st,2:57 ,7,14,-7, (2:57 - 1st) Saquon Barkley run for 22 yds to the PnSt 47 for a 1ST down ,22,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
30,1st and 10 at PSU 47,1st , 10 , PSU 47,PSU, 1st,2:37 ,7,14,-7, (2:37 - 1st) Andre Robinson run for 3 yds to the 50 yard line ,3,0,0,0,0,1, Andre Robinson ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
31,2nd and 7 at 50,2nd , 7 , 50,PSU, 1st,2:17 ,7,14,-7, (2:17 - 1st) Trace McSorley run for 1 yd to the Wisc 49 ,1,0,0,0,0,1, Trace McSorley ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
32,3rd and 6 at WIS 49,3rd , 6 , WIS 49,PSU, 1st,1:38 ,7,14,-7, (1:38 - 1st) Trace McSorley pass complete to DaeSean Hamilton for 16 yds to the Wisc 33 for a 1ST down ,16,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
33,1st and 10 at WIS 33,1st , 10 , WIS 33,PSU, 1st,1:10 ,7,14,-7," (1:10 - 1st) Trace McSorley pass complete to Mike Gesicki for 33 yds for a TD, (Tyler Davis KICK) ",33,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
34,,,,,WIS, 1st,1:10 ,7,14,-7," (1:10 - 1st) Joey Julius kickoff for 63 yds , Natrell Jamerson return for 23 yds to the Wisc 25 ",63,,,,,,,,,,,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
35,1st and 10 at WIS 25,1st , 10 , WIS 25,WIS, 1st,0:57 ,7,14,-7, (0:57 - 1st) Bradrick Shaw run for 2 yds to the Wisc 27 ,2,0,0,0,0,1, Bradrick Shaw ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
36,2nd and 8 at WIS 27,2nd , 8 , WIS 27,WIS, 1st,0:13 ,7,14,-7, (0:13 - 1st) Bart Houston pass complete to Dare Ogunbowale for 7 yds to the Wisc 34 ,7,1, Bart Houston,1, Dare Ogunbowale ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
37,,,,,WIS,,,7,14,-7, End of 1st Quarter ,,,,,,,,,,,,,,,,,,,
38,3rd and 1 at WIS 34,3rd , 1 , WIS 34,WIS, 2nd,14:55 ,7,14,-7," (14:55 - 2nd) PENN ST Penalty, Defensive Offside (5 Yards) to the Wisc 39 for a 1ST down ",,0,0,0,0,0,0,0,0,0,1,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
39,1st and 10 at WIS 39,1st , 10 , WIS 39,WIS, 2nd,14:31 ,7,14,-7, (14:31 - 2nd) Bradrick Shaw run for 7 yds to the Wisc 46 ,7,0,0,0,0,1, Bradrick Shaw ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
40,2nd and 3 at WIS 46,2nd , 3 , WIS 46,WIS, 2nd,13:56 ,7,14,-7, (13:56 - 2nd) Bradrick Shaw run for a loss of 2 yards to the Wisc 44 ,-2,0,0,0,0,1, Bradrick Shaw ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
41,3rd and 5 at WIS 44,3rd , 5 , WIS 44,WIS, 2nd,13:10 ,7,14,-7, (13:10 - 2nd) Bart Houston pass complete to Dare Ogunbowale for 9 yds to the PnSt 47 for a 1ST down ,9,1, Bart Houston,1, Dare Ogunbowale ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
42,1st and 10 at PSU 47,1st , 10 , PSU 47,WIS, 2nd,12:38 ,7,14,-7, (12:38 - 2nd) Bart Houston pass incomplete to Austin Ramesh ,0,1, Bart Houston,0, Austin Ramesh ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
43,2nd and 10 at PSU 47,2nd , 10 , PSU 47,WIS, 2nd,12:30 ,7,14,-7, (12:30 - 2nd) Dare Ogunbowale run for 2 yds to the PnSt 45 ,2,0,0,0,0,1, Dare Ogunbowale ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
44,3rd and 8 at PSU 45,3rd , 8 , PSU 45,WIS, 2nd,11:53 ,7,14,-7, (11:53 - 2nd) Bart Houston pass incomplete to Jazz Peavy ,0,1, Bart Houston,0, Jazz Peavy ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
45,4th and 8 at PSU 45,4th , 8 , PSU 45,WIS, 2nd,11:45 ,7,14,-7," (11:45 - 2nd) Anthony Lotti punt for 33 yds, fair catch by Gregg Garrity at the PnSt 12 ",33,0,0,0,0,0,0,1,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
46,1st and 10 at PSU 12,1st , 10 , PSU 12,PSU, 2nd,11:37 ,7,21,-14, (11:37 - 2nd) Trace McSorley pass complete to Mike Gesicki for 8 yds to the PnSt 20 ,8,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
47,2nd and 2 at PSU 20,2nd , 2 , PSU 20,PSU, 2nd,11:09 ,7,21,-14, (11:09 - 2nd) Trace McSorley pass complete to Saquon Barkley for 2 yds to the PnSt 22 for a 1ST down ,2,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
48,1st and 10 at PSU 22,1st , 10 , PSU 22,PSU, 2nd,10:53 ,7,21,-14, (10:53 - 2nd) Saquon Barkley run for a loss of 1 yard to the PnSt 21 ,-1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
49,2nd and 11 at PSU 21,2nd , 11 , PSU 21,PSU, 2nd,10:13 ,7,21,-14, (10:13 - 2nd) Trace McSorley pass complete to Saeed Blacknall for 10 yds to the PnSt 31 ,10,1, Trace McSorley,1, Saeed Blacknall ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
50,3rd and 1 at PSU 31,3rd , 1 , PSU 31,PSU, 2nd,9:42 ,7,21,-14," (9:42 - 2nd) TEAM run for a loss of 19 yards TEAM fumbled, recovered by Wisc Ryan Connelly , return for 12 yds, (Andrew Endicott KICK) ",-19,0,0,0,0,1, TEAM ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
51,1st and 10 at PSU 23,1st , 10 , PSU 23,PSU, 2nd,9:28 ,7,21,-14, (9:28 - 2nd) Trace McSorley pass complete to Chris Godwin for 11 yds to the PnSt 34 for a 1ST down ,11,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
52,1st and 10 at PSU 34,1st , 10 , PSU 34,PSU, 2nd,8:56 ,7,21,-14, (8:56 - 2nd) Andre Robinson run for 4 yds to the PnSt 38 ,4,0,0,0,0,1, Andre Robinson ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
53,2nd and 6 at PSU 38,2nd , 6 , PSU 38,PSU, 2nd,8:23 ,7,21,-14, (8:23 - 2nd) Trace McSorley pass incomplete to DeAndre Thompkins ,0,1, Trace McSorley,0, DeAndre Thompkins ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
54,3rd and 6 at PSU 38,3rd , 6 , PSU 38,PSU, 2nd,8:11 ,7,21,-14, (8:11 - 2nd) Trace McSorley pass complete to DaeSean Hamilton for 4 yds to the PnSt 42 ,4,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
55,4th and 2 at PSU 42,4th , 2 , PSU 42,PSU, 2nd,7:46 ,7,21,-14, (7:46 - 2nd) Trace McSorley pass incomplete to Saeed Blacknall ,0,1, Trace McSorley,0, Saeed Blacknall ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
56,1st and 10 at PSU 42,1st , 10 , PSU 42,WIS, 2nd,7:41 ,7,28,-21, (7:41 - 2nd) Corey Clement run for 1 yd to the PnSt 41 ,1,0,0,0,0,1, Corey Clement ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
57,2nd and 9 at PSU 41,2nd , 9 , PSU 41,WIS, 2nd,7:03 ,7,28,-21, (7:03 - 2nd) Bart Houston pass complete to Eric Steffes for 14 yds to the PnSt 27 for a 1ST down ,14,1, Bart Houston,1, Eric Steffes ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
58,1st and 10 at PSU 27,1st , 10 , PSU 27,WIS, 2nd,6:32 ,7,28,-21," (6:32 - 2nd) Corey Clement run for 11 yds to the PnSt 16 Corey Clement fumbled, forced by Torrence Brown, recovered by Wisc Zander Neuville for a 1ST down ",11,0,0,0,0,1, Corey Clement ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
59,1st and 10 at PSU 16,1st , 10 , PSU 16,WIS, 2nd,6:26 ,7,28,-21, (6:26 - 2nd) Dare Ogunbowale run for 9 yds to the PnSt 7 ,9,0,0,0,0,1, Dare Ogunbowale ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
60,2nd and 1 at PSU 7,2nd , 1 , PSU 7,WIS, 2nd,5:15 ,7,28,-21," (5:15 - 2nd) Dare Ogunbowale run for 7 yds for a TD, (Andrew Endicott KICK) ",7,0,0,0,0,1, Dare Ogunbowale ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
61,,,,,PSU, 2nd,5:15 ,7,28,-21, (5:15 - 2nd) P.J. Rosowski kickoff for 65 yds for a touchback ,65,,,,,,,,,,,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
62,1st and 10 at PSU 25,1st , 10 , PSU 25,PSU, 2nd,5:11 ,7,28,-21," (5:11 - 2nd) Trace McSorley pass incomplete to DeAndre Thompkins, broken up by Vince Biegel ",0,1, Trace McSorley,0," DeAndre Thompkins, broken up by Vince Biegel ",0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
63,2nd and 10 at PSU 25,2nd , 10 , PSU 25,PSU, 2nd,5:04 ,7,28,-21, (5:04 - 2nd) Saquon Barkley run for 18 yds to the PnSt 43 for a 1ST down ,18,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
64,1st and 10 at PSU 43,1st , 10 , PSU 43,PSU, 2nd,4:40 ,7,28,-21, (4:40 - 2nd) Trace McSorley pass incomplete to DeAndre Thompkins ,0,1, Trace McSorley,0, DeAndre Thompkins ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
65,2nd and 10 at PSU 43,2nd , 10 , PSU 43,PSU, 2nd,4:32 ,7,28,-21, (4:32 - 2nd) Saquon Barkley run for 8 yds to the Wisc 49 ,8,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
66,3rd and 2 at WIS 49,3rd , 2 , WIS 49,PSU, 2nd,4:04 ,7,28,-21, (4:04 - 2nd) Saquon Barkley run for 1 yd to the Wisc 48 ,1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
67,4th and 1 at WIS 48,4th , 1 , WIS 48,PSU, 2nd,3:25 ,7,28,-21," (3:25 - 2nd) Trace McSorley sacked by T.J. Watt for a loss of 9 yards to the PnSt 43 Trace McSorley fumbled, forced by T.J. Watt, recovered by Wisc T.J. Watt , return for 0 yards ",-9,,,,,,,,,,,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
68,1st and 10 at PSU 43,1st , 10 , PSU 43,WIS, 2nd,3:13 ,7,28,-21, (3:13 - 2nd) Corey Clement run for 3 yds to the PnSt 40 ,3,0,0,0,0,1, Corey Clement ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
69,2nd and 7 at PSU 40,2nd , 7 , PSU 40,WIS, 2nd,2:41 ,7,28,-21, (2:41 - 2nd) Bart Houston pass incomplete to Robert Wheelwright ,0,1, Bart Houston,0, Robert Wheelwright ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
70,3rd and 7 at PSU 40,3rd , 7 , PSU 40,WIS, 2nd,2:35 ,7,28,-21," (2:35 - 2nd) Bart Houston pass incomplete to Jazz Peavy, broken up by Brandon Bell ",0,1, Bart Houston,0," Jazz Peavy, broken up by Brandon Bell ",0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
71,4th and 7 at PSU 40,4th , 7 , PSU 40,WIS, 2nd,2:25 ,7,28,-21," (2:25 - 2nd) Anthony Lotti punt for 30 yds, downed at the PnSt 10 ",30,0,0,0,0,0,0,1,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
72,1st and 10 at PSU 10,1st , 10 , PSU 10,PSU, 2nd,2:18 ,14,28,-14, (2:18 - 2nd) Trace McSorley pass complete to Saeed Blacknall for 12 yds to the PnSt 22 for a 1ST down ,12,1, Trace McSorley,1, Saeed Blacknall ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
73,1st and 10 at PSU 22,1st , 10 , PSU 22,PSU, 2nd,2:02 ,14,28,-14, (2:02 - 2nd) Saquon Barkley run for 1 yd to the PnSt 23 ,1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
74,,,,,PSU, 2nd,2:02 ,14,28,-14," (2:02 - 2nd) Timeout PENN ST, clock 02:02 ",,,,,,,,,,,,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
75,2nd and 9 at PSU 23,2nd , 9 , PSU 23,PSU, 2nd,1:55 ,14,28,-14, (1:55 - 2nd) Trace McSorley pass complete to DaeSean Hamilton for 7 yds to the PnSt 30 ,7,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
76,3rd and 2 at PSU 30,3rd , 2 , PSU 30,PSU, 2nd,1:35 ,14,28,-14, (1:35 - 2nd) Trace McSorley pass complete to DaeSean Hamilton for 18 yds to the PnSt 48 for a 1ST down ,18,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
77,1st and 10 at PSU 48,1st , 10 , PSU 48,PSU, 2nd,1:18 ,14,28,-14, (1:18 - 2nd) Trace McSorley pass incomplete to Irvin Charles ,0,1, Trace McSorley,0, Irvin Charles ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
78,2nd and 10 at PSU 48,2nd , 10 , PSU 48,PSU, 2nd,1:13 ,14,28,-14, (1:13 - 2nd) Trace McSorley pass incomplete to Irvin Charles ,0,1, Trace McSorley,0, Irvin Charles ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
79,3rd and 10 at PSU 48,3rd , 10 , PSU 48,PSU, 2nd,1:08 ,14,28,-14, (1:08 - 2nd) Trace McSorley pass complete to Saeed Blacknall for 12 yds to the Wisc 40 for a 1ST down ,12,1, Trace McSorley,1, Saeed Blacknall ,0,0,0,0,0,0,12/4/2016,2016," Indianapolis, IN 46225 ",road,WIS-2.5,45," 65,018",400926946
