,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
26,3rd and 20 at PSU 25,3rd , 20 , PSU 25,PSU, 1st,5:08 ,7,7,0, (5:08 - 1st) Trace McSorley pass incomplete ,0,1, Trace McSorley,0,0,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
27,4th and 20 at PSU 25,4th , 20 , PSU 25,PSU, 1st,4:56 ,7,7,0," (4:56 - 1st) Blake Gillikin punt for 52 yds , Bilal Marshall returns for 22 yds to the Prdue 45 ",52,0,0,0,0,0,0,1,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
28,1st and 10 at PUR 45,1st , 10 , PUR 45,PUR, 1st,4:52 ,7,14,-7, (4:52 - 1st) David Blough pass incomplete to DeAngelo Yancey ,0,1, David Blough,0, DeAngelo Yancey ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
29,2nd and 10 at PUR 45,2nd , 10 , PUR 45,PUR, 1st,4:45 ,7,14,-7, (4:45 - 1st) Markell Jones run for no gain to the Prdue 45 ,0,0,0,0,0,1, Markell Jones ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
30,3rd and 10 at PUR 45,3rd , 10 , PUR 45,PUR, 1st,4:09 ,7,14,-7, (4:09 - 1st) David Blough pass complete to Cameron Posey for 15 yds to the PnSt 40 for a 1ST down ,15,1, David Blough,1, Cameron Posey ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
31,1st and 10 at PSU 40,1st , 10 , PSU 40,PUR, 1st,3:39 ,7,14,-7, (3:39 - 1st) David Blough pass incomplete ,0,1, David Blough,0,0,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
32,2nd and 10 at PSU 40,2nd , 10 , PSU 40,PUR, 1st,3:25 ,7,14,-7, (3:25 - 1st) Bilal Marshall pass complete to Richie Worship for 7 yds to the PnSt 33 ,7,1, Bilal Marshall,1, Richie Worship ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
33,3rd and 3 at PSU 33,3rd , 3 , PSU 33,PUR, 1st,3:00 ,7,14,-7, (3:00 - 1st) Bilal Marshall run for no gain to the PnSt 33 ,0,0,0,0,0,1, Bilal Marshall ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
34,4th and 3 at PSU 33,4th , 3 , PSU 33,PUR, 1st,2:15 ,7,14,-7, (2:15 - 1st) Bilal Marshall pass complete to Markell Jones for 7 yds to the PnSt 26 for a 1ST down ,7,1, Bilal Marshall,1, Markell Jones ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
35,1st and 10 at PSU 26,1st , 10 , PSU 26,PUR, 1st,1:45 ,7,14,-7, (1:45 - 1st) Malik Kimbrough run for 1 yd to the PnSt 25 ,1,0,0,0,0,1, Malik Kimbrough ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
36,2nd and 9 at PSU 25,2nd , 9 , PSU 25,PUR, 1st,1:15 ,7,14,-7, (1:15 - 1st) Malik Kimbrough run for a loss of 1 yard to the PnSt 26 ,-1,0,0,0,0,1, Malik Kimbrough ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
37,3rd and 10 at PSU 26,3rd , 10 , PSU 26,PUR, 1st,0:45 ,7,14,-7, (0:45 - 1st) David Blough pass complete to David Yancey for 19 yds to the PnSt 7 for a 1ST down ,19,1, David Blough,1, David Yancey ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
38,1st and Goal at PSU 7,1st , Goal , PSU 7,PUR, 1st,0:15 ,7,14,-7, (0:15 - 1st) Richie Worship run for no gain to the PnSt 7 ,0,0,0,0,0,1, Richie Worship ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
39,,,,,PUR,,,7,14,-7, End of 1st Quarter ,,,,,,,,,,,,,,,,,,,
40,2nd and Goal at PSU 7,2nd , Goal , PSU 7,PUR, 2nd,14:48 ,7,14,-7, (14:48 - 2nd) David Blough pass complete to Cole Herdman for 6 yds to the PnSt 1 ,6,1, David Blough,1, Cole Herdman ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
41,3rd and Goal at PSU 1,3rd , Goal , PSU 1,PUR, 2nd,14:32 ,7,14,-7, (14:32 - 2nd) Cameron Posey 1 Yd pass from David Blough (J.D. Dellinger Kick) ,,1,David Blough,1, Cameron Posey,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
42,,,,,PSU, 2nd,14:32 ,14,14,0," (14:32 - 2nd) J.D. Dellinger kickoff for 47 yds , Koa Farmer return for 3 yds to the PnSt 21 Koa Farmer fumbled, recovered by PnSt ",47,,,,,,,,,,,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
43,1st and 10 at PSU 21,1st , 10 , PSU 21,PSU, 2nd,14:22 ,14,14,0, (14:22 - 2nd) Trace McSorley pass incomplete to Chris Godwin ,0,1, Trace McSorley,0, Chris Godwin ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
44,2nd and 10 at PSU 21,2nd , 10 , PSU 21,PSU, 2nd,14:15 ,14,14,0, (14:15 - 2nd) Trace McSorley run for 6 yds to the PnSt 27 ,6,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
45,3rd and 4 at PSU 27,3rd , 4 , PSU 27,PSU, 2nd,14:00 ,14,14,0," (14:00 - 2nd) PURDUE Penalty, Defensive Offside (Lorenzo Neal) to the PnSt 32 for a 1ST down ",,0,0,0,0,0,0,0,0,0,1,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
46,1st and 10 at PSU 32,1st , 10 , PSU 32,PSU, 2nd,13:42 ,14,14,0, (13:42 - 2nd) Trace McSorley pass complete to Saquon Barkley for 21 yds to the Prdue 47 for a 1ST down ,21,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
47,1st and 10 at PUR 47,1st , 10 , PUR 47,PSU, 2nd,13:19 ,14,14,0," (13:19 - 2nd) McSorley, Trace pass incomplete to Charles, Irvin, PENALTY PURDUE holding (Hayes, Josh) 10 yards to the PURDUE37, NO PLAY, 1ST DOWN PENNST. ",0,0,0,0,0,0,0,0,0,0,1,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
48,1st and 10 at PUR 37,1st , 10 , PUR 37,PSU, 2nd,13:10 ,14,14,0, (13:10 - 2nd) Saquon Barkley run for a loss of 1 yard to the Prdue 38 ,-1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
49,2nd and 11 at PUR 38,2nd , 11 , PUR 38,PSU, 2nd,12:33 ,14,14,0, (12:33 - 2nd) Chris Godwin 38 Yd pass from Trace McSorley (Tyler Davis Kick) ,,1,Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
50,,,,,PUR, 2nd,12:33 ,14,17,-3, (12:33 - 2nd) Joey Julius kickoff for 65 yds for a touchback ,65,,,,,,,,,,,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
51,1st and 10 at PUR 25,1st , 10 , PUR 25,PUR, 2nd,12:20 ,14,17,-3, (12:20 - 2nd) David Blough pass complete to Brycen Hopkins for 11 yds to the Prdue 36 for a 1ST down ,11,1, David Blough,1, Brycen Hopkins ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
52,1st and 10 at PUR 36,1st , 10 , PUR 36,PUR, 2nd,11:50 ,14,17,-3, (11:50 - 2nd) Markell Jones run for 1 yd to the Prdue 37 ,1,0,0,0,0,1, Markell Jones ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
53,2nd and 9 at PUR 37,2nd , 9 , PUR 37,PUR, 2nd,11:17 ,14,17,-3, (11:17 - 2nd) David Blough pass complete to Cameron Posey for 6 yds to the Prdue 43 ,6,1, David Blough,1, Cameron Posey ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
54,3rd and 3 at PUR 43,3rd , 3 , PUR 43,PUR, 2nd,10:43 ,14,17,-3, (10:43 - 2nd) David Blough pass complete to Cameron Posey for 10 yds to the PnSt 47 for a 1ST down ,10,1, David Blough,1, Cameron Posey ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
55,1st and 10 at PSU 47,1st , 10 , PSU 47,PUR, 2nd,10:28 ,14,17,-3, (10:28 - 2nd) David Blough pass complete to Bilal Marshall for 10 yds to the PnSt 37 for a 1ST down ,10,1, David Blough,1, Bilal Marshall ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
56,1st and 10 at PSU 37,1st , 10 , PSU 37,PUR, 2nd,9:55 ,14,17,-3, (9:55 - 2nd) Bilal Marshall run for 1 yd to the PnSt 36 ,1,0,0,0,0,1, Bilal Marshall ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
57,2nd and 9 at PSU 36,2nd , 9 , PSU 36,PUR, 2nd,9:21 ,14,17,-3, (9:21 - 2nd) David Blough pass incomplete to Cameron Posey ,0,1, David Blough,0, Cameron Posey ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
58,3rd and 9 at PSU 36,3rd , 9 , PSU 36,PUR, 2nd,9:17 ,14,17,-3, (9:17 - 2nd) David Blough pass incomplete to DeAngelo Yancey ,0,1, David Blough,0, DeAngelo Yancey ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
59,4th and 9 at PSU 36,4th , 9 , PSU 36,PUR, 2nd,9:13 ,14,17,-3," (9:13 - 2nd) Blough, David pass incomplete to Yancey, DeAngelo, PENALTY PENNST pass interference (Allen, Marcus) 15 yards to the PENNST21, NO PLAY, 1ST DOWN PURDUE. ",0,0,0,0,0,0,0,0,0,0,1,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
60,1st and 10 at PSU 21,1st , 10 , PSU 21,PUR, 2nd,9:08 ,14,17,-3," (9:08 - 2nd) Jones, Markell rush for no gain to the PENNST21, PENALTY PURDUE holding (Hopkins, Brycen) 10 yards to the PENNST31, NO PLAY. ",0,0,0,0,0,0,0,0,0,0,1,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
61,1st and 20 at PSU 31,1st , 20 , PSU 31,PUR, 2nd,8:50 ,14,17,-3, (8:50 - 2nd) Richie Worship run for 5 yds to the PnSt 26 ,5,0,0,0,0,1, Richie Worship ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
62,2nd and 15 at PSU 26,2nd , 15 , PSU 26,PUR, 2nd,8:17 ,14,17,-3, (8:17 - 2nd) David Blough pass complete to Malik Kimbrough for a loss of 1 yard to the PnSt 27 ,-1,1, David Blough,1, Malik Kimbrough ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
63,3rd and 16 at PSU 27,3rd , 16 , PSU 27,PUR, 2nd,7:29 ,14,17,-3, (7:29 - 2nd) David Blough pass complete to Cole Herdman for 2 yds to the PnSt 25 ,2,1, David Blough,1, Cole Herdman ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
64,4th and 14 at PSU 25,4th , 14 , PSU 25,PUR, 2nd,6:57 ,14,17,-3, (6:57 - 2nd) J.D. Dellinger 42 Yd Field Goal ,,0,0,0,0,0,0,0,1,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
65,,,,,PSU, 2nd,6:57 ,17,17,0," (6:57 - 2nd) J.D. Dellinger kickoff for 52 yds , Miles Sanders return for no gain to the PnSt 13 ",52,,,,,,,,,,,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
66,1st and 10 at PSU 13,1st , 10 , PSU 13,PSU, 2nd,6:45 ,17,17,0, (6:45 - 2nd) Saquon Barkley run for 3 yds to the PnSt 16 ,3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
67,2nd and 7 at PSU 16,2nd , 7 , PSU 16,PSU, 2nd,6:00 ,17,17,0, (6:00 - 2nd) Trace McSorley pass complete to DaeSean Hamilton for 14 yds to the PnSt 30 for a 1ST down ,14,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
68,1st and 10 at PSU 30,1st , 10 , PSU 30,PSU, 2nd,5:45 ,17,17,0, (5:45 - 2nd) Saquon Barkley run for 5 yds to the PnSt 35 ,5,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
69,2nd and 5 at PSU 35,2nd , 5 , PSU 35,PSU, 2nd,5:25 ,17,17,0, (5:25 - 2nd) Saquon Barkley run for 1 yd to the PnSt 36 ,1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
70,3rd and 4 at PSU 36,3rd , 4 , PSU 36,PSU, 2nd,4:45 ,17,17,0, (4:45 - 2nd) Saquon Barkley run for 11 yds to the PnSt 47 for a 1ST down ,11,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
71,1st and 10 at PSU 47,1st , 10 , PSU 47,PSU, 2nd,4:15 ,17,17,0, (4:15 - 2nd) Trace McSorley run for 1 yd to the PnSt 48 ,1,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
72,2nd and 9 at PSU 48,2nd , 9 , PSU 48,PSU, 2nd,3:44 ,17,17,0," (3:44 - 2nd) McSorley, Trace pass incomplete to Blacknall, Saeed, PENALTY PURDUE pass interference (Hayes, Josh) 15 yards to the PURDUE37, NO PLAY, 1ST DOWN PENNST. ",0,0,0,0,0,0,0,0,0,0,1,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
73,1st and 10 at PUR 37,1st , 10 , PUR 37,PSU, 2nd,3:39 ,17,17,0, (3:39 - 2nd) Trace McSorley pass complete to Chris Godwin for 17 yds to the Prdue 20 for a 1ST down ,17,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
74,1st and 10 at PUR 20,1st , 10 , PUR 20,PSU, 2nd,3:17 ,17,17,0, (3:17 - 2nd) Trace McSorley run for 5 yds to the Prdue 15 ,5,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
75,2nd and 5 at PUR 15,2nd , 5 , PUR 15,PSU, 2nd,2:47 ,17,17,0, (2:47 - 2nd) Trace McSorley pass incomplete to Mike Gesicki ,0,1, Trace McSorley,0, Mike Gesicki ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
76,,,,,PSU, 2nd,2:47 ,17,17,0," (2:47 - 2nd) Timeout PENN ST, clock 02:47 ",,,,,,,,,,,,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
77,3rd and 5 at PUR 15,3rd , 5 , PUR 15,PSU, 2nd,2:41 ,17,17,0, (2:41 - 2nd) Trace McSorley pass incomplete to Mike Gesicki ,0,1, Trace McSorley,0, Mike Gesicki ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
78,4th and 5 at PUR 15,4th , 5 , PUR 15,PSU, 2nd,2:36 ,17,17,0, (2:36 - 2nd) Tyler Davis 33 Yd Field Goal ,,0,0,0,0,0,0,0,1,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
79,,,,,PUR, 2nd,2:36 ,17,17,0, (2:36 - 2nd) Joey Julius kickoff for 65 yds for a touchback ,65,,,,,,,,,,,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
80,1st and 10 at PUR 25,1st , 10 , PUR 25,PUR, 2nd,2:25 ,17,17,0, (2:25 - 2nd) David Blough pass complete to Cole Herdman for no gain to the Prdue 25 ,0,1, David Blough,1, Cole Herdman ,0,0,0,0,0,0,10/29/2016,2016," West Lafayette, IN 47907 ",road,PSU-14.5,58," 33,157",400869682
