,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
10,2nd and Goal at PSU 3,2nd , Goal , PSU 3,MICH, 1st,12:00 ,0,7,-7, (12:00 - 1st) Wilton Speight pass incomplete ,0,1, Wilton Speight,0,0,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
11,3rd and Goal at PSU 3,3rd , Goal , PSU 3,MICH, 1st,10:58 ,0,7,-7, (10:58 - 1st) Wilton Speight pass complete to Amara Darboh for 2 yds to the PnSt 1 ,2,1, Wilton Speight,1, Amara Darboh ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
12,4th and Goal at PSU 1,4th , Goal , PSU 1,MICH, 1st,9:51 ,0,7,-7," (9:51 - 1st) Khalid Hill run for 1 yd for a TD, (Kenny Allen KICK) ",1,0,0,0,0,1, Khalid Hill ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
13,,,,,PSU, 1st,9:51 ,0,7,-7, (9:51 - 1st) Kenny Allen kickoff for 65 yds for a touchback ,65,,,,,,,,,,,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
14,1st and 10 at PSU 25,1st , 10 , PSU 25,PSU, 1st,9:30 ,0,7,-7, (9:30 - 1st) Trace McSorley pass complete to Saquon Barkley for 17 yds to the PnSt 42 for a 1ST down ,17,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
15,1st and 10 at PSU 42,1st , 10 , PSU 42,PSU, 1st,9:20 ,0,7,-7, (9:20 - 1st) Saquon Barkley run for 3 yds to the PnSt 45 ,3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
16,2nd and 7 at PSU 45,2nd , 7 , PSU 45,PSU, 1st,9:00 ,0,7,-7, (9:00 - 1st) Saquon Barkley run for 6 yds to the Mich 49 ,6,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
17,3rd and 1 at MICH 49,3rd , 1 , MICH 49,PSU, 1st,8:45 ,0,7,-7, (8:45 - 1st) Saquon Barkley run for 2 yds to the Mich 47 for a 1ST down ,2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
18,1st and 10 at MICH 47,1st , 10 , MICH 47,PSU, 1st,8:30 ,0,7,-7, (8:30 - 1st) Trace McSorley pass incomplete ,0,1, Trace McSorley,0,0,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
19,2nd and 10 at MICH 47,2nd , 10 , MICH 47,PSU, 1st,8:15 ,0,7,-7, (8:15 - 1st) Trace McSorley pass incomplete ,0,1, Trace McSorley,0,0,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
20,3rd and 10 at MICH 47,3rd , 10 , MICH 47,PSU, 1st,8:00 ,0,7,-7, (8:00 - 1st) Saquon Barkley run for 5 yds to the Mich 42 ,5,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
21,,,,,PSU, 1st,7:32 ,0,7,-7," (7:32 - 1st) Timeout MICHIGAN, clock 07:32 ",,,,,,,,,,,,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
22,4th and 5 at MICH 42,4th , 5 , MICH 42,PSU, 1st,7:27 ,0,7,-7, (7:27 - 1st) Trace McSorley pass complete to DeAndre Thompkins for a loss of 4 yards to the Mich 46 ,-4,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
23,1st and 10 at MICH 46,1st , 10 , MICH 46,MICH, 1st,7:00 ,0,14,-14, (7:00 - 1st) Karan Higdon run for 6 yds to the PnSt 48 ,6,0,0,0,0,1, Karan Higdon ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
24,2nd and 4 at PSU 48,2nd , 4 , PSU 48,MICH, 1st,6:55 ,0,14,-14, (6:55 - 1st) Wilton Speight pass complete to Amara Darboh for 5 yds to the PnSt 43 for a 1ST down ,5,1, Wilton Speight,1, Amara Darboh ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
25,1st and 10 at PSU 43,1st , 10 , PSU 43,MICH, 1st,6:35 ,0,14,-14, (6:35 - 1st) Wilton Speight pass complete to Jake Butt for 9 yds to the PnSt 34 ,9,1, Wilton Speight,1, Jake Butt ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
26,2nd and 1 at PSU 34,2nd , 1 , PSU 34,MICH, 1st,5:40 ,0,14,-14, (5:40 - 1st) Eddie McDoom run for a loss of 5 yards to the PnSt 39 ,-5,0,0,0,0,1, Eddie McDoom ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
27,3rd and 6 at PSU 39,3rd , 6 , PSU 39,MICH, 1st,5:20 ,0,14,-14, (5:20 - 1st) Wilton Speight pass complete to Jake Butt for 25 yds to the PnSt 14 for a 1ST down ,25,1, Wilton Speight,1, Jake Butt ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
28,1st and 10 at PSU 14,1st , 10 , PSU 14,MICH, 1st,5:07 ,0,14,-14, (5:07 - 1st) Wilton Speight pass incomplete to Ian Bunting ,0,1, Wilton Speight,0, Ian Bunting ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
29,2nd and 10 at PSU 14,2nd , 10 , PSU 14,MICH, 1st,4:39 ,0,14,-14, (4:39 - 1st) Karan Higdon run for 6 yds to the PnSt 8 ,6,0,0,0,0,1, Karan Higdon ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
30,3rd and 4 at PSU 8,3rd , 4 , PSU 8,MICH, 1st,4:02 ,0,14,-14, (4:02 - 1st) Wilton Speight pass complete to Grant Perry for 6 yds to the PnSt 2 for a 1ST down ,6,1, Wilton Speight,1, Grant Perry ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
31,1st and Goal at PSU 2,1st , Goal , PSU 2,MICH, 1st,3:57 ,0,14,-14," (3:57 - 1st) De'Veon Smith run for 2 yds for a TD, (Kenny Allen KICK) ",2,0,0,0,0,1, De'Veon Smith ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
32,,,,,PSU, 1st,3:57 ,0,14,-14," (3:57 - 1st) Kenny Allen kickoff for 65 yds , Miles Sanders return for 24 yds to the PnSt 24 ",65,,,,,,,,,,,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
33,1st and 10 at PSU 24,1st , 10 , PSU 24,PSU, 1st,3:40 ,0,14,-14, (3:40 - 1st) Saquon Barkley run for 3 yds to the PnSt 27 ,3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
34,2nd and 7 at PSU 27,2nd , 7 , PSU 27,PSU, 1st,2:46 ,0,14,-14, (2:46 - 1st) Saquon Barkley run for 1 yd to the PnSt 28 ,1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
35,3rd and 6 at PSU 28,3rd , 6 , PSU 28,PSU, 1st,2:08 ,0,14,-14, (2:08 - 1st) Trace McSorley sacked by Chase Winovich for a loss of 9 yards to the PnSt 19 ,-9,,,,,,,,,,,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
36,4th and 15 at PSU 19,4th , 15 , PSU 19,PSU, 1st,1:49 ,0,14,-14," (1:49 - 1st) Blake Gillikin punt for 46 yds , Jabrill Peppers returns for 1 yd to the Mich 36 ",46,0,0,0,0,0,0,1,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
37,1st and 10 at MICH 36,1st , 10 , MICH 36,MICH, 1st,1:38 ,0,21,-21, (1:38 - 1st) De'Veon Smith run for 39 yds to the PnSt 25 for a 1ST down ,39,0,0,0,0,1, De'Veon Smith ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
38,1st and 10 at PSU 25,1st , 10 , PSU 25,MICH, 1st,1:18 ,0,21,-21, (1:18 - 1st) Wilton Speight pass incomplete ,0,1, Wilton Speight,0,0,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
39,2nd and 10 at PSU 25,2nd , 10 , PSU 25,MICH, 1st,1:07 ,0,21,-21, (1:07 - 1st) Karan Higdon run for 5 yds to the PnSt 20 ,5,0,0,0,0,1, Karan Higdon ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
40,3rd and 5 at PSU 20,3rd , 5 , PSU 20,MICH, 1st,0:30 ,0,21,-21, (0:30 - 1st) Eddie McDoom run for 6 yds to the PnSt 14 for a 1ST down ,6,0,0,0,0,1, Eddie McDoom ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
41,1st and 10 at PSU 14,1st , 10 , PSU 14,MICH, 1st,0:03 ,0,21,-21, (0:03 - 1st) Wilton Speight pass incomplete ,0,1, Wilton Speight,0,0,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
42,2nd and 10 at PSU 14,2nd , 10 , PSU 14,MICH, 1st,0:01 ,0,21,-21, (0:01 - 1st) De'Veon Smith run for 6 yds to the PnSt 8 ,6,0,0,0,0,1, De'Veon Smith ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
43,,,,,MICH,,,0,21,-21, End of 1st Quarter ,,,,,,,,,,,,,,,,,,,
44,3rd and 4 at PSU 8,3rd , 4 , PSU 8,MICH, 2nd,14:55 ,0,21,-21," (14:55 - 2nd) PENN ST Penalty, Personal Foul (4 Yards) to the PnSt 4 for a 1ST down ",,0,0,0,0,0,0,0,0,0,1,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
45,1st and Goal at PSU 4,1st , Goal , PSU 4,MICH, 2nd,14:51 ,0,21,-21, (14:51 - 2nd) Wilton Speight pass incomplete ,0,1, Wilton Speight,0,0,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
46,2nd and Goal at PSU 4,2nd , Goal , PSU 4,MICH, 2nd,14:26 ,0,21,-21, (14:26 - 2nd) De'Veon Smith run for 1 yd to the PnSt 3 ,1,0,0,0,0,1, De'Veon Smith ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
47,,,,,MICH, 2nd,14:14 ,0,21,-21," (14:14 - 2nd) Timeout MICHIGAN, clock 14:14 ",,,,,,,,,,,,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
48,3rd and Goal at PSU 3,3rd , Goal , PSU 3,MICH, 2nd,14:09 ,0,21,-21," (14:09 - 2nd) Wilton Speight pass complete to Devin Asiasi for 3 yds for a TD, (Kenny Allen KICK) ",3,1, Wilton Speight,1, Devin Asiasi ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
49,,,,,PSU, 2nd,14:09 ,0,21,-21, (14:09 - 2nd) Kenny Allen kickoff for 65 yds for a touchback ,65,,,,,,,,,,,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
50,1st and 10 at PSU 25,1st , 10 , PSU 25,PSU, 2nd,14:01 ,0,21,-21, (14:01 - 2nd) Saquon Barkley run for 2 yds to the PnSt 27 ,2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
51,2nd and 8 at PSU 27,2nd , 8 , PSU 27,PSU, 2nd,13:39 ,0,21,-21, (13:39 - 2nd) Trace McSorley pass complete to DeAndre Thompkins for 4 yds to the PnSt 31 ,4,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
52,3rd and 4 at PSU 31,3rd , 4 , PSU 31,PSU, 2nd,13:19 ,0,21,-21, (13:19 - 2nd) Trace McSorley sacked by Chris Wormley and Taco Charlton for a loss of 4 yards to the PnSt 27 ,-4,,,,,,,,,,,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
53,4th and 8 at PSU 27,4th , 8 , PSU 27,PSU, 2nd,12:15 ,0,21,-21," (12:15 - 2nd) Blake Gillikin punt for 44 yds, fair catch by Jabrill Peppers at the Mich 29 ",44,0,0,0,0,0,0,1,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
54,1st and 10 at MICH 29,1st , 10 , MICH 29,MICH, 2nd,12:10 ,0,21,-21, (12:10 - 2nd) Wilton Speight pass incomplete ,0,1, Wilton Speight,0,0,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
55,2nd and 10 at MICH 29,2nd , 10 , MICH 29,MICH, 2nd,12:00 ,0,21,-21, (12:00 - 2nd) De'Veon Smith run for a loss of 3 yards to the Mich 26 ,-3,0,0,0,0,1, De'Veon Smith ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
56,3rd and 13 at MICH 26,3rd , 13 , MICH 26,MICH, 2nd,11:33 ,0,21,-21, (11:33 - 2nd) Wilton Speight pass complete to Amara Darboh for 16 yds to the Mich 42 for a 1ST down ,16,1, Wilton Speight,1, Amara Darboh ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
57,1st and 10 at MICH 42,1st , 10 , MICH 42,MICH, 2nd,10:39 ,0,21,-21, (10:39 - 2nd) Wilton Speight run for no gain to the Mich 42 ,0,0,0,0,0,1, Wilton Speight ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
58,2nd and 10 at MICH 42,2nd , 10 , MICH 42,MICH, 2nd,10:13 ,0,21,-21, (10:13 - 2nd) Ty Isaac run for 11 yds to the PnSt 47 for a 1ST down ,11,0,0,0,0,1, Ty Isaac ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
59,1st and 10 at PSU 47,1st , 10 , PSU 47,MICH, 2nd,9:53 ,0,21,-21, (9:53 - 2nd) Khalid Hill run for 1 yd to the PnSt 46 ,1,0,0,0,0,1, Khalid Hill ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
60,2nd and 9 at PSU 46,2nd , 9 , PSU 46,MICH, 2nd,9:21 ,0,21,-21, (9:21 - 2nd) Wilton Speight pass incomplete ,0,1, Wilton Speight,0,0,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
61,3rd and 9 at PSU 46,3rd , 9 , PSU 46,MICH, 2nd,9:08 ,0,21,-21, (9:08 - 2nd) Wilton Speight pass complete to De'Veon Smith for 7 yds to the PnSt 39 ,7,1, Wilton Speight,1, De'Veon Smith ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
62,4th and 2 at PSU 39,4th , 2 , PSU 39,MICH, 2nd,8:33 ,0,21,-21, (8:33 - 2nd) Wilton Speight pass incomplete ,0,1, Wilton Speight,0,0,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
63,1st and 10 at PSU 39,1st , 10 , PSU 39,PSU, 2nd,8:27 ,0,21,-21, (8:27 - 2nd) Trace McSorley pass incomplete to Chris Godwin ,0,1, Trace McSorley,0, Chris Godwin ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
64,2nd and 10 at PSU 39,2nd , 10 , PSU 39,PSU, 2nd,8:10 ,0,21,-21, (8:10 - 2nd) Trace McSorley pass complete to Mike Gesicki for 9 yds to the PnSt 48 ,9,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
65,3rd and 1 at PSU 48,3rd , 1 , PSU 48,PSU, 2nd,7:23 ,0,21,-21, (7:23 - 2nd) Saquon Barkley run for a loss of 3 yards to the PnSt 45 ,-3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
66,4th and 4 at PSU 45,4th , 4 , PSU 45,PSU, 2nd,7:01 ,0,21,-21," (7:01 - 2nd) Blake Gillikin punt for 35 yds, punt out-of-bounds at the Mich 20 ",35,0,0,0,0,0,0,1,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
67,1st and 10 at MICH 20,1st , 10 , MICH 20,MICH, 2nd,6:44 ,0,28,-28, (6:44 - 2nd) Karan Higdon run for 7 yds to the Mich 27 ,7,0,0,0,0,1, Karan Higdon ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
68,2nd and 3 at MICH 27,2nd , 3 , MICH 27,MICH, 2nd,6:23 ,0,28,-28, (6:23 - 2nd) De'Veon Smith run for 8 yds to the Mich 35 for a 1ST down ,8,0,0,0,0,1, De'Veon Smith ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
69,1st and 10 at MICH 35,1st , 10 , MICH 35,MICH, 2nd,5:45 ,0,28,-28, (5:45 - 2nd) Ty Isaac run for 3 yds to the Mich 38 ,3,0,0,0,0,1, Ty Isaac ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
70,2nd and 7 at MICH 38,2nd , 7 , MICH 38,MICH, 2nd,4:58 ,0,28,-28, (4:58 - 2nd) Karan Higdon run for 1 yd to the Mich 39 ,1,0,0,0,0,1, Karan Higdon ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
71,3rd and 6 at MICH 39,3rd , 6 , MICH 39,MICH, 2nd,4:43 ,0,28,-28, (4:43 - 2nd) Wilton Speight pass complete to Grant Perry for 16 yds to the PnSt 45 for a 1ST down ,16,1, Wilton Speight,1, Grant Perry ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
72,1st and 10 at PSU 45,1st , 10 , PSU 45,MICH, 2nd,4:15 ,0,28,-28, (4:15 - 2nd) Wilton Speight pass complete to Jehu Chesson for 18 yds to the PnSt 27 for a 1ST down ,18,1, Wilton Speight,1, Jehu Chesson ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
73,1st and 10 at PSU 27,1st , 10 , PSU 27,MICH, 2nd,3:39 ,0,28,-28, (3:39 - 2nd) Chris Evans run for a loss of 1 yard to the PnSt 28 ,-1,0,0,0,0,1, Chris Evans ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
74,2nd and 11 at PSU 28,2nd , 11 , PSU 28,MICH, 2nd,3:01 ,0,28,-28," (3:01 - 2nd) MICHIGAN Penalty, Offensive Holding (De'Veon Smith) to the PnSt 38 ",,0,0,0,0,0,0,0,0,0,1,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
75,2nd and 21 at PSU 38,2nd , 21 , PSU 38,MICH, 2nd,2:59 ,0,28,-28, (2:59 - 2nd) Wilton Speight pass incomplete to Amara Darboh ,0,1, Wilton Speight,0, Amara Darboh ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
76,3rd and 21 at PSU 38,3rd , 21 , PSU 38,MICH, 2nd,2:48 ,0,28,-28, (2:48 - 2nd) Wilton Speight pass complete to Chris Evans for 14 yds to the PnSt 24 ,14,1, Wilton Speight,1, Chris Evans ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
77,4th and 7 at PSU 24,4th , 7 , PSU 24,MICH, 2nd,1:59 ,0,28,-28, (1:59 - 2nd) Wilton Speight run for 9 yds to the PnSt 15 for a 1ST down ,9,0,0,0,0,1, Wilton Speight ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
78,1st and 10 at PSU 15,1st , 10 , PSU 15,MICH, 2nd,1:37 ,0,28,-28, (1:37 - 2nd) De'Veon Smith run for 4 yds to the PnSt 11 ,4,0,0,0,0,1, De'Veon Smith ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
79,2nd and 6 at PSU 11,2nd , 6 , PSU 11,MICH, 2nd,1:00 ,0,28,-28, (1:00 - 2nd) Wilton Speight pass complete to Jake Butt for 9 yds to the PnSt 2 for a 1ST down ,9,1, Wilton Speight,1, Jake Butt ,0,0,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
80,1st and Goal at PSU 2,1st , Goal , PSU 2,MICH, 2nd,0:46 ,0,28,-28," (0:46 - 2nd) Karan Higdon run for 2 yds for a TD, (Kenny Allen KICK) ",2,0,0,0,0,1, Karan Higdon ,0,0,0,0,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
81,,,,,PSU, 2nd,0:46 ,0,28,-28, (0:46 - 2nd) Kenny Allen kickoff for 65 yds for a touchback ,65,,,,,,,,,,,9/24/2016,2016," Ann Arbor, MI 48109 ",road,MICH-15.0,57," 110,319",400869658
