,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
10,1st and 10 at PITT 1,1st , 10 , PITT 1,PITT, 1st,12:46 ,0,7,-7, (12:46 - 1st) Nathan Peterman run for 2 yds to the Pitt 3 ,2,0,0,0,0,1, Nathan Peterman ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
11,2nd and 8 at PITT 3,2nd , 8 , PITT 3,PITT, 1st,12:46 ,0,7,-7, (12:46 - 1st) James Conner run for 24 yds to the Pitt 27 for a 1ST down ,24,0,0,0,0,1, James Conner ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
12,1st and 10 at PITT 27,1st , 10 , PITT 27,PITT, 1st,12:46 ,0,7,-7, (12:46 - 1st) James Conner run for no gain to the Pitt 27 ,0,0,0,0,0,1, James Conner ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
13,2nd and 10 at PITT 27,2nd , 10 , PITT 27,PITT, 1st,12:46 ,0,7,-7," (12:46 - 1st) Qadree Ollison run for 1 yd to the Pitt 28 PITTSBURGH Penalty, Offensive holding (-10 Yards) to the Pitt 18 ",1,0,0,0,0,0,0,0,0,0,1,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
14,2nd and 19 at PITT 18,2nd , 19 , PITT 18,PITT, 1st,12:46 ,0,7,-7, (12:46 - 1st) Quadree Henderson run for 38 yds to the PnSt 44 for a 1ST down ,38,0,0,0,0,1, Quadree Henderson ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
15,1st and 10 at PSU 44,1st , 10 , PSU 44,PITT, 1st,12:46 ,0,7,-7, (12:46 - 1st) Quadree Henderson run for 9 yds to the PnSt 35 ,9,0,0,0,0,1, Quadree Henderson ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
16,2nd and 1 at PSU 35,2nd , 1 , PSU 35,PITT, 1st,12:46 ,0,7,-7, (12:46 - 1st) James Conner run for 23 yds to the PnSt 12 for a 1ST down ,23,0,0,0,0,1, James Conner ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
17,1st and 10 at PSU 12,1st , 10 , PSU 12,PITT, 1st,12:46 ,0,7,-7, (12:46 - 1st) Nathan Peterman pass complete to Scott Orndoff for 10 yds to the PnSt 2 for a 1ST down ,10,1, Nathan Peterman,1, Scott Orndoff ,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
18,1st and Goal at PSU 2,1st , Goal , PSU 2,PITT, 1st,12:46 ,0,7,-7, (12:46 - 1st) James Conner run for 1 yd to the PnSt 1 ,1,0,0,0,0,1, James Conner ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
19,2nd and Goal at PSU 1,2nd , Goal , PSU 1,PITT, 1st,8:03 ,0,7,-7," (8:03 - 1st) George Aston run for 1 yd for a TD, (Chris Blewitt KICK) ",1,0,0,0,0,1, George Aston ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
20,,,,,PSU, 1st,8:03 ,0,7,-7," (8:03 - 1st) Chris Blewitt kickoff for 61 yds , Nick Scott return for 14 yds to the PnSt 18 ",61,,,,,,,,,,,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
21,1st and 10 at PSU 18,1st , 10 , PSU 18,PSU, 1st,8:03 ,0,7,-7," (8:03 - 1st) Trace McSorley sacked by Ejuan Price for a loss of 7 yards to the PnSt 12 Trace McSorley fumbled, recovered by Pitt Mike Caprara , return for 0 yards ",-7,,,,,,,,,,,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
22,1st and 10 at PSU 12,1st , 10 , PSU 12,PITT, 1st,7:54 ,0,14,-14, (7:54 - 1st) Qadree Ollison run for 5 yds to the PnSt 7 ,5,0,0,0,0,1, Qadree Ollison ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
23,2nd and 5 at PSU 7,2nd , 5 , PSU 7,PITT, 1st,7:16 ,0,14,-14," (7:16 - 1st) Nathan Peterman pass complete to Quadree Henderson for 7 yds for a TD, (Chris Blewitt KICK) ",7,1, Nathan Peterman,1, Quadree Henderson ,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
24,,,,,PSU, 1st,7:16 ,0,14,-14," (7:16 - 1st) Chris Blewitt kickoff for 65 yds , Miles Sanders return for 17 yds to the PnSt 17 ",65,,,,,,,,,,,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
25,1st and 10 at PSU 17,1st , 10 , PSU 17,PSU, 1st,7:16 ,0,14,-14, (7:16 - 1st) Trace McSorley pass complete to DaeSean Hamilton for 8 yds to the PnSt 25 ,8,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
26,2nd and 2 at PSU 25,2nd , 2 , PSU 25,PSU, 1st,7:16 ,0,14,-14, (7:16 - 1st) Saquon Barkley run for 3 yds to the PnSt 28 for a 1ST down ,3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
27,1st and 10 at PSU 28,1st , 10 , PSU 28,PSU, 1st,7:16 ,0,14,-14, (7:16 - 1st) Trace McSorley run for no gain to the PnSt 28 ,0,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
28,2nd and 10 at PSU 28,2nd , 10 , PSU 28,PSU, 1st,7:16 ,0,14,-14, (7:16 - 1st) Trace McSorley pass complete to Mike Gesicki for 18 yds to the PnSt 46 for a 1ST down ,18,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
29,1st and 10 at PSU 46,1st , 10 , PSU 46,PSU, 1st,7:16 ,0,14,-14, (7:16 - 1st) Trace McSorley pass incomplete ,0,1, Trace McSorley,0,0,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
30,2nd and 10 at PSU 46,2nd , 10 , PSU 46,PSU, 1st,7:16 ,0,14,-14, (7:16 - 1st) Trace McSorley pass complete to Brandon Polk for 4 yds to the 50 yard line ,4,1, Trace McSorley,1, Brandon Polk ,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
31,3rd and 6 at 50,3rd , 6 , 50,PSU, 1st,7:16 ,0,14,-14," (7:16 - 1st) Trace McSorley pass incomplete to John Reid, broken up by Matt Galambos ",0,1, Trace McSorley,0," John Reid, broken up by Matt Galambos ",0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
32,4th and 6 at 50,4th , 6 , 50,PSU, 1st,7:16 ,0,14,-14, (7:16 - 1st) Blake Gillikin punt for 50 yds for a touchback ,50,0,0,0,0,0,0,1,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
33,1st and 10 at PITT 20,1st , 10 , PITT 20,PITT, 1st,4:51 ,0,14,-14, (4:51 - 1st) Qadree Ollison run for a loss of 3 yards to the Pitt 17 ,-3,0,0,0,0,1, Qadree Ollison ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
34,2nd and 13 at PITT 17,2nd , 13 , PITT 17,PITT, 1st,4:51 ,0,14,-14, (4:51 - 1st) Nathan Peterman run for 8 yds to the Pitt 25 ,8,0,0,0,0,1, Nathan Peterman ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
35,3rd and 5 at PITT 25,3rd , 5 , PITT 25,PITT, 1st,4:51 ,0,14,-14, (4:51 - 1st) Qadree Ollison run for 1 yd to the Pitt 26 ,1,0,0,0,0,1, Qadree Ollison ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
36,4th and 4 at PITT 26,4th , 4 , PITT 26,PITT, 1st,4:51 ,0,14,-14," (4:51 - 1st) Ryan Winslow punt for 48 yds , John Reid returns for 59 yds to the Pitt 15 ",48,0,0,0,0,0,0,1,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
37,1st and 10 at PITT 15,1st , 10 , PITT 15,PSU, 1st,2:51 ,7,14,-7," (2:51 - 1st) McSorley, Trace pass incomplete to Gesicki, Mike (Avonte Maddox), PENALTY UP pass interference (Avonte Maddox) 12 yards to the UP3, 1ST DOWN PSU, NO PLAY. ",0,0,0,0,0,0,0,0,0,0,1,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
38,1st and Goal at PITT 3,1st , Goal , PITT 3,PSU, 1st,2:42 ,7,14,-7," (2:42 - 1st) Saquon Barkley run for 3 yds for a TD, (Tyler Davis KICK) ",3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
39,,,,,PITT, 1st,2:42 ,7,21,-14," (2:42 - 1st) Joey Julius kickoff for 41 yds , Jaymar Parrish return for 2 yds to the Pitt 26 ",41,,,,,,,,,,,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
40,1st and 10 at PITT 26,1st , 10 , PITT 26,PITT, 1st,2:42 ,7,21,-14, (2:42 - 1st) Nathan Peterman pass complete to Quadree Henderson for 24 yds to the 50 yard line for a 1ST down ,24,1, Nathan Peterman,1, Quadree Henderson ,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
41,1st and 10 at PITT 0,1st , 10 , PITT 0,PITT, 1st,2:42 ,7,21,-14," (2:42 - 1st) PENN ST Penalty, unsportsmanlike conduct off-setting ( Yards) to the 50 yard line ",,0,0,0,0,0,0,0,0,0,1,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
42,1st and 10 at 50,1st , 10 , 50,PITT, 1st,2:42 ,7,21,-14, (2:42 - 1st) George Aston run for 13 yds to the PnSt 37 for a 1ST down ,13,0,0,0,0,1, George Aston ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
43,1st and 10 at PSU 37,1st , 10 , PSU 37,PITT, 1st,2:42 ,7,21,-14, (2:42 - 1st) James Conner run for 2 yds to the PnSt 35 ,2,0,0,0,0,1, James Conner ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
44,2nd and 8 at PSU 35,2nd , 8 , PSU 35,PITT, 1st,2:42 ,7,21,-14, (2:42 - 1st) Nathan Peterman pass complete to Quadree Henderson for 16 yds to the PnSt 19 for a 1ST down ,16,1, Nathan Peterman,1, Quadree Henderson ,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
45,1st and 10 at PSU 19,1st , 10 , PSU 19,PITT, 1st,2:42 ,7,21,-14, (2:42 - 1st) Dontez Ford run for 6 yds to the PnSt 13 ,6,0,0,0,0,1, Dontez Ford ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
46,2nd and 4 at PSU 13,2nd , 4 , PSU 13,PITT, 1st,2:42 ,7,21,-14, (2:42 - 1st) James Conner run for 6 yds to the PnSt 7 for a 1ST down ,6,0,0,0,0,1, James Conner ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
47,,,,,PITT,,,7,21,-14, End of 1st Quarter ,,,,,,,,,,,,,,,,,,,
48,1st and Goal at PSU 7,1st , Goal , PSU 7,PITT, 2nd,15:00 ,7,21,-14, (15:00 - 2nd) James Conner run for 2 yds to the PnSt 5 ,2,0,0,0,0,1, James Conner ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
49,2nd and Goal at PSU 5,2nd , Goal , PSU 5,PITT, 2nd,15:00 ,7,21,-14, (15:00 - 2nd) Nathan Peterman run for 3 yds to the PnSt 2 ,3,0,0,0,0,1, Nathan Peterman ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
50,3rd and Goal at PSU 2,3rd , Goal , PSU 2,PITT, 2nd,13:38 ,7,21,-14," (13:38 - 2nd) Nathan Peterman pass complete to Scott Orndoff for 2 yds for a TD, (Chris Blewitt KICK) ",2,1, Nathan Peterman,1, Scott Orndoff ,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
51,,,,,PSU, 2nd,13:38 ,7,21,-14," (13:38 - 2nd) Chris Blewitt kickoff for 58 yds , Saquon Barkley return for 17 yds to the PnSt 24 ",58,,,,,,,,,,,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
52,1st and 10 at PSU 24,1st , 10 , PSU 24,PSU, 2nd,13:38 ,7,21,-14, (13:38 - 2nd) Trace McSorley run for 17 yds to the PnSt 41 for a 1ST down ,17,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
53,1st and 10 at PSU 41,1st , 10 , PSU 41,PSU, 2nd,13:38 ,7,21,-14," (13:38 - 2nd) Trace McSorley run for a loss of 6 yards to the PnSt 30 Trace McSorley fumbled, forced by Ejuan Price, recovered by Pitt Jordan Whitehead , return for 9 yds to the PnSt 30 ",-6,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
54,1st and 10 at PSU 30,1st , 10 , PSU 30,PITT, 2nd,13:01 ,7,21,-14, (13:01 - 2nd) Jordan Whitehead run for 28 yds to the PnSt 2 for a 1ST down ,28,0,0,0,0,1, Jordan Whitehead ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
55,1st and Goal at PSU 2,1st , Goal , PSU 2,PITT, 2nd,13:01 ,7,21,-14, (13:01 - 2nd) James Conner run for a loss of 1 yard to the PnSt 3 ,-1,0,0,0,0,1, James Conner ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
56,2nd and Goal at PSU 3,2nd , Goal , PSU 3,PITT, 2nd,11:54 ,7,21,-14," (11:54 - 2nd) George Aston run for 3 yds for a TD, (Chris Blewitt KICK) ",3,0,0,0,0,1, George Aston ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
57,1st and Goal at PITT 35,1st , Goal , PITT 35,PITT, 2nd,11:54 ,7,21,-14," (11:54 - 2nd) PENN ST Penalty, roughing the kicker (Christian Campbell) to the 50 yard line ",,0,0,0,0,0,0,0,0,0,1,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
58,,,,,PSU, 2nd,11:54 ,7,28,-21, (11:54 - 2nd) Chris Blewitt kickoff for 50 yds for a touchback ,50,,,,,,,,,,,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
59,1st and 10 at PSU 25,1st , 10 , PSU 25,PSU, 2nd,11:54 ,7,28,-21, (11:54 - 2nd) Saquon Barkley run for a loss of 1 yard to the PnSt 24 ,-1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
60,2nd and 11 at PSU 24,2nd , 11 , PSU 24,PSU, 2nd,11:54 ,7,28,-21, (11:54 - 2nd) Trace McSorley pass complete to DaeSean Hamilton for 7 yds to the PnSt 31 ,7,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
61,3rd and 4 at PSU 31,3rd , 4 , PSU 31,PSU, 2nd,11:54 ,7,28,-21," (11:54 - 2nd) Trace McSorley run for no gain to the PnSt 31 Trace McSorley fumbled, forced by Oluwaseun Idowu, ",0,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
62,4th and 4 at PSU 31,4th , 4 , PSU 31,PSU, 2nd,11:54 ,7,28,-21," (11:54 - 2nd) Blake Gillikin punt for 37 yds , Avonte Maddox returns for no gain to the Pitt 33 Avonte Maddox fumbled, recovered by Pitt Avonte Maddox ",37,0,0,0,0,0,0,1,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
63,1st and 10 at PITT 33,1st , 10 , PITT 33,PITT, 2nd,10:20 ,7,28,-21, (10:20 - 2nd) Quadree Henderson run for 13 yds to the Pitt 46 for a 1ST down ,13,0,0,0,0,1, Quadree Henderson ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
64,1st and 10 at PITT 46,1st , 10 , PITT 46,PITT, 2nd,10:20 ,7,28,-21, (10:20 - 2nd) Darrin Hall run for 11 yds to the PnSt 43 for a 1ST down ,11,0,0,0,0,1, Darrin Hall ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
65,1st and 10 at PSU 43,1st , 10 , PSU 43,PITT, 2nd,10:20 ,7,28,-21, (10:20 - 2nd) Darrin Hall run for a loss of 1 yard to the PnSt 44 ,-1,0,0,0,0,1, Darrin Hall ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
66,2nd and 11 at PSU 44,2nd , 11 , PSU 44,PITT, 2nd,10:20 ,7,28,-21, (10:20 - 2nd) Nathan Peterman pass incomplete ,0,1, Nathan Peterman,0,0,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
67,3rd and 11 at PSU 44,3rd , 11 , PSU 44,PITT, 2nd,10:20 ,7,28,-21, (10:20 - 2nd) Nathan Peterman pass intercepted Malik Golden return for 8 yds to the PnSt 35 ,8,1, Nathan Peterman,interception,0,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
68,1st and 10 at PSU 35,1st , 10 , PSU 35,PSU, 2nd,8:20 ,7,28,-21," (8:20 - 2nd) PENN ST Penalty, false start (-5 Yards) to the PnSt 30 ",,0,0,0,0,0,0,0,0,0,1,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
69,1st and 15 at PSU 30,1st , 15 , PSU 30,PSU, 2nd,8:20 ,7,28,-21, (8:20 - 2nd) Trace McSorley pass complete to Chris Godwin for 10 yds to the PnSt 40 ,10,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
70,2nd and 5 at PSU 40,2nd , 5 , PSU 40,PSU, 2nd,8:20 ,7,28,-21, (8:20 - 2nd) Saquon Barkley run for 3 yds to the PnSt 43 ,3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
71,3rd and 2 at PSU 43,3rd , 2 , PSU 43,PSU, 2nd,8:20 ,7,28,-21, (8:20 - 2nd) Saquon Barkley run for a loss of 4 yards to the PnSt 39 ,-4,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
72,4th and 6 at PSU 39,4th , 6 , PSU 39,PSU, 2nd,8:20 ,7,28,-21," (8:20 - 2nd) Blake Gillikin punt for 43 yds, fair catch by Avonte Maddox at the Pitt 18 ",43,0,0,0,0,0,0,1,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
73,1st and 10 at PITT 18,1st , 10 , PITT 18,PITT, 2nd,6:45 ,7,28,-21, (6:45 - 2nd) James Conner run for 4 yds to the Pitt 22 ,4,0,0,0,0,1, James Conner ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
74,2nd and 6 at PITT 22,2nd , 6 , PITT 22,PITT, 2nd,6:45 ,7,28,-21, (6:45 - 2nd) James Conner run for 20 yds to the Pitt 42 for a 1ST down ,20,0,0,0,0,1, James Conner ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
75,1st and 10 at PITT 42,1st , 10 , PITT 42,PITT, 2nd,6:45 ,7,28,-21, (6:45 - 2nd) Qadree Ollison run for 2 yds to the Pitt 44 ,2,0,0,0,0,1, Qadree Ollison ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
76,2nd and 8 at PITT 44,2nd , 8 , PITT 44,PITT, 2nd,6:45 ,7,28,-21, (6:45 - 2nd) Quadree Henderson run for a loss of 2 yards to the Pitt 42 ,-2,0,0,0,0,1, Quadree Henderson ,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
77,3rd and 10 at PITT 42,3rd , 10 , PITT 42,PITT, 2nd,6:45 ,7,28,-21, (6:45 - 2nd) Nathan Peterman pass complete to Scott Orndoff for 4 yds to the Pitt 46 ,4,1, Nathan Peterman,1, Scott Orndoff ,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
78,4th and 6 at PITT 46,4th , 6 , PITT 46,PITT, 2nd,6:45 ,7,28,-21," (6:45 - 2nd) Ryan Winslow punt for 37 yds, downed at the PnSt 17 ",37,0,0,0,0,0,0,1,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
79,1st and 10 at PSU 17,1st , 10 , PSU 17,PSU, 2nd,3:17 ,14,28,-14, (3:17 - 2nd) Trace McSorley pass complete to Mike Gesicki for 3 yds to the PnSt 20 ,3,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
80,2nd and 7 at PSU 20,2nd , 7 , PSU 20,PSU, 2nd,3:17 ,14,28,-14, (3:17 - 2nd) Trace McSorley pass complete to Chris Godwin for 6 yds to the PnSt 26 ,6,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,9/10/2016,2016," Pittsburgh, PA 15260 ",road,PITT-3.5,46," 69,983",400869436
