Season,Quarter,down,Opponent,distance,Diff_Score,Play_Type,Poss,Passer,Targeted,Carrier,Yards,total_staff,training_1,training_2,training_3,training_4,training_5,shipping_packaging_available,ship_obs,patients_per_day,centrifuge_#,centrifuge_func,centrifuge_why,temp_(2-8)#,fridge_func,phone,phone_obs,fax,fax_obs,computer,computer_obs,internet,internet_obs,latitude,longitude,tdr_palu,tdr_hiv,widal,hb_sahli,list_of_all_exams,hierarchy,pdiag_hiv,pdiag_palu,pdiag_widal,pdiag_hb_sahli,pcomm,pship,training
2016, 1st,1st ,KENT,10,-3,run,OPP,0,0, Justin Rankin ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,2nd ,KENT,7,-3,pass,OPP, Justin Agner,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,3rd ,KENT,7,-3,run,OPP,0,0, Justin Agner ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,4th ,KENT,7,-3,other,OPP,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,,KENT,,3,other,PSU,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,1st ,KENT,10,3,run,PSU,0,0, Saquon Barkley ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,2nd ,KENT,6,3,run,PSU,0,0, Trace McSorley ,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,1st ,KENT,10,3,pass,PSU, Trace McSorley, Chris Godwin ,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,1st ,KENT,10,3,run,PSU,0,0, Saquon Barkley ,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,2nd ,KENT,1,3,run,PSU,0,0, Saquon Barkley ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,1st ,KENT,10,3,pass,PSU, Trace McSorley, Chris Godwin ,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,2nd ,KENT,3,3,run,PSU,0,0, Trace McSorley ,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,1st ,KENT,10,3,run,PSU,0,0, Saquon Barkley ,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,2nd ,KENT,2,3,pass,PSU,Trace McSorley, DaeSean Hamilton,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,,KENT,,0,other,OPP,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,1st ,KENT,10,0,other,OPP,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,1st ,KENT,10,0,run,OPP,0,0, Will Matthews ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,2nd ,KENT,7,0,pass,OPP, Mylik Mitchell,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,3rd ,KENT,7,0,run,OPP,0,0, Mylik Mitchell ,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,1st ,KENT,10,0,run,OPP,0,0, Mylik Mitchell ,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,KENT,,0,other,OPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,10,0,run,OPP,0,0, Kavious Price ,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT, Goal ,0,run,OPP,0,0, Will Matthews ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT, Goal ,0,other,OPP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT, Goal ,0,other,OPP,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT, Goal ,0,pass,OPP, Mylik Mitchell, Trey Harrell ,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,3rd ,KENT, Goal ,0,run,OPP,0,0, Justin Agner ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,4th ,KENT,0,0,other,OPP,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,,KENT,,0,other,PSU,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,10,0,pass,PSU, Trace McSorley, Mike Gesicki ,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,10,0,run,PSU,0,0, Trace McSorley ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT,5,0,run,PSU,0,0, Saquon Barkley ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,3rd ,KENT,1,0,run,PSU,0,0, Andre Robinson ,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,4th ,KENT,3,0,other,PSU,0,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,10,0,other,OPP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,20,0,pass,OPP, Mylik Mitchell,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT,20,0,pass,OPP, Mylik Mitchell, Myles Washington ,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,10,7,run,PSU,0,0, Saquon Barkley ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT,4,7,run,PSU,0,0, Saquon Barkley ,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,,KENT,,7,other,OPP,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,10,7,run,OPP,0,0, George Bollas ,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT,17,7,pass,OPP, George Bollas,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,3rd ,KENT,17,7,run,OPP,0,0, Justin Rankin ,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,4th ,KENT,8,7,other,OPP,0,0,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,10,0,other,PSU,,,,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,,KENT,,3,other,PSU,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,10,3,run,PSU,0,0, Trace McSorley ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT,4,3,pass,PSU, Trace McSorley, Saeed Blacknall ,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,10,3,run,PSU,0,0, Saquon Barkley ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT,9,3,pass,PSU, Trace McSorley, Chris Godwin ,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,3rd ,KENT,2,3,run,PSU,0,0, Saquon Barkley ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,10,3,pass,PSU, Trace McSorley, Chris Godwin ,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT,4,3,run,PSU,0,0, Saquon Barkley ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,3rd ,KENT,2,3,other,PSU,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT, Goal ,3,pass,PSU, Trace McSorley, Mike Gesicki ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT, Goal ,3,run,PSU,0,0, Saquon Barkley ,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,3rd ,KENT, Goal ,3,other,PSU,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,4th ,KENT,0,3,other,PSU,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,,KENT,,3,other,OPP,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,10,3,run,OPP,0,0, Justin Rankin ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,,KENT,,3,other,OPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,,KENT,,3,other,OPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT,7,3,pass,OPP, Justin Agner, Nick Holley ,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,10,3,run,OPP,0,0, Justin Agner ,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT,2,3,run,OPP,0,0, Justin Rankin ,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,10,3,run,OPP,0,0, Justin Rankin ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,,KENT,,3,other,OPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT,10,3,pass,OPP, Justin Agner," Justin Rankin, broken up by Nyeem Wartman-White ",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,3rd ,KENT,10,3,other,OPP,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,,KENT,,3,other,OPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,4th ,KENT,18,3,other,OPP,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,1st ,KENT,10,3,pass,PSU, Trace McSorley, Mike Gesicki ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,2nd ,KENT,10,3,pass,PSU, Trace McSorley," Chris Godwin, broken up by Demetrius Monday ",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,3rd ,KENT,10,3,run,PSU,0,0, Saquon Barkley ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,,KENT,,3,other,PSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 2nd,4th ,KENT,4,3,other,PSU,0,0,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,,KENT,,10,other,OPP,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,1st ,KENT,10,10,pass,OPP, Justin Agner, Kavious Price ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,2nd ,KENT,10,10,run,OPP,0,0, Justin Agner ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,3rd ,KENT,8,10,pass,OPP, Justin Agner,0,0,a TD Amani Oruwariye return for 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,,KENT,,10,other,OPP,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,1st ,KENT,10,10,run,OPP,0,0, Nick Holley ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,2nd ,KENT,6,10,run,OPP,0,0, Justin Agner ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,3rd ,KENT,3,10,other,OPP,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,4th ,KENT,13,10,other,OPP,0,0,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,1st ,KENT,10,10,run,PSU,0,0, Saquon Barkley ,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,1st ,KENT,10,10,run,PSU,0,0, Saquon Barkley ,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,2nd ,KENT,12,10,pass,PSU, Trace McSorley, Chris Godwin ,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,3rd ,KENT,4,10,pass,PSU, Trace McSorley, Chris Godwin ,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,1st ,KENT,10,10,run,PSU,0,0, Saquon Barkley ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,2nd ,KENT,6,10,pass,PSU, Trace McSorley, Chris Godwin ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,3rd ,KENT,6,10,pass,PSU, Trace McSorley, DaeSean Hamilton ,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,4th ,KENT,1,10,run,PSU,0,0, Trace McSorley ,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,1st ,KENT,10,10,run,OPP,0,0, Justin Rankin ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,2nd ,KENT,8,10,pass,OPP, Justin Agner, Kavious Price ,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,3rd ,KENT,12,10,run,OPP,0,0, Justin Rankin ,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,4th ,KENT,3,10,other,OPP,0,0,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,1st ,KENT,10,13,pass,PSU, Trace McSorley, Saeed Blacknall ,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,2nd ,KENT,7,13,run,PSU,0,0, Trace McSorley ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,3rd ,KENT,1,13,run,PSU,0,0, Saquon Barkley ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,1st ,KENT,10,13,pass,PSU, Trace McSorley, DeAndre Thompkins ,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,1st ,KENT, Goal ,13,pass,PSU, Trace McSorley,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,2nd ,KENT, Goal ,13,other,PSU,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,2nd ,KENT, Goal ,13,run,PSU,0,0, Trace McSorley ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,3rd ,KENT, Goal ,13,pass,PSU, Trace McSorley," DaeSean Hamilton, broken up by Najee Murray ",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,4th ,KENT, Goal ,13,other,PSU,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,,KENT,,13,other,OPP,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,1st ,KENT,10,13,pass,OPP, Justin Agner, Justin Rankin ,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,2nd ,KENT,1,13,pass,OPP, Justin Agner, Raekwon James ,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,1st ,KENT,10,13,run,OPP,0,0, Justin Rankin ,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,1st ,KENT,10,13,pass,OPP, Justin Agner," Raekwon James, broken up by Malik Golden ",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,2nd ,KENT,10,13,pass,OPP, Justin Agner, Nick Holley ,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,3rd ,KENT,2,13,run,OPP,0,0, Justin Rankin ,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,1st ,KENT,10,13,run,OPP,0,0, Justin Rankin ,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,2nd ,KENT,18,13,other,OPP,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 3rd,3rd ,KENT,26,13,other,OPP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,KENT,,13,other,OPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,1st ,KENT,10,13,pass,PSU, Trace McSorley, Saeed Blacknall ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,2nd ,KENT,10,13,run,PSU,0,0, Trace McSorley ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,3rd ,KENT,5,13,pass,PSU, Trace McSorley, Saquon Barkley ,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,1st ,KENT,10,13,run,PSU,0,0, Saquon Barkley ,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,2nd ,KENT,13,13,run,PSU,0,0, Trace McSorley ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,3rd ,KENT,12,13,pass,PSU, Trace McSorley, Mike Gesicki ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,4th ,KENT,12,13,other,PSU,0,0,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,1st ,KENT,10,13,pass,OPP, Mylik Mitchell, Nick Holley ,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,1st ,KENT,10,13,other,OPP,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,2nd ,KENT,13,13,run,OPP,0,0, Justin Rankin ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,3rd ,KENT,10,13,run,OPP,0,0, Mylik Mitchell ,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,1st ,KENT,10,13,pass,OPP, Mylik Mitchell, Ernest Calhoun ,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,2nd ,KENT,6,13,pass,OPP, Mylik Mitchell, Nick Holley ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,3rd ,KENT,6,13,other,OPP,,,,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,4th ,KENT,18,13,other,OPP,0,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,1st ,KENT,10,13,run,PSU,0,0, Trace McSorley ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,2nd ,KENT,5,13,pass,PSU, Trace McSorley," Chris Godwin, broken up by Demetrius Monday ",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,3rd ,KENT,5,13,pass,PSU, Trace McSorley," DeAndre Thompkins, broken up by Najee Murray ",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,4th ,KENT,5,13,other,PSU,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,4th ,KENT,10,13,other,PSU,0,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,1st ,KENT,10,13,pass,OPP, Mylik Mitchell, Brice Fackler ,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,2nd ,KENT,3,13,pass,OPP, Mylik Mitchell, Ernest Calhoun ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,3rd ,KENT,3,13,pass,OPP, Mylik Mitchell, Raekwon James ,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,1st ,KENT,10,13,run,OPP,0,0, Mylik Mitchell ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,2nd ,KENT,9,13,other,OPP,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,2nd ,KENT,14,13,other,OPP,,,,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,3rd ,KENT,20,13,other,OPP,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,3rd ,KENT,25,13,run,OPP,0,0, Mylik Mitchell ,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,,KENT,,13,other,OPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,4th ,KENT,14,13,run,OPP,0,0, Mylik Mitchell ,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,1st ,KENT,10,20,run,PSU,0,0, Trace McSorley ,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,2nd ,KENT,3,20,run,PSU,0,0, Saquon Barkley ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,1st ,KENT,10,20,run,PSU,0,0, Saquon Barkley ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,2nd ,KENT,7,20,pass,PSU, Trace McSorley," Brandon Bell, broken up by Jerrell Foster ",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,3rd ,KENT,7,20,pass,PSU, Trace McSorley, Chris Godwin ,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,1st ,KENT,10,20,pass,PSU, Trace McSorley," Saeed Blacknall, broken up by Jerrell Foster ",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,2nd ,KENT,10,20,run,PSU,0,0, Saquon Barkley ,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,1st ,KENT,10,20,pass,PSU, Trace McSorley, Mike Gesicki ,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,,KENT,,20,other,OPP,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,1st ,KENT,10,20,pass,OPP, Mylik Mitchell, Johnny Woods ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,2nd ,KENT,10,20,pass,OPP, Mylik Mitchell," Johnny Woods, broken up by Manny Bowen ",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,3rd ,KENT,10,20,other,OPP,,,,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,4th ,KENT,17,20,other,OPP,0,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 4th,1st ,KENT,10,20,run,PSU,0,0, TEAM ,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,KENT,,20,other,PSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,,PITT,,0,other,PSU,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,1st ,PITT,10,0,pass,PSU, Trace McSorley,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,2nd ,PITT,10,0,pass,PSU, Trace McSorley, DaeSean Hamilton ,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,1st ,PITT,10,0,pass,PSU, Trace McSorley, DaeSean Hamilton ,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,1st ,PITT,10,0,other,PSU,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,1st ,PITT,15,0,run,PSU,0,0, Saquon Barkley ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,2nd ,PITT,10,0,pass,PSU, Trace McSorley, DaeSean Hamilton ,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,3rd ,PITT,9,0,other,PSU,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,3rd ,PITT,4,0,pass,PSU, Trace McSorley,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,4th ,PITT,4,0,other,PSU,0,0,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,1st ,PITT,10,-7,run,OPP,0,0, Nathan Peterman ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,2nd ,PITT,8,-7,run,OPP,0,0, James Conner ,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,1st ,PITT,10,-7,run,OPP,0,0, James Conner ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016, 1st,2nd ,PITT,10,-7,other,OPP,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
