,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
16,1st and 10 at PSU 25,1st , 10 , PSU 25,PSU, 1st,9:59 ,14,0,14, (9:59 - 1st) Trace McSorley run for no gain to the PnSt 25 ,0,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
17,2nd and 10 at PSU 25,2nd , 10 , PSU 25,PSU, 1st,9:45 ,14,0,14, (9:45 - 1st) Trace McSorley pass incomplete to DeAndre Thompkins ,0,1, Trace McSorley,0, DeAndre Thompkins ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
18,3rd and 10 at PSU 25,3rd , 10 , PSU 25,PSU, 1st,9:32 ,14,0,14, (9:32 - 1st) Trace McSorley pass complete to Saquon Barkley for 10 yds to the PnSt 35 for a 1ST down ,10,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
19,1st and 10 at PSU 35,1st , 10 , PSU 35,PSU, 1st,8:58 ,14,0,14, (8:58 - 1st) Trace McSorley run for a loss of 2 yards to the PnSt 33 ,-2,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
20,2nd and 12 at PSU 33,2nd , 12 , PSU 33,PSU, 1st,8:12 ,14,0,14, (8:12 - 1st) Trace McSorley pass complete to Mike Gesicki for a loss of 2 yards to the PnSt 31 ,-2,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
21,3rd and 14 at PSU 31,3rd , 14 , PSU 31,PSU, 1st,7:42 ,14,0,14, (7:42 - 1st) Trace McSorley pass incomplete to Mike Gesicki ,0,1, Trace McSorley,0, Mike Gesicki ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
22,4th and 14 at PSU 31,4th , 14 , PSU 31,PSU, 1st,7:36 ,14,0,14," (7:36 - 1st) Blake Gillikin punt for 42 yds, punt out-of-bounds at the OHIOST 27 PENN ST Penalty, Personal Foul (-15 Yards) to the OhSt 42 ",42,0,0,0,0,0,0,0,0,0,1,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
23,1st and 10 at OSU 42,1st , 10 , OSU 42,OSU, 1st,7:36 ,14,3,11," (7:36 - 1st) OHIO ST Penalty, False Start (-5 Yards) to the OhSt 37 ",,0,0,0,0,0,0,0,0,0,1,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
24,1st and 15 at OSU 37,1st , 15 , OSU 37,OSU, 1st,7:22 ,14,3,11, (7:22 - 1st) J.T. Barrett pass complete to Austin Mack for 10 yds to the OhSt 47 ,10,1, J.T. Barrett,1, Austin Mack ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
25,2nd and 5 at OSU 47,2nd , 5 , OSU 47,OSU, 1st,7:01 ,14,3,11, (7:01 - 1st) J.K. Dobbins run for 4 yds to the PnSt 49 ,4,0,0,0,0,1, J.K. Dobbins ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
26,3rd and 1 at PSU 49,3rd , 1 , PSU 49,OSU, 1st,6:48 ,14,3,11, (6:48 - 1st) J.T. Barrett run for 18 yds to the PnSt 31 for a 1ST down ,18,0,0,0,0,1, J.T. Barrett ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
27,1st and 10 at PSU 31,1st , 10 , PSU 31,OSU, 1st,6:44 ,14,3,11," (6:44 - 1st) OHIO ST Penalty, False Start (-5 Yards) to the PnSt 36 ",,0,0,0,0,0,0,0,0,0,1,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
28,1st and 15 at PSU 36,1st , 15 , PSU 36,OSU, 1st,6:18 ,14,3,11, (6:18 - 1st) J.T. Barrett pass complete to K.J. Hill for 12 yds to the PnSt 24 ,12,1, J.T. Barrett,1, K.J. Hill ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
29,2nd and 3 at PSU 24,2nd , 3 , PSU 24,OSU, 1st,5:55 ,14,3,11, (5:55 - 1st) J.K. Dobbins run for 11 yds to the PnSt 13 for a 1ST down ,11,0,0,0,0,1, J.K. Dobbins ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
30,1st and 10 at PSU 13,1st , 10 , PSU 13,OSU, 1st,5:45 ,14,3,11, (5:45 - 1st) J.T. Barrett pass incomplete ,0,1, J.T. Barrett,0,0,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
31,2nd and 10 at PSU 13,2nd , 10 , PSU 13,OSU, 1st,5:41 ,14,3,11, (5:41 - 1st) J.T. Barrett pass complete to K.J. Hill for no gain to the PnSt 13 ,0,1, J.T. Barrett,1, K.J. Hill ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
32,3rd and 10 at PSU 13,3rd , 10 , PSU 13,OSU, 1st,5:25 ,14,3,11, (5:25 - 1st) J.T. Barrett sacked by Curtis Cothran for a loss of 8 yards to the PnSt 21 ,-8,,,,,,,,,,,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
33,4th and 18 at PSU 21,4th , 18 , PSU 21,OSU, 1st,4:38 ,14,3,11, (4:38 - 1st) Sean Nuernberger 38 Yd Field Goal ,,0,0,0,0,0,0,0,1,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
34,,,,,PSU, 1st,4:38 ,14,3,11, (4:38 - 1st) Sean Nuernberger kickoff for 38 yds fair catch by Jonathan Holland at the PnSt 27 ,38,,,,,,,,,,,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
35,1st and 10 at PSU 27,1st , 10 , PSU 27,PSU, 1st,4:28 ,14,3,11, (4:28 - 1st) Trace McSorley run for no gain to the PnSt 27 ,0,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
36,2nd and 10 at PSU 27,2nd , 10 , PSU 27,PSU, 1st,4:14 ,14,3,11, (4:14 - 1st) Trace McSorley sacked by Dre'Mont Jones for a loss of 4 yards to the PnSt 23 ,-4,,,,,,,,,,,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
37,3rd and 14 at PSU 23,3rd , 14 , PSU 23,PSU, 1st,3:13 ,14,3,11, (3:13 - 1st) Trace McSorley pass complete to Saquon Barkley for 8 yds to the PnSt 31 ,8,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
38,4th and 6 at PSU 31,4th , 6 , PSU 31,PSU, 1st,2:41 ,14,3,11," (2:41 - 1st) Blake Gillikin punt for 39 yds , K.J. Hill returns for 16 yds to the OhSt 46 ",39,0,0,0,0,0,0,1,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
39,1st and 10 at OSU 46,1st , 10 , OSU 46,OSU, 1st,2:27 ,14,3,11, (2:27 - 1st) J.T. Barrett run for 6 yds to the PnSt 48 ,6,0,0,0,0,1, J.T. Barrett ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
40,2nd and 4 at PSU 48,2nd , 4 , PSU 48,OSU, 1st,2:16 ,14,3,11, (2:16 - 1st) J.T. Barrett pass incomplete to Johnnie Dixon ,0,1, J.T. Barrett,0, Johnnie Dixon ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
41,3rd and 4 at PSU 48,3rd , 4 , PSU 48,OSU, 1st,2:07 ,14,3,11, (2:07 - 1st) J.K. Dobbins run for 21 yds to the PnSt 27 for a 1ST down ,21,0,0,0,0,1, J.K. Dobbins ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
42,1st and 10 at PSU 27,1st , 10 , PSU 27,OSU, 1st,1:55 ,14,3,11, (1:55 - 1st) J.T. Barrett sacked by Shareef Miller for a loss of 3 yards to the PnSt 30 ,-3,,,,,,,,,,,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
43,2nd and 13 at PSU 30,2nd , 13 , PSU 30,OSU, 1st,1:18 ,14,3,11, (1:18 - 1st) J.T. Barrett pass complete to K.J. Hill for a loss of 1 yard to the PnSt 31 ,-1,1, J.T. Barrett,1, K.J. Hill ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
44,3rd and 14 at PSU 31,3rd , 14 , PSU 31,OSU, 1st,0:35 ,14,3,11, (0:35 - 1st) J.T. Barrett pass complete to Austin Mack for 6 yds to the PnSt 25 ,6,1, J.T. Barrett,1, Austin Mack ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
45,4th and 8 at PSU 25,4th , 8 , PSU 25,OSU, 1st,0:00 ,14,3,11, (0:00 - 1st) J.T. Barrett pass complete to K.J. Hill for 6 yds to the PnSt 19 ,6,1, J.T. Barrett,1, K.J. Hill ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
46,,,,,OSU,,,14,3,11, End of 1st Quarter ,,,,,,,,,,,,,,,,,,,
47,1st and 10 at PSU 19,1st , 10 , PSU 19,PSU, 2nd,14:55 ,21,3,18, (14:55 - 2nd) Trace McSorley run for 6 yds to the PnSt 25 ,6,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
48,2nd and 4 at PSU 25,2nd , 4 , PSU 25,PSU, 2nd,14:13 ,21,3,18, (14:13 - 2nd) Trace McSorley pass complete to Mike Gesicki for 10 yds to the PnSt 35 for a 1ST down ,10,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
49,1st and 10 at PSU 35,1st , 10 , PSU 35,PSU, 2nd,13:53 ,21,3,18, (13:53 - 2nd) Trace McSorley pass incomplete to Juwan Johnson ,0,1, Trace McSorley,0, Juwan Johnson ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
50,2nd and 10 at PSU 35,2nd , 10 , PSU 35,PSU, 2nd,13:41 ,21,3,18, (13:41 - 2nd) Trace McSorley pass complete to Juwan Johnson for 6 yds to the PnSt 41 ,6,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
51,3rd and 4 at PSU 41,3rd , 4 , PSU 41,PSU, 2nd,12:58 ,21,3,18, (12:58 - 2nd) Trace McSorley pass complete to Mike Gesicki for 11 yds to the OhSt 48 for a 1ST down ,11,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
52,1st and 10 at OSU 48,1st , 10 , OSU 48,PSU, 2nd,12:25 ,21,3,18, (12:25 - 2nd) Saquon Barkley run for 3 yds to the OhSt 45 ,3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
53,2nd and 7 at OSU 45,2nd , 7 , OSU 45,PSU, 2nd,11:51 ,21,3,18," (11:51 - 2nd) OHIO ST Penalty, Defensive Pass Interference (9 Yards) to the OhSt 36 for a 1ST down ",,0,0,0,0,0,0,0,0,0,1,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
54,1st and 10 at OSU 36,1st , 10 , OSU 36,PSU, 2nd,11:40 ,21,3,18, (11:40 - 2nd) Saquon Barkley 36 Yd Run (Tyler Davis Kick) ,36 ,0,0,0,0,1, (11:40 - 2nd) Saquon Barkley ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
55,,,,,OSU, 2nd,11:40 ,21,3,18," (11:40 - 2nd) Tyler Davis kickoff for 60 yds , K.J. Hill return for 32 yds to the OhSt 37 ",60,,,,,,,,,,,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
56,1st and 10 at OSU 37,1st , 10 , OSU 37,OSU, 2nd,11:21 ,21,3,18, (11:21 - 2nd) Mike Weber run for 6 yds to the OhSt 43 ,6,0,0,0,0,1, Mike Weber ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
57,2nd and 4 at OSU 43,2nd , 4 , OSU 43,OSU, 2nd,10:50 ,21,3,18, (10:50 - 2nd) Mike Weber run for 5 yds to the OhSt 48 for a 1ST down ,5,0,0,0,0,1, Mike Weber ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
58,1st and 10 at OSU 48,1st , 10 , OSU 48,OSU, 2nd,10:18 ,21,3,18, (10:18 - 2nd) J.T. Barrett pass complete to Austin Mack for 36 yds to the PnSt 16 for a 1ST down ,36,1, J.T. Barrett,1, Austin Mack ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
59,1st and 10 at PSU 16,1st , 10 , PSU 16,OSU, 2nd,9:56 ,21,3,18, (9:56 - 2nd) Mike Weber run for 2 yds to the PnSt 14 ,2,0,0,0,0,1, Mike Weber ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
60,2nd and 8 at PSU 14,2nd , 8 , PSU 14,OSU, 2nd,9:32 ,21,3,18, (9:32 - 2nd) Terry McLaurin 14 Yd pass from J.T. Barrett (Sean Nuernberger Kick) ,,1,J.T. Barrett,1, Terry McLaurin ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
61,2nd and 8 at OSU 35,2nd , 8 , OSU 35,OSU, 2nd,9:32 ,21,3,18," (9:32 - 2nd) OHIO ST Penalty, Offensive Offside (-5 Yards) to the OhSt 30 ",,0,0,0,0,0,0,0,0,0,1,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
62,,,,,PSU, 2nd,9:32 ,28,10,18," (9:32 - 2nd) Sean Nuernberger kickoff for 52 yds , Koa Farmer return for 59 yds to the OhSt 23 ",52,,,,,,,,,,,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
63,1st and 10 at OSU 23,1st , 10 , OSU 23,PSU, 2nd,9:05 ,28,10,18, (9:05 - 2nd) Saquon Barkley run for 2 yds to the OhSt 21 ,2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
64,2nd and 8 at OSU 21,2nd , 8 , OSU 21,PSU, 2nd,8:30 ,28,10,18," (8:30 - 2nd) PENN ST Penalty, Ineligible Downfield on Pass ( Yards) to the OhSt 21 ",,0,0,0,0,0,0,0,0,0,1,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
65,3rd and 8 at OSU 21,3rd , 8 , OSU 21,PSU, 2nd,8:10 ,28,10,18," (8:10 - 2nd) OHIO ST Penalty, Defensive Pass Interference (15 Yards) to the OhSt 6 for a 1ST down ",,0,0,0,0,0,0,0,0,0,1,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
66,1st and Goal at OSU 6,1st , Goal , OSU 6,PSU, 2nd,8:06 ,28,10,18, (8:06 - 2nd) Trace McSorley 6 Yd Run (Tyler Davis Kick) , 6 ,0,0,0,0,1, (8:06 - 2nd) Trace McSorley,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
67,,,,,OSU, 2nd,8:06 ,28,17,11, (8:06 - 2nd) Tyler Davis kickoff for 65 yds for a touchback ,65,,,,,,,,,,,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
68,1st and 10 at OSU 25,1st , 10 , OSU 25,OSU, 2nd,8:01 ,28,17,11, (8:01 - 2nd) J.T. Barrett pass incomplete ,0,1, J.T. Barrett,0,0,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
69,2nd and 10 at OSU 25,2nd , 10 , OSU 25,OSU, 2nd,7:51 ,28,17,11, (7:51 - 2nd) J.T. Barrett run for 9 yds to the OhSt 34 ,9,0,0,0,0,1, J.T. Barrett ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
70,3rd and 1 at OSU 34,3rd , 1 , OSU 34,OSU, 2nd,7:23 ,28,17,11, (7:23 - 2nd) J.T. Barrett run for 23 yds to the PnSt 43 for a 1ST down ,23,0,0,0,0,1, J.T. Barrett ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
71,1st and 10 at PSU 43,1st , 10 , PSU 43,OSU, 2nd,7:02 ,28,17,11, (7:02 - 2nd) J.T. Barrett run for 3 yds to the PnSt 40 ,3,0,0,0,0,1, J.T. Barrett ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
72,2nd and 7 at PSU 40,2nd , 7 , PSU 40,OSU, 2nd,6:38 ,28,17,11, (6:38 - 2nd) J.T. Barrett pass complete to Mike Weber for 9 yds to the PnSt 31 for a 1ST down ,9,1, J.T. Barrett,1, Mike Weber ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
73,1st and 10 at PSU 31,1st , 10 , PSU 31,OSU, 2nd,6:16 ,28,17,11, (6:16 - 2nd) J.T. Barrett run for 5 yds to the PnSt 26 ,5,0,0,0,0,1, J.T. Barrett ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
74,2nd and 5 at PSU 26,2nd , 5 , PSU 26,OSU, 2nd,5:55 ,28,17,11, (5:55 - 2nd) J.T. Barrett pass complete to K.J. Hill for 11 yds to the PnSt 15 for a 1ST down ,11,1, J.T. Barrett,1, K.J. Hill ,0,0,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
75,1st and 10 at PSU 15,1st , 10 , PSU 15,OSU, 2nd,5:45 ,28,17,11, (5:45 - 2nd) Mike Weber run for 5 yds to the PnSt 10 ,5,0,0,0,0,1, Mike Weber ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
76,,,,,OSU, 2nd,5:31 ,28,17,11," (5:31 - 2nd) Timeout PENN ST, clock 05:31 ",,,,,,,,,,,,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
77,2nd and 5 at PSU 10,2nd , 5 , PSU 10,OSU, 2nd,5:24 ,28,17,11, (5:24 - 2nd) Mike Weber run for no gain to the PnSt 10 ,0,0,0,0,0,1, Mike Weber ,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
78,3rd and 5 at PSU 10,3rd , 5 , PSU 10,OSU, 2nd,4:59 ,28,17,11," (4:59 - 2nd) Barrett, J.T. pass incomplete to Dixon, Johnnie, PENALTY PENNST pass interference 8 yards to the PENNST2, NO PLAY, 1ST DOWN OHIOST. ",0,0,0,0,0,0,0,0,0,0,1,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
79,1st and Goal at PSU 2,1st , Goal , PSU 2,OSU, 2nd,4:56 ,28,17,11, (4:56 - 2nd) Mike Weber 2 Yd Run (Sean Nuernberger Kick) , 2 ,0,0,0,0,1, (4:56 - 2nd) Mike Weber,0,0,0,0,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
80,,,,,PSU, 2nd,4:56 ,28,17,11," (4:56 - 2nd) Sean Nuernberger kickoff for 46 yds , Koa Farmer return for 11 yds to the PnSt 30 ",46,,,,,,,,,,,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
81,1st and 10 at PSU 30,1st , 10 , PSU 30,PSU, 2nd,4:50 ,28,17,11," (4:50 - 2nd) OHIO ST Penalty, Face Mask (15 yards) (15 Yards) to the PnSt 45 for a 1ST down ",,0,0,0,0,0,0,0,0,0,1,10/29/2017,2017," Columbus, OH 43210 ",road,PSU-7.5,70," 109,302",400935394
