,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
23,2nd and 10 at IOWA 10,2nd , 10 , IOWA 10,IOWA, 1st,7:25 ,0,0,0, (7:25 - 1st) Akrum Wadley run for 1 yd to the Iowa 11 ,1,0,0,0,0,1, Akrum Wadley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
24,3rd and 9 at IOWA 11,3rd , 9 , IOWA 11,IOWA, 1st,6:45 ,0,0,0, (6:45 - 1st) Nathan Stanley run for 4 yds to the Iowa 15 ,4,0,0,0,0,1, Nathan Stanley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
25,4th and 5 at IOWA 15,4th , 5 , IOWA 15,IOWA, 1st,6:07 ,0,0,0," (6:07 - 1st) Colten Rastetter punt for 52 yds, fair catch by DeAndre Thompkins at the PnSt 33 ",52,0,0,0,0,0,0,1,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
26,1st and 10 at PSU 33,1st , 10 , PSU 33,PSU, 1st,6:01 ,3,0,3, (6:01 - 1st) Saquon Barkley run for 15 yds to the PnSt 48 for a 1ST down ,15,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
27,1st and 10 at PSU 48,1st , 10 , PSU 48,PSU, 1st,5:45 ,3,0,3, (5:45 - 1st) Trace McSorley pass complete to Saquon Barkley for 5 yds to the Iowa 47 ,5,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
28,2nd and 5 at IOWA 47,2nd , 5 , IOWA 47,PSU, 1st,5:15 ,3,0,3, (5:15 - 1st) Saquon Barkley run for 6 yds to the Iowa 41 for a 1ST down ,6,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
29,1st and 10 at IOWA 41,1st , 10 , IOWA 41,PSU, 1st,4:40 ,3,0,3, (4:40 - 1st) Trace McSorley pass complete to DeAndre Thompkins for 7 yds to the Iowa 34 ,7,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
30,2nd and 3 at IOWA 34,2nd , 3 , IOWA 34,PSU, 1st,4:20 ,3,0,3, (4:20 - 1st) Andre Robinson run for 3 yds to the Iowa 31 for a 1ST down ,3,0,0,0,0,1, Andre Robinson ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
31,1st and 10 at IOWA 31,1st , 10 , IOWA 31,PSU, 1st,3:40 ,3,0,3, (3:40 - 1st) Trace McSorley pass complete to Saquon Barkley for 9 yds to the Iowa 22 ,9,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
32,2nd and 1 at IOWA 22,2nd , 1 , IOWA 22,PSU, 1st,3:20 ,3,0,3, (3:20 - 1st) Saquon Barkley run for 12 yds to the Iowa 10 for a 1ST down ,12,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
33,1st and Goal at IOWA 10,1st , Goal , IOWA 10,PSU, 1st,2:50 ,3,0,3, (2:50 - 1st) Andre Robinson run for 8 yds to the Iowa 2 ,8,0,0,0,0,1, Andre Robinson ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
34,2nd and Goal at IOWA 2,2nd , Goal , IOWA 2,PSU, 1st,2:20 ,3,0,3, (2:20 - 1st) Trace McSorley run for a loss of 1 yard to the Iowa 3 ,-1,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
35,3rd and Goal at IOWA 3,3rd , Goal , IOWA 3,PSU, 1st,1:50 ,3,0,3, (1:50 - 1st) Trace McSorley run for 2 yds to the Iowa 1 ,2,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
36,4th and Goal at IOWA 1,4th , Goal , IOWA 1,PSU, 1st,1:01 ,3,0,3, (1:01 - 1st) Tyler Davis 19 yd FG GOOD ,,0,0,0,0,0,0,0,1,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
37,,,,,IOWA, 1st,1:01 ,3,0,3," (1:01 - 1st) Tyler Davis kickoff for 65 yds , Ivory Kelly-Martin return for 18 yds to the Iowa 18 ",65,,,,,,,,,,,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
38,1st and 10 at IOWA 18,1st , 10 , IOWA 18,IOWA, 1st,0:55 ,3,0,3, (0:55 - 1st) Akrum Wadley run for no gain to the Iowa 18 ,0,0,0,0,0,1, Akrum Wadley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
39,2nd and 10 at IOWA 18,2nd , 10 , IOWA 18,IOWA, 1st,0:16 ,3,0,3, (0:16 - 1st) Nathan Stanley pass incomplete to Matt VandeBerg ,0,1, Nathan Stanley,0, Matt VandeBerg ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
40,3rd and 10 at IOWA 18,3rd , 10 , IOWA 18,IOWA, 1st,0:10 ,3,0,3, (0:10 - 1st) Nathan Stanley pass complete to Noah Fant for 13 yds to the Iowa 31 for a 1ST down ,13,1, Nathan Stanley,1, Noah Fant ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
41,,,,,IOWA,,,3,0,3, End of 1st Quarter ,,,,,,,,,,,,,,,,,,,
42,1st and 10 at IOWA 31,1st , 10 , IOWA 31,IOWA, 2nd,14:56 ,3,0,3, (14:56 - 2nd) Nathan Stanley pass incomplete to Matt VandeBerg ,0,1, Nathan Stanley,0, Matt VandeBerg ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
43,2nd and 10 at IOWA 31,2nd , 10 , IOWA 31,IOWA, 2nd,14:50 ,3,0,3, (14:50 - 2nd) Akrum Wadley run for a loss of 2 yards to the Iowa 29 ,-2,0,0,0,0,1, Akrum Wadley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
44,3rd and 12 at IOWA 29,3rd , 12 , IOWA 29,IOWA, 2nd,14:10 ,3,0,3, (14:10 - 2nd) Nathan Stanley pass incomplete ,0,1, Nathan Stanley,0,0,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
45,4th and 12 at IOWA 29,4th , 12 , IOWA 29,IOWA, 2nd,14:03 ,3,0,3," (14:03 - 2nd) Colten Rastetter punt for 31 yds, punt out-of-bounds at the PnSt 40 ",31,0,0,0,0,0,0,1,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
46,1st and 10 at PSU 40,1st , 10 , PSU 40,PSU, 2nd,13:58 ,3,0,3, (13:58 - 2nd) Trace McSorley pass incomplete to Saeed Blacknall ,0,1, Trace McSorley,0, Saeed Blacknall ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
47,2nd and 10 at PSU 40,2nd , 10 , PSU 40,PSU, 2nd,13:50 ,3,0,3, (13:50 - 2nd) Saquon Barkley run for 5 yds to the PnSt 45 ,5,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
48,3rd and 5 at PSU 45,3rd , 5 , PSU 45,PSU, 2nd,13:19 ,3,0,3, (13:19 - 2nd) Trace McSorley pass complete to Juwan Johnson for 13 yds to the Iowa 42 for a 1ST down ,13,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
49,1st and 10 at IOWA 42,1st , 10 , IOWA 42,PSU, 2nd,12:50 ,3,0,3, (12:50 - 2nd) Trace McSorley pass complete to Jonathan Holland for 1 yd to the Iowa 41 ,1,1, Trace McSorley,1, Jonathan Holland ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
50,2nd and 9 at IOWA 41,2nd , 9 , IOWA 41,PSU, 2nd,12:15 ,3,0,3, (12:15 - 2nd) Trace McSorley pass complete to Saquon Barkley for 8 yds to the Iowa 33 ,8,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
51,3rd and 1 at IOWA 33,3rd , 1 , IOWA 33,PSU, 2nd,12:00 ,3,0,3, (12:00 - 2nd) Trace McSorley run for 5 yds to the Iowa 28 for a 1ST down ,5,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
52,1st and 10 at IOWA 28,1st , 10 , IOWA 28,PSU, 2nd,11:31 ,3,0,3, (11:31 - 2nd) Trace McSorley pass incomplete to Saquon Barkley ,0,1, Trace McSorley,0, Saquon Barkley ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
53,2nd and 10 at IOWA 28,2nd , 10 , IOWA 28,PSU, 2nd,11:15 ,3,0,3, (11:15 - 2nd) Trace McSorley pass complete to Saquon Barkley for 5 yds to the Iowa 23 ,5,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
54,3rd and 5 at IOWA 23,3rd , 5 , IOWA 23,PSU, 2nd,10:42 ,3,0,3, (10:42 - 2nd) Trace McSorley pass incomplete ,0,1, Trace McSorley,0,0,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
55,,,,,PSU, 2nd,10:42 ,3,0,3," (10:42 - 2nd) Timeout PENN ST, clock 10:42 ",,,,,,,,,,,,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
56,4th and 5 at IOWA 23,4th , 5 , IOWA 23,PSU, 2nd,10:38 ,3,0,3, (10:38 - 2nd) Tyler Davis 41 yd FG MISSED ,,0,0,0,0,0,0,0,1,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
57,1st and 10 at IOWA 23,1st , 10 , IOWA 23,IOWA, 2nd,10:28 ,3,0,3, (10:28 - 2nd) Akrum Wadley run for 3 yds to the Iowa 26 ,3,0,0,0,0,1, Akrum Wadley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
58,2nd and 7 at IOWA 26,2nd , 7 , IOWA 26,IOWA, 2nd,9:50 ,3,0,3, (9:50 - 2nd) Akrum Wadley run for no gain to the Iowa 26 ,0,0,0,0,0,1, Akrum Wadley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
59,3rd and 7 at IOWA 26,3rd , 7 , IOWA 26,IOWA, 2nd,9:18 ,3,0,3, (9:18 - 2nd) Nathan Stanley pass incomplete to Ihmir Smith-Marsette ,0,1, Nathan Stanley,0, Ihmir Smith-Marsette ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
60,4th and 7 at IOWA 26,4th , 7 , IOWA 26,IOWA, 2nd,9:08 ,3,0,3," (9:08 - 2nd) IOWA Penalty, Illegal Formation (-5 Yards) to the Iowa 21 ",,0,0,0,0,0,0,0,0,0,1,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
61,4th and 12 at IOWA 21,4th , 12 , IOWA 21,IOWA, 2nd,8:59 ,3,0,3," (8:59 - 2nd) Colten Rastetter punt for 32 yds, punt out-of-bounds at the IOWA 47 IOWA Penalty, Kick Catching Interference (-15 Yards) to the Iowa 38 ",32,0,0,0,0,0,0,0,0,0,1,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
62,1st and 10 at IOWA 38,1st , 10 , IOWA 38,PSU, 2nd,8:50 ,3,0,3, (8:50 - 2nd) Trace McSorley run for a loss of 2 yards to the Iowa 40 ,-2,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
63,2nd and 12 at IOWA 40,2nd , 12 , IOWA 40,PSU, 2nd,8:19 ,3,0,3, (8:19 - 2nd) Trace McSorley pass incomplete to Mike Gesicki ,0,1, Trace McSorley,0, Mike Gesicki ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
64,3rd and 12 at IOWA 40,3rd , 12 , IOWA 40,PSU, 2nd,8:15 ,3,0,3, (8:15 - 2nd) Trace McSorley pass incomplete to DeAndre Thompkins ,0,1, Trace McSorley,0, DeAndre Thompkins ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
65,4th and 12 at IOWA 40,4th , 12 , IOWA 40,PSU, 2nd,8:07 ,3,0,3," (8:07 - 2nd) Blake Gillikin punt for 39 yds, downed at the Iowa 1 ",39,0,0,0,0,0,0,1,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
66,1st and 10 at IOWA 1,1st , 10 , IOWA 1,IOWA, 2nd,8:00 ,5,0,5, (8:00 - 2nd) Nathan Stanley run for 2 yds to the Iowa 3 ,2,0,0,0,0,1, Nathan Stanley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
67,2nd and 8 at IOWA 3,2nd , 8 , IOWA 3,IOWA, 2nd,7:40 ,5,0,5, (7:40 - 2nd) Shareef Miller Safety ,,,,,,,,,,,,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
68,,,,,PSU, 2nd,7:40 ,5,0,5," (7:40 - 2nd) Miguel Recinos kickoff for 69 yds , Saquon Barkley return for 24 yds to the PnSt 35 ",69,,,,,,,,,,,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
69,1st and 10 at PSU 35,1st , 10 , PSU 35,PSU, 2nd,7:25 ,5,0,5, (7:25 - 2nd) Trace McSorley run for 8 yds to the PnSt 43 ,8,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
70,2nd and 2 at PSU 43,2nd , 2 , PSU 43,PSU, 2nd,7:05 ,5,0,5, (7:05 - 2nd) Trace McSorley pass complete to Juwan Johnson for 18 yds to the Iowa 39 for a 1ST down ,18,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
71,1st and 10 at IOWA 39,1st , 10 , IOWA 39,PSU, 2nd,6:28 ,5,0,5, (6:28 - 2nd) Trace McSorley pass incomplete to Saeed Blacknall ,0,1, Trace McSorley,0, Saeed Blacknall ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
72,2nd and 10 at IOWA 39,2nd , 10 , IOWA 39,PSU, 2nd,6:22 ,5,0,5, (6:22 - 2nd) Saquon Barkley run for 7 yds to the Iowa 32 ,7,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
73,,,,,PSU, 2nd,6:04 ,5,0,5," (6:04 - 2nd) Timeout IOWA, clock 06:04 ",,,,,,,,,,,,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
74,3rd and 3 at IOWA 32,3rd , 3 , IOWA 32,PSU, 2nd,5:58 ,5,0,5, (5:58 - 2nd) Trace McSorley pass incomplete to Brandon Polk ,0,1, Trace McSorley,0, Brandon Polk ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
75,4th and 3 at IOWA 32,4th , 3 , IOWA 32,PSU, 2nd,5:53 ,5,0,5, (5:53 - 2nd) Trace McSorley pass incomplete to Brandon Polk ,0,1, Trace McSorley,0, Brandon Polk ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
76,1st and 10 at IOWA 32,1st , 10 , IOWA 32,IOWA, 2nd,5:45 ,5,0,5, (5:45 - 2nd) Nathan Stanley pass complete to Akrum Wadley for 5 yds to the Iowa 37 ,5,1, Nathan Stanley,1, Akrum Wadley ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
77,2nd and 5 at IOWA 37,2nd , 5 , IOWA 37,IOWA, 2nd,5:15 ,5,0,5, (5:15 - 2nd) Akrum Wadley run for 1 yd to the Iowa 38 ,1,0,0,0,0,1, Akrum Wadley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
78,3rd and 4 at IOWA 38,3rd , 4 , IOWA 38,IOWA, 2nd,4:40 ,5,0,5, (4:40 - 2nd) Nathan Stanley pass complete to Nick Easley for 6 yds to the Iowa 44 for a 1ST down ,6,1, Nathan Stanley,1, Nick Easley ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
79,1st and 10 at IOWA 44,1st , 10 , IOWA 44,IOWA, 2nd,4:10 ,5,0,5, (4:10 - 2nd) Akrum Wadley run for 1 yd to the Iowa 45 ,1,0,0,0,0,1, Akrum Wadley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
80,2nd and 9 at IOWA 45,2nd , 9 , IOWA 45,IOWA, 2nd,3:30 ,5,0,5, (3:30 - 2nd) Akrum Wadley run for a loss of 2 yards to the Iowa 43 ,-2,0,0,0,0,1, Akrum Wadley ,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
81,3rd and 11 at IOWA 43,3rd , 11 , IOWA 43,IOWA, 2nd,2:45 ,5,0,5, (2:45 - 2nd) Nathan Stanley pass complete to Akrum Wadley for 3 yds to the Iowa 46 ,3,1, Nathan Stanley,1, Akrum Wadley ,0,0,0,0,0,0,9/24/2017,2017," Iowa City, IA 52242 ",road,PSU-13.0,54," 66,205",400935360
