,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
56,1st and 10 at PSU 7,1st , 10 , PSU 7,PSU, 2nd,9:40 ,28,7,21, (9:40 - 2nd) Trace McSorley run for 1 yd to the PnSt 8 ,1,0,0,0,0,1, Trace McSorley ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
57,2nd and 9 at PSU 8,2nd , 9 , PSU 8,PSU, 2nd,9:01 ,28,7,21," (9:01 - 2nd) Saquon Barkley run for 92 yds for a TD, (Tyler Davis KICK) ",92,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
58,,,,,WASH, 2nd,9:01 ,28,7,21," (9:01 - 2nd) Tyler Davis kickoff for 64 yds , Salvon Ahmed return for 14 yds to the Wash 15 ",64,,,,,,,,,,,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
59,1st and 10 at WASH 15,1st , 10 , WASH 15,WASH, 2nd,8:50 ,28,7,21, (8:50 - 2nd) Myles Gaskin run for 1 yd to the Wash 16 ,1,0,0,0,0,1, Myles Gaskin ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
60,2nd and 9 at WASH 16,2nd , 9 , WASH 16,WASH, 2nd,8:10 ,28,7,21, (8:10 - 2nd) Jake Browning sacked by Kevin Givens and Parker Cothren for a loss of 10 yards to the Wash 6 ,-10,,,,,,,,,,,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
61,3rd and 19 at WASH 6,3rd , 19 , WASH 6,WASH, 2nd,7:30 ,28,7,21, (7:30 - 2nd) Lavon Coleman run for 6 yds to the Wash 12 ,6,0,0,0,0,1, Lavon Coleman ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
62,4th and 13 at WASH 12,4th , 13 , WASH 12,WASH, 2nd,6:47 ,28,7,21," (6:47 - 2nd) Joel Whitford punt for 48 yds, fair catch by DeAndre Thompkins at the PnSt 40 ", punt for 48,0,0,0,0,0,0,1,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
63,1st and 10 at PSU 40,1st , 10 , PSU 40,PSU, 2nd,6:41 ,28,7,21," (6:41 - 2nd) TEAM run for a loss of 7 yards to the PnSt 33 TEAM fumbled, recovered by Wash Ryan Bowman ",-7,0,0,0,0,1, TEAM ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
64,1st and 10 at PSU 33,1st , 10 , PSU 33,WASH, 2nd,6:34 ,28,14,14, (6:34 - 2nd) Jake Browning pass incomplete to Andre Baccellia ,0,1, Jake Browning,0, Andre Baccellia ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
65,2nd and 10 at PSU 33,2nd , 10 , PSU 33,WASH, 2nd,6:28 ,28,14,14, (6:28 - 2nd) Jake Browning pass complete to Aaron Fuller for 4 yds to the PnSt 29 ,4,1, Jake Browning,1, Aaron Fuller ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
66,3rd and 6 at PSU 29,3rd , 6 , PSU 29,WASH, 2nd,5:55 ,28,14,14, (5:55 - 2nd) Jake Browning pass complete to Salvon Ahmed for 8 yds to the PnSt 21 for a 1ST down ,8,1, Jake Browning,1, Salvon Ahmed ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
67,1st and 10 at PSU 21,1st , 10 , PSU 21,WASH, 2nd,5:30 ,28,14,14, (5:30 - 2nd) Jake Browning pass complete to Andre Baccellia for 6 yds to the PnSt 15 ,6,1, Jake Browning,1, Andre Baccellia ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
68,,,,,WASH, 2nd,4:56 ,28,14,14," (4:56 - 2nd) Timeout WASHINGTON, clock 04:56 ",,,,,,,,,,,,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
69,2nd and 4 at PSU 15,2nd , 4 , PSU 15,WASH, 2nd,4:50 ,28,14,14, (4:50 - 2nd) Lavon Coleman run for 2 yds to the PnSt 13 ,2,0,0,0,0,1, Lavon Coleman ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
70,3rd and 2 at PSU 13,3rd , 2 , PSU 13,WASH, 2nd,4:15 ,28,14,14," (4:15 - 2nd) Myles Gaskin run for 13 yds for a TD, (Tristan Vizcaino KICK) ",13,0,0,0,0,1, Myles Gaskin ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
71,,,,,PSU, 2nd,4:15 ,28,14,14," (4:15 - 2nd) Tristan Vizcaino kickoff for 55 yds , Miles Sanders return for 2 yds to the PnSt 12 ",55,,,,,,,,,,,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
72,1st and 10 at PSU 12,1st , 10 , PSU 12,PSU, 2nd,4:05 ,28,14,14, (4:05 - 2nd) Saquon Barkley run for 1 yd to the PnSt 13 ,1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
73,2nd and 9 at PSU 13,2nd , 9 , PSU 13,PSU, 2nd,3:30 ,28,14,14, (3:30 - 2nd) Saquon Barkley run for 8 yds to the PnSt 21 ,8,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
74,3rd and 1 at PSU 21,3rd , 1 , PSU 21,PSU, 2nd,2:50 ,28,14,14, (2:50 - 2nd) Saquon Barkley run for 2 yds to the PnSt 23 for a 1ST down ,2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
75,1st and 10 at PSU 23,1st , 10 , PSU 23,PSU, 2nd,2:17 ,28,14,14, (2:17 - 2nd) Trace McSorley pass incomplete ,0,1, Trace McSorley,0,0,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
76,2nd and 10 at PSU 23,2nd , 10 , PSU 23,PSU, 2nd,2:09 ,28,14,14, (2:09 - 2nd) Trace McSorley pass complete to Juwan Johnson for 18 yds to the PnSt 41 for a 1ST down ,18,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
77,1st and 10 at PSU 41,1st , 10 , PSU 41,PSU, 2nd,1:45 ,28,14,14, (1:45 - 2nd) Miles Sanders run for 2 yds to the PnSt 43 ,2,0,0,0,0,1, Miles Sanders ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
78,2nd and 8 at PSU 43,2nd , 8 , PSU 43,PSU, 2nd,1:10 ,28,14,14, (1:10 - 2nd) Trace McSorley sacked by Byron Murphy for a loss of 1 yard to the PnSt 42 ,-1,,,,,,,,,,,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
79,,,,,PSU, 2nd,1:10 ,28,14,14," (1:10 - 2nd) Timeout PENN ST, clock 01:10 ",,,,,,,,,,,,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
80,3rd and 9 at PSU 42,3rd , 9 , PSU 42,PSU, 2nd,1:05 ,28,14,14, (1:05 - 2nd) Trace McSorley pass complete to DeAndre Thompkins for 5 yds to the PnSt 47 ,5,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
81,4th and 4 at PSU 47,4th , 4 , PSU 47,PSU, 2nd,0:55 ,28,14,14," (0:55 - 2nd) Blake Gillikin punt for 47 yds, downed at the Wash 6 ",47,0,0,0,0,0,0,1,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
82,1st and 10 at WASH 6,1st , 10 , WASH 6,WASH, 2nd,0:48 ,28,14,14, (0:48 - 2nd) Myles Gaskin run for a loss of 1 yard to the Wash 5 ,-1,0,0,0,0,1, Myles Gaskin ,0,0,0,0,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
83,,,,,WASH, 2nd,0:48 ,28,14,14," (0:48 - 2nd) Timeout PENN ST, clock 00:48 ",,,,,,,,,,,,12/30/2017,2017," Glendale, AZ ",road,PSU-3.0,54," 61,842",400953407
