,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
40,2nd and 10 at RUTG 24,2nd , 10 , RUTG 24,PSU, 1st,1:42 ,6,0,6," (1:42 - 1st) RUTGERS Penalty, offside defense (5 Yards) to the Rutgr 19 ",,0,0,0,0,0,0,0,0,0,1,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
41,2nd and 5 at RUTG 19,2nd , 5 , RUTG 19,PSU, 1st,1:42 ,6,0,6, (1:42 - 1st) Trace McSorley pass incomplete ,0,1, Trace McSorley,0,0,0,0,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
42,3rd and 5 at RUTG 19,3rd , 5 , RUTG 19,PSU, 1st,1:42 ,6,0,6, (1:42 - 1st) Trace McSorley pass complete to Mike Gesicki for 3 yds to the Rutgr 16 ,3,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
43,4th and 2 at RUTG 16,4th , 2 , RUTG 16,PSU, 1st,1:42 ,6,0,6, (1:42 - 1st) Tyler Davis 34 yd FG GOOD ,,0,0,0,0,0,0,0,1,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
44,,,,,RUTG, 1st,1:42 ,6,0,6," (1:42 - 1st) Joey Julius kickoff for 53 yds , Justin Goodwin return for 17 yds to the Rutgr 29 ",53,,,,,,,,,,,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
45,1st and 10 at RUTG 29,1st , 10 , RUTG 29,RUTG, 1st,0:13 ,6,0,6, (0:13 - 1st) Justin Goodwin run for 8 yds to the Rutgr 37 ,8,0,0,0,0,1, Justin Goodwin ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
46,,,,,RUTG,,,6,0,6, End of 1st Quarter ,,,,,,,,,,,,,,,,,,,
47,2nd and 2 at RUTG 37,2nd , 2 , RUTG 37,RUTG, 2nd,15:00 ,6,0,6, (15:00 - 2nd) Tylin Oden run for 5 yds to the Rutgr 42 for a 1ST down ,5,0,0,0,0,1, Tylin Oden ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
48,1st and 10 at RUTG 42,1st , 10 , RUTG 42,RUTG, 2nd,15:00 ,6,0,6, (15:00 - 2nd) Tylin Oden run for 3 yds to the Rutgr 45 ,3,0,0,0,0,1, Tylin Oden ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
49,2nd and 7 at RUTG 45,2nd , 7 , RUTG 45,RUTG, 2nd,15:00 ,6,0,6, (15:00 - 2nd) Tylin Oden run for 4 yds to the Rutgr 49 ,4,0,0,0,0,1, Tylin Oden ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
50,3rd and 3 at RUTG 49,3rd , 3 , RUTG 49,RUTG, 2nd,15:00 ,6,0,6, (15:00 - 2nd) Giovanni Rescigno run for 1 yd to the 50 yard line ,1,0,0,0,0,1, Giovanni Rescigno ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
51,4th and 2 at 50,4th , 2 , 50,RUTG, 2nd,15:00 ,6,0,6," (15:00 - 2nd) Michael Cintron punt for 21 yds, downed at the PnSt 29 ",21,0,0,0,0,0,0,1,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
52,1st and 10 at PSU 29,1st , 10 , PSU 29,PSU, 2nd,12:48 ,6,0,6, (12:48 - 2nd) Saquon Barkley run for 4 yds to the PnSt 33 ,4,0,0,0,0,1, Saquon Barkley ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
53,2nd and 6 at PSU 33,2nd , 6 , PSU 33,PSU, 2nd,12:48 ,6,0,6, (12:48 - 2nd) Saquon Barkley run for 3 yds to the PnSt 36 ,3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
54,3rd and 3 at PSU 36,3rd , 3 , PSU 36,PSU, 2nd,12:48 ,6,0,6, (12:48 - 2nd) Saquon Barkley run for 10 yds to the PnSt 46 for a 1ST down ,10,0,0,0,0,1, Saquon Barkley ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
55,1st and 10 at PSU 46,1st , 10 , PSU 46,PSU, 2nd,12:48 ,6,0,6, (12:48 - 2nd) Trace McSorley pass complete to DeAndre Thompkins for 15 yds to the Rutgr 39 for a 1ST down ,15,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
56,1st and 10 at RUTG 39,1st , 10 , RUTG 39,PSU, 2nd,12:48 ,6,0,6, (12:48 - 2nd) Trace McSorley pass complete to DaeSean Hamilton for 28 yds to the Rutgr 11 for a 1ST down ,28,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
57,1st and 10 at RUTG 11,1st , 10 , RUTG 11,PSU, 2nd,12:48 ,6,0,6, (12:48 - 2nd) Andre Robinson run for 6 yds to the Rutgr 5 ,6,0,0,0,0,1, Andre Robinson ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
58,2nd and 4 at RUTG 5,2nd , 4 , RUTG 5,PSU, 2nd,12:48 ,6,0,6, (12:48 - 2nd) Trace McSorley pass incomplete ,0,1, Trace McSorley,0,0,0,0,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
59,3rd and 4 at RUTG 5,3rd , 4 , RUTG 5,PSU, 2nd,12:48 ,6,0,6, (12:48 - 2nd) Saquon Barkley run for 3 yds to the Rutgr 2 ,3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
60,4th and 1 at RUTG 2,4th , 1 , RUTG 2,PSU, 2nd,12:48 ,6,0,6, (12:48 - 2nd) Trace McSorley pass incomplete to Mike Gesicki ,0,1, Trace McSorley,0, Mike Gesicki ,0,0,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
61,,,,,RUTG, 2nd,9:03 ,6,0,6," (9:03 - 2nd) Timeout RUTGERS, clock 09:03 ",,,,,,,,,,,,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
62,1st and 10 at RUTG 2,1st , 10 , RUTG 2,RUTG, 2nd,9:03 ,6,0,6," (9:03 - 2nd) PENN ST Penalty, offside defense (Garrett Sickels) to the Rutgr 7 ",,0,0,0,0,0,0,0,0,0,1,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
63,1st and 5 at RUTG 7,1st , 5 , RUTG 7,RUTG, 2nd,9:03 ,6,0,6, (9:03 - 2nd) Robert Martin run for 3 yds to the Rutgr 10 ,3,0,0,0,0,1, Robert Martin ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
64,2nd and 2 at RUTG 10,2nd , 2 , RUTG 10,RUTG, 2nd,9:03 ,6,0,6, (9:03 - 2nd) Josh Hicks run for a loss of 2 yards to the Rutgr 8 ,-2,0,0,0,0,1, Josh Hicks ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
65,3rd and 4 at RUTG 8,3rd , 4 , RUTG 8,RUTG, 2nd,9:03 ,6,0,6, (9:03 - 2nd) Giovanni Rescigno run for 2 yds to the Rutgr 10 ,2,0,0,0,0,1, Giovanni Rescigno ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
66,4th and 2 at RUTG 10,4th , 2 , RUTG 10,RUTG, 2nd,9:03 ,6,0,6," (9:03 - 2nd) Michael Cintron punt for 19 yds, downed at the Rutgr 29 ",19,0,0,0,0,0,0,1,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
67,1st and 10 at RUTG 29,1st , 10 , RUTG 29,PSU, 2nd,7:09 ,9,0,9, (7:09 - 2nd) Saquon Barkley run for 7 yds to the Rutgr 22 ,7,0,0,0,0,1, Saquon Barkley ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
68,2nd and 3 at RUTG 22,2nd , 3 , RUTG 22,PSU, 2nd,7:09 ,9,0,9, (7:09 - 2nd) Andre Robinson run for 2 yds to the Rutgr 20 ,2,0,0,0,0,1, Andre Robinson ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
69,3rd and 1 at RUTG 20,3rd , 1 , RUTG 20,PSU, 2nd,7:09 ,9,0,9, (7:09 - 2nd) Andre Robinson run for 2 yds to the Rutgr 18 for a 1ST down ,2,0,0,0,0,1, Andre Robinson ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
70,1st and 10 at RUTG 18,1st , 10 , RUTG 18,PSU, 2nd,7:09 ,9,0,9, (7:09 - 2nd) Trace McSorley pass incomplete to Miles Sanders ,0,1, Trace McSorley,0, Miles Sanders ,0,0,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
71,,,,,PSU, 2nd,5:42 ,9,0,9," (5:42 - 2nd) Timeout PENN ST, clock 05:42 ",,,,,,,,,,,,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
72,2nd and 10 at RUTG 18,2nd , 10 , RUTG 18,PSU, 2nd,5:42 ,9,0,9, (5:42 - 2nd) Trace McSorley pass incomplete ,0,1, Trace McSorley,0,0,0,0,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
73,3rd and 10 at RUTG 18,3rd , 10 , RUTG 18,PSU, 2nd,5:42 ,9,0,9," (5:42 - 2nd) PENN ST Penalty, false start (-5 Yards) to the Rutgr 23 ",,0,0,0,0,0,0,0,0,0,1,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
74,3rd and 15 at RUTG 23,3rd , 15 , RUTG 23,PSU, 2nd,5:42 ,9,0,9, (5:42 - 2nd) Trace McSorley pass incomplete to Chris Godwin ,0,1, Trace McSorley,0, Chris Godwin ,0,0,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
75,4th and 15 at RUTG 23,4th , 15 , RUTG 23,PSU, 2nd,5:28 ,9,0,9, (5:28 - 2nd) Tyler Davis 40 yd FG GOOD ,,0,0,0,0,0,0,0,1,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
76,,,,,RUTG, 2nd,5:28 ,9,0,9, (5:28 - 2nd) Joey Julius kickoff for 65 yds for a touchback ,65,,,,,,,,,,,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
77,1st and 10 at RUTG 25,1st , 10 , RUTG 25,RUTG, 2nd,5:28 ,9,0,9, (5:28 - 2nd) Tylin Oden run for 3 yds to the Rutgr 28 ,3,0,0,0,0,1, Tylin Oden ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
78,2nd and 7 at RUTG 28,2nd , 7 , RUTG 28,RUTG, 2nd,5:28 ,9,0,9, (5:28 - 2nd) Justin Goodwin run for 2 yds to the Rutgr 30 ,2,0,0,0,0,1, Justin Goodwin ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
79,3rd and 5 at RUTG 30,3rd , 5 , RUTG 30,RUTG, 2nd,5:28 ,9,0,9, (5:28 - 2nd) Tylin Oden run for 8 yds to the Rutgr 38 for a 1ST down ,8,0,0,0,0,1, Tylin Oden ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
80,1st and 10 at RUTG 38,1st , 10 , RUTG 38,RUTG, 2nd,5:28 ,9,0,9, (5:28 - 2nd) Justin Goodwin run for 14 yds to the PnSt 48 for a 1ST down ,14,0,0,0,0,1, Justin Goodwin ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
81,1st and 10 at PSU 48,1st , 10 , PSU 48,RUTG, 2nd,5:28 ,9,0,9, (5:28 - 2nd) Justin Goodwin run for 4 yds to the PnSt 44 ,4,0,0,0,0,1, Justin Goodwin ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
82,2nd and 6 at PSU 44,2nd , 6 , PSU 44,RUTG, 2nd,5:28 ,9,0,9, (5:28 - 2nd) Justin Goodwin run for no gain to the PnSt 44 ,0,0,0,0,0,1, Justin Goodwin ,0,0,0,0,11/20/2016,2016," Piscataway, NJ 08854 ",road,PSU-26.0,56," 51,366",400869641
