,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
10,1st and 10 at USC 49,1st , 10 , USC 49,USC, 1st,12:10 ,0,7,-7, (12:10 - 1st) Ronald Jones II run for no gain to the USC 49 ,0,0,0,0,0,1, Ronald Jones II ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
11,2nd and 10 at USC 49,2nd , 10 , USC 49,USC, 1st,11:39 ,0,7,-7, (11:39 - 1st) Sam Darnold pass incomplete to JuJu Smith-Schuster ,0,1, Sam Darnold,0, JuJu Smith-Schuster ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
12,3rd and 10 at USC 49,3rd , 10 , USC 49,USC, 1st,11:30 ,0,7,-7, (11:30 - 1st) Sam Darnold pass complete to JuJu Smith-Schuster for 25 yds to the PnSt 26 for a 1ST down ,25,1, Sam Darnold,1, JuJu Smith-Schuster ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
13,1st and 10 at PSU 26,1st , 10 , PSU 26,USC, 1st,11:03 ,0,7,-7, (11:03 - 1st) Sam Darnold pass complete to Deontay Burnett for no gain to the PnSt 26 ,0,1, Sam Darnold,1, Deontay Burnett ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
14,2nd and 10 at PSU 26,2nd , 10 , PSU 26,USC, 1st,10:31 ,0,7,-7, (10:31 - 1st) Deontay Burnett 26 Yd pass from Sam Darnold (Matt Boermeester Kick) ,,1,Sam Darnold,1, Deontay Burnett ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
15,,,,,PSU, 1st,10:31 ,0,7,-7," (10:31 - 1st) Matt Boermeester kickoff for 65 yds , Miles Sanders return for 23 yds to the PnSt 23 ",65,,,,,,,,,,,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
16,1st and 10 at PSU 23,1st , 10 , PSU 23,PSU, 1st,10:15 ,0,7,-7, (10:15 - 1st) Trace McSorley run for no gain to the PnSt 23 ,0,0,0,0,0,1, Trace McSorley ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
17,2nd and 10 at PSU 23,2nd , 10 , PSU 23,PSU, 1st,9:46 ,0,7,-7, (9:46 - 1st) Trace McSorley pass incomplete to Chris Godwin ,0,1, Trace McSorley,0, Chris Godwin ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
18,3rd and 10 at PSU 23,3rd , 10 , PSU 23,PSU, 1st,9:41 ,0,7,-7, (9:41 - 1st) Trace McSorley pass incomplete to Mike Gesicki ,0,1, Trace McSorley,0, Mike Gesicki ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
19,4th and 10 at PSU 23,4th , 10 , PSU 23,PSU, 1st,9:34 ,0,7,-7," (9:34 - 1st) Blake Gillikin punt for 34 yds, downed at the USC 43 ",34,0,0,0,0,0,0,1,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
20,1st and 10 at USC 43,1st , 10 , USC 43,USC, 1st,9:29 ,0,10,-10, (9:29 - 1st) Sam Darnold pass complete to JuJu Smith-Schuster for 9 yds to the PnSt 48 ,9,1, Sam Darnold,1, JuJu Smith-Schuster ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
21,2nd and 1 at PSU 48,2nd , 1 , PSU 48,USC, 1st,9:05 ,0,10,-10, (9:05 - 1st) Ronald Jones II run for 3 yds to the PnSt 45 for a 1ST down ,3,0,0,0,0,1, Ronald Jones II ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
22,1st and 10 at PSU 45,1st , 10 , PSU 45,USC, 1st,8:40 ,0,10,-10, (8:40 - 1st) Ronald Jones II run for no gain to the PnSt 45 ,0,0,0,0,0,1, Ronald Jones II ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
23,2nd and 10 at PSU 45,2nd , 10 , PSU 45,USC, 1st,8:05 ,0,10,-10, (8:05 - 1st) Sam Darnold run for 6 yds to the PnSt 39 ,6,0,0,0,0,1, Sam Darnold ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
24,3rd and 4 at PSU 39,3rd , 4 , PSU 39,USC, 1st,7:25 ,0,10,-10, (7:25 - 1st) Sam Darnold pass complete to Darreus Rogers for 6 yds to the PnSt 33 for a 1ST down ,6,1, Sam Darnold,1, Darreus Rogers ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
25,1st and 10 at PSU 33,1st , 10 , PSU 33,USC, 1st,6:57 ,0,10,-10, (6:57 - 1st) Sam Darnold pass incomplete ,0,1, Sam Darnold,0,0,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
26,2nd and 10 at PSU 33,2nd , 10 , PSU 33,USC, 1st,6:48 ,0,10,-10, (6:48 - 1st) Ronald Jones II run for a loss of 2 yards to the PnSt 35 ,-2,0,0,0,0,1, Ronald Jones II ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
27,3rd and 12 at PSU 35,3rd , 12 , PSU 35,USC, 1st,6:05 ,0,10,-10, (6:05 - 1st) Sam Darnold pass complete to Justin Davis for 14 yds to the PnSt 21 for a 1ST down ,14,1, Sam Darnold,1, Justin Davis ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
28,1st and 10 at PSU 21,1st , 10 , PSU 21,USC, 1st,5:36 ,0,10,-10," (5:36 - 1st) PENN ST Penalty, Defensive Pass Interference (Christian Campbell) to the PnSt 6 for a 1ST down ",,0,0,0,0,0,0,0,0,0,1,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
29,1st and Goal at PSU 6,1st , Goal , PSU 6,USC, 1st,5:30 ,0,10,-10, (5:30 - 1st) Adoree' Jackson run for 2 yds to the PnSt 4 ,2,0,0,0,0,1, Adoree' Jackson ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
30,2nd and Goal at PSU 4,2nd , Goal , PSU 4,USC, 1st,4:50 ,0,10,-10, (4:50 - 1st) Sam Darnold pass incomplete to Darreus Rogers ,0,1, Sam Darnold,0, Darreus Rogers ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
31,3rd and Goal at PSU 4,3rd , Goal , PSU 4,USC, 1st,4:46 ,0,10,-10, (4:46 - 1st) Sam Darnold pass incomplete to Darreus Rogers ,0,1, Sam Darnold,0, Darreus Rogers ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
32,4th and Goal at PSU 4,4th , Goal , PSU 4,USC, 1st,4:42 ,0,10,-10, (4:42 - 1st) Matt Boermeester 22 Yd Field Goal ,,0,0,0,0,0,0,0,1,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
33,,,,,PSU, 1st,4:42 ,0,10,-10, (4:42 - 1st) Matt Boermeester kickoff for 65 yds for a touchback ,65,,,,,,,,,,,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
34,1st and 10 at PSU 25,1st , 10 , PSU 25,PSU, 1st,4:36 ,0,10,-10, (4:36 - 1st) Saquon Barkley run for 4 yds to the PnSt 29 ,4,0,0,0,0,1, Saquon Barkley ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
35,2nd and 6 at PSU 29,2nd , 6 , PSU 29,PSU, 1st,4:10 ,0,10,-10, (4:10 - 1st) Saquon Barkley run for 5 yds to the PnSt 34 ,5,0,0,0,0,1, Saquon Barkley ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
36,3rd and 1 at PSU 34,3rd , 1 , PSU 34,PSU, 1st,3:35 ,0,10,-10, (3:35 - 1st) Trace McSorley pass incomplete to Mike Gesicki ,0,1, Trace McSorley,0, Mike Gesicki ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
37,4th and 1 at PSU 34,4th , 1 , PSU 34,PSU, 1st,3:21 ,0,10,-10," (3:21 - 1st) Blake Gillikin punt for 49 yds , Adoree' Jackson returns for 13 yds to the USC 30 USC Penalty, Illegal Block (Jack Jones) to the USC 20 ",49,0,0,0,0,0,0,0,0,0,1,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
38,1st and 10 at USC 20,1st , 10 , USC 20,USC, 1st,3:15 ,0,13,-13, (3:15 - 1st) Ronald Jones II run for 7 yds to the USC 27 ,7,0,0,0,0,1, Ronald Jones II ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
39,2nd and 3 at USC 27,2nd , 3 , USC 27,USC, 1st,2:45 ,0,13,-13, (2:45 - 1st) Ronald Jones II run for 5 yds to the USC 32 for a 1ST down ,5,0,0,0,0,1, Ronald Jones II ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
40,1st and 10 at USC 32,1st , 10 , USC 32,USC, 1st,2:15 ,0,13,-13, (2:15 - 1st) Ronald Jones II run for 1 yd to the USC 33 ,1,0,0,0,0,1, Ronald Jones II ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
41,2nd and 9 at USC 33,2nd , 9 , USC 33,USC, 1st,1:39 ,0,13,-13, (1:39 - 1st) Sam Darnold pass incomplete to Taylor McNamara ,0,1, Sam Darnold,0, Taylor McNamara ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
42,3rd and 9 at USC 33,3rd , 9 , USC 33,USC, 1st,1:30 ,0,13,-13, (1:30 - 1st) Sam Darnold pass complete to Daniel Imatorbhebhe for 13 yds to the USC 46 for a 1ST down ,13,1, Sam Darnold,1, Daniel Imatorbhebhe ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
43,1st and 10 at USC 46,1st , 10 , USC 46,USC, 1st,0:55 ,0,13,-13, (0:55 - 1st) Sam Darnold pass complete to Jalen Greene for 28 yds to the PnSt 26 for a 1ST down ,28,1, Sam Darnold,1, Jalen Greene ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
44,1st and 10 at PSU 26,1st , 10 , PSU 26,USC, 1st,0:33 ,0,13,-13, (0:33 - 1st) Sam Darnold pass incomplete to Adoree' Jackson ,0,1, Sam Darnold,0, Adoree' Jackson ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
45,2nd and 10 at PSU 26,2nd , 10 , PSU 26,USC, 1st,0:30 ,0,13,-13, (0:30 - 1st) Sam Darnold pass incomplete to Deontay Burnett ,0,1, Sam Darnold,0, Deontay Burnett ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
46,3rd and 10 at PSU 26,3rd , 10 , PSU 26,USC, 1st,0:26 ,0,13,-13, (0:26 - 1st) Sam Darnold pass incomplete to JuJu Smith-Schuster ,0,1, Sam Darnold,0, JuJu Smith-Schuster ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
47,4th and 10 at PSU 26,4th , 10 , PSU 26,USC, 1st,0:21 ,0,13,-13, (0:21 - 1st) Matt Boermeester 44 Yd Field Goal ,,0,0,0,0,0,0,0,1,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
48,,,,,PSU, 1st,0:21 ,7,13,-6," (0:21 - 1st) Matt Boermeester kickoff for 65 yds for a touchback USC Penalty, Defensive Offside (-5 Yards) ",65,0,0,0,0,0,0,0,0,0,1,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
49,1st and 10 at PSU 30,1st , 10 , PSU 30,PSU, 1st,0:15 ,7,13,-6, (0:15 - 1st) Trace McSorley pass complete to Chris Godwin for 2 yds to the PnSt 32 ,2,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
50,,,,,PSU,,,7,13,-6, End of 1st Quarter ,,,,,,,,,,,,,,,,,,,
51,2nd and 8 at PSU 32,2nd , 8 , PSU 32,PSU, 2nd,14:56 ,7,13,-6, (14:56 - 2nd) Trace McSorley pass incomplete ,0,1, Trace McSorley,0,0,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
52,3rd and 8 at PSU 32,3rd , 8 , PSU 32,PSU, 2nd,14:46 ,7,13,-6, (14:46 - 2nd) Trace McSorley pass complete to Chris Godwin for 13 yds to the PnSt 45 for a 1ST down ,13,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
53,1st and 10 at PSU 45,1st , 10 , PSU 45,PSU, 2nd,14:20 ,7,13,-6, (14:20 - 2nd) Saquon Barkley run for a loss of 3 yards to the PnSt 42 ,-3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
54,2nd and 13 at PSU 42,2nd , 13 , PSU 42,PSU, 2nd,13:40 ,7,13,-6, (13:40 - 2nd) Trace McSorley pass complete to Chris Godwin for 14 yds to the USC 44 for a 1ST down ,14,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
55,1st and 10 at USC 44,1st , 10 , USC 44,PSU, 2nd,13:05 ,7,13,-6, (13:05 - 2nd) Trace McSorley pass complete to Saquon Barkley for 16 yds to the USC 28 for a 1ST down ,16,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
56,1st and 10 at USC 28,1st , 10 , USC 28,PSU, 2nd,12:35 ,7,13,-6, (12:35 - 2nd) Andre Robinson run for 4 yds to the USC 24 ,4,0,0,0,0,1, Andre Robinson ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
57,2nd and 6 at USC 24,2nd , 6 , USC 24,PSU, 2nd,11:50 ,7,13,-6, (11:50 - 2nd) Trace McSorley pass incomplete to DeAndre Thompkins ,0,1, Trace McSorley,0, DeAndre Thompkins ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
58,3rd and 6 at USC 24,3rd , 6 , USC 24,PSU, 2nd,11:44 ,7,13,-6," (11:44 - 2nd) Saquon Barkley run for 24 yds for a TD, (Tyler Davis KICK) ",24,0,0,0,0,1, Saquon Barkley ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
59,,,,,USC, 2nd,11:44 ,7,20,-13," (11:44 - 2nd) Tyler Davis kickoff for 38 yds , Michael Pittman Jr. return for 13 yds to the USC 40 ",38,,,,,,,,,,,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
60,1st and 10 at USC 40,1st , 10 , USC 40,USC, 2nd,11:33 ,7,20,-13, (11:33 - 2nd) Sam Darnold pass complete to Deontay Burnett for 32 yds to the PnSt 28 for a 1ST down ,32,1, Sam Darnold,1, Deontay Burnett ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
61,1st and 10 at PSU 28,1st , 10 , PSU 28,USC, 2nd,11:16 ,7,20,-13, (11:16 - 2nd) Sam Darnold pass incomplete to Darreus Rogers ,0,1, Sam Darnold,0, Darreus Rogers ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
62,2nd and 10 at PSU 28,2nd , 10 , PSU 28,USC, 2nd,11:08 ,7,20,-13, (11:08 - 2nd) Justin Davis run for 24 yds to the PnSt 4 for a 1ST down ,24,0,0,0,0,1, Justin Davis ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
63,1st and Goal at PSU 4,1st , Goal , PSU 4,USC, 2nd,10:50 ,7,20,-13, (10:50 - 2nd) Justin Davis run for 1 yd to the PnSt 3 ,1,0,0,0,0,1, Justin Davis ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
64,2nd and Goal at PSU 3,2nd , Goal , PSU 3,USC, 2nd,10:15 ,7,20,-13," (10:15 - 2nd) Sam Darnold pass complete to Deontay Burnett for 3 yds for a TD, (Matt Boermeester KICK) ",3,1, Sam Darnold,1, Deontay Burnett ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
65,,,,,PSU, 2nd,10:15 ,14,20,-6," (10:15 - 2nd) Matt Boermeester kickoff for 56 yds , Miles Sanders return for 20 yds to the PnSt 29 ",56,,,,,,,,,,,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
66,1st and 10 at PSU 29,1st , 10 , PSU 29,PSU, 2nd,10:00 ,14,20,-6, (10:00 - 2nd) Trace McSorley pass complete to Chris Godwin for 29 yds to the USC 42 for a 1ST down ,29,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
67,1st and 10 at USC 42,1st , 10 , USC 42,PSU, 2nd,9:40 ,14,20,-6, (9:40 - 2nd) Saquon Barkley run for 11 yds to the USC 31 for a 1ST down ,11,0,0,0,0,1, Saquon Barkley ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
68,1st and 10 at USC 31,1st , 10 , USC 31,PSU, 2nd,9:25 ,14,20,-6, (9:25 - 2nd) Saquon Barkley run for 1 yd to the USC 30 ,1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
69,2nd and 9 at USC 30,2nd , 9 , USC 30,PSU, 2nd,8:39 ,14,20,-6," (8:39 - 2nd) Trace McSorley pass complete to Chris Godwin for 30 yds for a TD, (Tyler Davis KICK) ",30,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
70,,,,,USC, 2nd,8:39 ,14,27,-13, (8:39 - 2nd) Tyler Davis kickoff for 65 yds for a touchback ,65,,,,,,,,,,,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
71,1st and 10 at USC 25,1st , 10 , USC 25,USC, 2nd,8:35 ,14,27,-13, (8:35 - 2nd) Ronald Jones II run for 2 yds to the USC 27 ,2,0,0,0,0,1, Ronald Jones II ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
72,2nd and 8 at USC 27,2nd , 8 , USC 27,USC, 2nd,8:05 ,14,27,-13, (8:05 - 2nd) Sam Darnold pass complete to Darreus Rogers for 11 yds to the USC 38 for a 1ST down ,11,1, Sam Darnold,1, Darreus Rogers ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
73,1st and 10 at USC 38,1st , 10 , USC 38,USC, 2nd,7:35 ,14,27,-13, (7:35 - 2nd) Sam Darnold pass complete to JuJu Smith-Schuster for 36 yds to the PnSt 26 for a 1ST down ,36,1, Sam Darnold,1, JuJu Smith-Schuster ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
74,1st and 10 at PSU 26,1st , 10 , PSU 26,USC, 2nd,7:15 ,14,27,-13, (7:15 - 2nd) Sam Darnold pass complete to Deontay Burnett for 4 yds to the PnSt 22 ,4,1, Sam Darnold,1, Deontay Burnett ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
75,2nd and 6 at PSU 22,2nd , 6 , PSU 22,USC, 2nd,6:54 ,14,27,-13," (6:54 - 2nd) USC Penalty, False Start (Nico Falah) to the PnSt 27 ",,0,0,0,0,0,0,0,0,0,1,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
76,2nd and 11 at PSU 27,2nd , 11 , PSU 27,USC, 2nd,6:40 ,14,27,-13, (6:40 - 2nd) Sam Darnold pass complete to Adoree' Jackson for 24 yds to the PnSt 3 for a 1ST down ,24,1, Sam Darnold,1, Adoree' Jackson ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
77,1st and Goal at PSU 3,1st , Goal , PSU 3,USC, 2nd,6:16 ,14,27,-13," (6:16 - 2nd) Sam Darnold pass complete to Darreus Rogers for 3 yds for a TD, (Matt Boermeester KICK) ",3,1, Sam Darnold,1, Darreus Rogers ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
78,,,,,PSU, 2nd,6:16 ,21,27,-6, (6:16 - 2nd) Matt Boermeester kickoff for 65 yds for a touchback ,65,,,,,,,,,,,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
79,1st and 10 at PSU 25,1st , 10 , PSU 25,PSU, 2nd,6:10 ,21,27,-6, (6:10 - 2nd) Saquon Barkley run for 2 yds to the PnSt 27 ,2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
80,2nd and 8 at PSU 27,2nd , 8 , PSU 27,PSU, 2nd,5:30 ,21,27,-6, (5:30 - 2nd) Trace McSorley run for 4 yds to the PnSt 31 ,4,0,0,0,0,1, Trace McSorley ,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
81,3rd and 4 at PSU 31,3rd , 4 , PSU 31,PSU, 2nd,4:52 ,21,27,-6, (4:52 - 2nd) Trace McSorley pass complete to Chris Godwin for 7 yds to the PnSt 38 for a 1ST down ,7,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
82,1st and 10 at PSU 38,1st , 10 , PSU 38,PSU, 2nd,4:10 ,21,27,-6, (4:10 - 2nd) Trace McSorley pass complete to DeAndre Thompkins for 8 yds to the PnSt 46 ,8,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,1/3/2017,2016," Pasadena, CA 90095 ",road,USC-7.0,60," 95,128",400876111
