,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
19,4th and 13 at MD 36,4th , 13 , MD 36,MD, 1st,10:14 ,7,0,7," (10:14 - 1st) Wade Lees punt for 30 yds, fair catch by DeAndre Thompkins at the PnSt 34 ",30,0,0,0,0,0,0,1,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
20,1st and 10 at PSU 34,1st , 10 , PSU 34,PSU, 1st,8:05 ,7,0,7, (8:05 - 1st) Trace McSorley pass incomplete to Saquon Barkley ,0,1, Trace McSorley,0, Saquon Barkley ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
21,2nd and 10 at PSU 34,2nd , 10 , PSU 34,PSU, 1st,8:05 ,7,0,7, (8:05 - 1st) Trace McSorley run for 3 yds to the PnSt 37 ,3,0,0,0,0,1, Trace McSorley ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
22,3rd and 7 at PSU 37,3rd , 7 , PSU 37,PSU, 1st,8:05 ,7,0,7, (8:05 - 1st) Trace McSorley pass incomplete to Mike Gesicki ,0,1, Trace McSorley,0, Mike Gesicki ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
23,4th and 7 at PSU 37,4th , 7 , PSU 37,PSU, 1st,8:05 ,7,0,7," (8:05 - 1st) Blake Gillikin punt for 52 yds , D.J. Moore returns for 9 yds to the Mary 20 ",52,0,0,0,0,0,0,1,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
24,1st and 10 at MD 20,1st , 10 , MD 20,MD, 1st,7:01 ,7,0,7, (7:01 - 1st) Max Bortenschlager pass complete to D.J. Moore for 10 yds to the Mary 30 for a 1ST down ,10,1, Max Bortenschlager,1, D.J. Moore ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
25,1st and 10 at MD 30,1st , 10 , MD 30,MD, 1st,7:01 ,7,0,7, (7:01 - 1st) Max Bortenschlager pass incomplete to D.J. Moore ,0,1, Max Bortenschlager,0, D.J. Moore ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
26,2nd and 10 at MD 30,2nd , 10 , MD 30,MD, 1st,7:01 ,7,0,7, (7:01 - 1st) Lorenzo Harrison III run for 3 yds to the Mary 33 ,3,0,0,0,0,1, Lorenzo Harrison III ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
27,3rd and 7 at MD 33,3rd , 7 , MD 33,MD, 1st,7:01 ,7,0,7," (7:01 - 1st) Max Bortenschlager sacked by Jason Cabinda for a loss of 5 yards to the Mary 27 Max Bortenschlager fumbled, recovered by Mary Sean Christie , return for 0 yards ",-5,,,,,,,,,,,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
28,4th and 13 at MD 27,4th , 13 , MD 27,MD, 1st,7:01 ,7,0,7," (7:01 - 1st) MARYLAND Penalty, unsportsmanlike conduct (-13 Yards) to the Mary 14 ",,0,0,0,0,0,0,0,0,0,1,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
29,4th and 26 at MD 14,4th , 26 , MD 14,MD, 1st,7:01 ,7,0,7," (7:01 - 1st) Wade Lees punt for 27 yds, punt out-of-bounds at the Mary 41 ",27,0,0,0,0,0,0,1,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
30,1st and 10 at MD 41,1st , 10 , MD 41,PSU, 1st,5:30 ,14,0,14, (5:30 - 1st) Trace McSorley pass complete to DaeSean Hamilton for 5 yds to the Mary 36 ,5,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
31,2nd and 5 at MD 36,2nd , 5 , MD 36,PSU, 1st,5:30 ,14,0,14, (5:30 - 1st) Trace McSorley pass complete to Juwan Johnson for 8 yds to the Mary 28 for a 1ST down ,8,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
32,1st and 10 at MD 28,1st , 10 , MD 28,PSU, 1st,5:30 ,14,0,14, (5:30 - 1st) Trace McSorley pass complete to DaeSean Hamilton for 7 yds to the Mary 21 ,7,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
33,2nd and 3 at MD 21,2nd , 3 , MD 21,PSU, 1st,5:30 ,14,0,14, (5:30 - 1st) Trace McSorley pass complete to DeAndre Thompkins for 16 yds to the Mary 5 for a 1ST down ,16,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
34,1st and Goal at MD 5,1st , Goal , MD 5,PSU, 1st,3:10 ,14,0,14," (3:10 - 1st) Trace McSorley run for 5 yds for a TD, (Tyler Davis KICK) ",5,0,0,0,0,1, Trace McSorley ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
35,,,,,MD, 1st,3:10 ,14,0,14, (3:10 - 1st) Tyler Davis kickoff for 65 yds for a touchback ,65,,,,,,,,,,,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
36,1st and 10 at MD 25,1st , 10 , MD 25,MD, 1st,3:10 ,14,0,14, (3:10 - 1st) Max Bortenschlager pass complete to Taivon Jacobs for 10 yds to the Mary 35 for a 1ST down ,10,1, Max Bortenschlager,1, Taivon Jacobs ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
37,1st and 10 at MD 35,1st , 10 , MD 35,MD, 1st,3:10 ,14,0,14, (3:10 - 1st) Max Bortenschlager pass complete to D.J. Moore for 9 yds to the Mary 44 ,9,1, Max Bortenschlager,1, D.J. Moore ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
38,2nd and 1 at MD 44,2nd , 1 , MD 44,MD, 1st,3:10 ,14,0,14, (3:10 - 1st) Max Bortenschlager pass incomplete to Jermaine Carter Jr. ,0,1, Max Bortenschlager,0, Jermaine Carter Jr. ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
39,3rd and 1 at MD 44,3rd , 1 , MD 44,MD, 1st,3:10 ,14,0,14, (3:10 - 1st) Ty Johnson run for no gain to the Mary 44 ,0,0,0,0,0,1, Ty Johnson ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
40,4th and 1 at MD 44,4th , 1 , MD 44,MD, 1st,3:10 ,14,0,14, (3:10 - 1st) Jake Funk run for no gain to the Mary 44 ,0,0,0,0,0,1, Jake Funk ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
41,1st and 10 at MD 44,1st , 10 , MD 44,PSU, 1st,1:45 ,21,0,21, (1:45 - 1st) Trace McSorley run for 9 yds to the Mary 35 ,9,0,0,0,0,1, Trace McSorley ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
42,2nd and 1 at MD 35,2nd , 1 , MD 35,PSU, 1st,1:45 ,21,0,21, (1:45 - 1st) Trace McSorley pass complete to Saeed Blacknall for 19 yds to the Mary 16 for a 1ST down ,19,1, Trace McSorley,1, Saeed Blacknall ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
43,1st and 10 at MD 16,1st , 10 , MD 16,PSU, 1st,1:45 ,21,0,21, (1:45 - 1st) Saquon Barkley run for 9 yds to the Mary 7 ,9,0,0,0,0,1, Saquon Barkley ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
44,2nd and 1 at MD 7,2nd , 1 , MD 7,PSU, 1st,1:45 ,21,0,21, (1:45 - 1st) Saquon Barkley run for 5 yds to the Mary 2 for a 1ST down ,5,0,0,0,0,1, Saquon Barkley ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
45,,,,,PSU,,,21,0,21, End of 1st Quarter ,,,,,,,,,,,,,,,,,,,
46,1st and Goal at MD 2,1st , Goal , MD 2,PSU, 2nd,15:00 ,21,0,21, (15:00 - 2nd) Trace McSorley pass incomplete to Mike Gesicki ,0,1, Trace McSorley,0, Mike Gesicki ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
47,2nd and Goal at MD 2,2nd , Goal , MD 2,PSU, 2nd,14:52 ,21,0,21," (14:52 - 2nd) Trace McSorley pass complete to Mike Gesicki for 2 yds for a TD, (Tyler Davis KICK) ",2,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
48,,,,,MD, 2nd,14:52 ,21,0,21," (14:52 - 2nd) Tyler Davis kickoff for 64 yds , Ty Johnson return for 26 yds to the Mary 27 ",64,,,,,,,,,,,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
49,1st and 10 at MD 27,1st , 10 , MD 27,MD, 2nd,14:46 ,21,0,21, (14:46 - 2nd) Max Bortenschlager pass incomplete to Jahrvis Davenport ,0,1, Max Bortenschlager,0, Jahrvis Davenport ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
50,2nd and 10 at MD 27,2nd , 10 , MD 27,MD, 2nd,14:46 ,21,0,21, (14:46 - 2nd) Lorenzo Harrison III run for 2 yds to the Mary 29 ,2,0,0,0,0,1, Lorenzo Harrison III ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
51,3rd and 8 at MD 29,3rd , 8 , MD 29,MD, 2nd,14:46 ,21,0,21, (14:46 - 2nd) Max Bortenschlager pass complete to Taivon Jacobs for 8 yds to the Mary 37 for a 1ST down ,8,1, Max Bortenschlager,1, Taivon Jacobs ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
52,1st and 10 at MD 37,1st , 10 , MD 37,MD, 2nd,14:46 ,21,0,21, (14:46 - 2nd) Max Bortenschlager pass incomplete to D.J. Moore ,0,1, Max Bortenschlager,0, D.J. Moore ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
53,2nd and 10 at MD 37,2nd , 10 , MD 37,MD, 2nd,14:46 ,21,0,21, (14:46 - 2nd) Ty Johnson run for 9 yds to the Mary 46 ,9,0,0,0,0,1, Ty Johnson ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
54,3rd and 1 at MD 46,3rd , 1 , MD 46,MD, 2nd,14:46 ,21,0,21," (14:46 - 2nd) Max Bortenschlager pass complete to Jahrvis Davenport for 6 yds Jahrvis Davenport fumbled, forced by Tariq Castro-Fields, recovered by PnSt Robert Windsor ",6,1, Max Bortenschlager,1, Jahrvis Davenport ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
55,1st and 10 at PSU 48,1st , 10 , PSU 48,PSU, 2nd,13:08 ,28,0,28, (13:08 - 2nd) Saquon Barkley run for 1 yd to the PnSt 49 ,1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
56,2nd and 9 at PSU 49,2nd , 9 , PSU 49,PSU, 2nd,13:08 ,28,0,28, (13:08 - 2nd) Trace McSorley pass complete to DaeSean Hamilton for 32 yds to the Mary 19 for a 1ST down ,32,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
57,1st and 10 at MD 19,1st , 10 , MD 19,PSU, 2nd,13:08 ,28,0,28, (13:08 - 2nd) Saquon Barkley run for 5 yds to the Mary 14 ,5,0,0,0,0,1, Saquon Barkley ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
58,2nd and 5 at MD 14,2nd , 5 , MD 14,PSU, 2nd,13:08 ,28,0,28," (13:08 - 2nd) Barkley, Saquon rush for 4 yards to the UMD10 (Brooks, A.), PENALTY UMD substitution infraction (Rogers, L.) 5 yards to the UMD9, 1ST DOWN PSU, NO PLAY. ",,0,0,0,0,0,0,0,0,0,1,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
59,1st and Goal at MD 9,1st , Goal , MD 9,PSU, 2nd,11:33 ,28,0,28," (11:33 - 2nd) Trace McSorley pass complete to Mike Gesicki for 9 yds for a TD, (Tyler Davis KICK) ",9,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
60,,,,,MD, 2nd,11:33 ,28,0,28," (11:33 - 2nd) Tyler Davis kickoff for 46 yds , Jake Funk return for 4 yds to the Mary 23 ",46,,,,,,,,,,,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
61,1st and 10 at MD 23,1st , 10 , MD 23,MD, 2nd,11:30 ,28,0,28, (11:30 - 2nd) Max Bortenschlager pass complete to D.J. Moore for 32 yds to the PnSt 45 for a 1ST down ,32,1, Max Bortenschlager,1, D.J. Moore ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
62,1st and 10 at PSU 45,1st , 10 , PSU 45,MD, 2nd,11:30 ,28,0,28, (11:30 - 2nd) Max Bortenschlager pass complete to Jahrvis Davenport for 16 yds to the PnSt 29 for a 1ST down ,16,1, Max Bortenschlager,1, Jahrvis Davenport ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
63,1st and 10 at PSU 29,1st , 10 , PSU 29,MD, 2nd,11:30 ,28,0,28, (11:30 - 2nd) Max Bortenschlager pass incomplete to Taivon Jacobs ,0,1, Max Bortenschlager,0, Taivon Jacobs ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
64,2nd and 10 at PSU 29,2nd , 10 , PSU 29,MD, 2nd,11:30 ,28,0,28, (11:30 - 2nd) Max Bortenschlager pass incomplete to Jahrvis Davenport ,0,1, Max Bortenschlager,0, Jahrvis Davenport ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
65,3rd and 10 at PSU 29,3rd , 10 , PSU 29,MD, 2nd,11:30 ,28,0,28, (11:30 - 2nd) Max Bortenschlager pass incomplete ,0,1, Max Bortenschlager,0,0,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
66,4th and 10 at PSU 29,4th , 10 , PSU 29,MD, 2nd,10:44 ,28,0,28, (10:44 - 2nd) Henry Darmstadter 47 yd FG MISSED ,,0,0,0,0,0,0,0,1,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
67,1st and 10 at PSU 29,1st , 10 , PSU 29,PSU, 2nd,10:44 ,28,0,28," (10:44 - 2nd) Trace McSorley pass incomplete to Saeed Blacknall, broken up by Darnell Savage Jr. ",0,1, Trace McSorley,0," Saeed Blacknall, broken up by Darnell Savage Jr. ",0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
68,2nd and 10 at PSU 29,2nd , 10 , PSU 29,PSU, 2nd,10:44 ,28,0,28, (10:44 - 2nd) Trace McSorley pass complete to Juwan Johnson for 20 yds to the PnSt 49 for a 1ST down ,20,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
69,1st and 10 at PSU 49,1st , 10 , PSU 49,PSU, 2nd,10:44 ,28,0,28, (10:44 - 2nd) Saquon Barkley run for 3 yds to the Mary 48 ,3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
70,2nd and 7 at MD 48,2nd , 7 , MD 48,PSU, 2nd,10:44 ,28,0,28, (10:44 - 2nd) Trace McSorley sacked by Antoine Brooks Jr. for a loss of 10 yards to the PnSt 42 ,-10,,,,,,,,,,,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
71,3rd and 17 at PSU 42,3rd , 17 , PSU 42,PSU, 2nd,10:44 ,28,0,28, (10:44 - 2nd) Trace McSorley pass incomplete to Saquon Barkley ,0,1, Trace McSorley,0, Saquon Barkley ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
72,4th and 17 at PSU 42,4th , 17 , PSU 42,PSU, 2nd,10:44 ,28,0,28," (10:44 - 2nd) Blake Gillikin punt for 40 yds, downed at the Mary 18 ",40,0,0,0,0,0,0,1,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
73,1st and 10 at MD 18,1st , 10 , MD 18,MD, 2nd,8:51 ,28,0,28, (8:51 - 2nd) Ty Johnson run for 45 yds to the PnSt 37 for a 1ST down ,45,0,0,0,0,1, Ty Johnson ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
74,1st and 10 at PSU 37,1st , 10 , PSU 37,MD, 2nd,8:51 ,28,0,28, (8:51 - 2nd) Ty Johnson run for no gain to the PnSt 37 ,0,0,0,0,0,1, Ty Johnson ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
75,2nd and 10 at PSU 37,2nd , 10 , PSU 37,MD, 2nd,8:51 ,28,0,28, (8:51 - 2nd) Max Bortenschlager pass complete to Lorenzo Harrison III for 2 yds to the PnSt 35 ,2,1, Max Bortenschlager,1, Lorenzo Harrison III ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
76,3rd and 8 at PSU 35,3rd , 8 , PSU 35,MD, 2nd,8:51 ,28,0,28, (8:51 - 2nd) Max Bortenschlager run for 4 yds to the PnSt 31 ,4,0,0,0,0,1, Max Bortenschlager ,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
77,4th and 4 at PSU 31,4th , 4 , PSU 31,MD, 2nd,8:51 ,28,0,28, (8:51 - 2nd) Max Bortenschlager sacked by Grant Haley for a loss of 2 yards to the PnSt 33 ,-2,,,,,,,,,,,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
78,1st and 10 at PSU 33,1st , 10 , PSU 33,PSU, 2nd,6:55 ,31,0,31, (6:55 - 2nd) Trace McSorley pass incomplete ,0,1, Trace McSorley,0,0,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
79,2nd and 10 at PSU 33,2nd , 10 , PSU 33,PSU, 2nd,6:55 ,31,0,31, (6:55 - 2nd) Trace McSorley pass complete to DeAndre Thompkins for 4 yds to the PnSt 37 ,4,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
80,,,,,PSU, 2nd,6:12 ,31,0,31," (6:12 - 2nd) Timeout MARYLAND, clock 06:12 ",,,,,,,,,,,,11/25/2017,2017," College Park, MD 20742 ",road,PSU-23.5,59," 49,680",400935419
