,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
59,1st and 10 at NEB 31,1st , 10 , NEB 31,PSU, 2nd,10:50 ,28,10,18," (10:50 - 2nd) Trace McSorley pass complete to Mike Gesicki for 13 yds to the Neb 18 for a 1ST down NEBRASKA Penalty, roughing passer (Carlos Davis) to the Neb 9 for a 1ST down ",13,0,0,0,0,0,0,0,0,0,1,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
60,1st and Goal at NEB 9,1st , Goal , NEB 9,PSU, 2nd,9:23 ,28,10,18," (9:23 - 2nd) Trace McSorley pass complete to Mike Gesicki for 9 yds for a TD, (Tyler Davis KICK) ",9,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
61,,,,,NEB, 2nd,9:23 ,28,10,18, (9:23 - 2nd) Tyler Davis kickoff for 65 yds for a touchback ,65,,,,,,,,,,,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
62,1st and 10 at NEB 25,1st , 10 , NEB 25,NEB, 2nd,9:23 ,28,10,18, (9:23 - 2nd) Tanner Lee pass incomplete to Stanley Morgan Jr. ,0,1, Tanner Lee,0, Stanley Morgan Jr. ,0,0,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
63,2nd and 10 at NEB 25,2nd , 10 , NEB 25,NEB, 2nd,9:23 ,28,10,18, (9:23 - 2nd) Tanner Lee pass incomplete to Tyler Hoppes ,0,1, Tanner Lee,0, Tyler Hoppes ,0,0,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
64,3rd and 10 at NEB 25,3rd , 10 , NEB 25,NEB, 2nd,9:23 ,28,10,18, (9:23 - 2nd) Tanner Lee pass incomplete to JD Spielman ,0,1, Tanner Lee,0, JD Spielman ,0,0,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
65,4th and 10 at NEB 25,4th , 10 , NEB 25,NEB, 2nd,9:23 ,28,10,18," (9:23 - 2nd) Caleb Lightbourn punt for 40 yds, downed at the PnSt 35 ",40,0,0,0,0,0,0,1,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
66,1st and 10 at PSU 35,1st , 10 , PSU 35,PSU, 2nd,9:00 ,35,10,25, (9:00 - 2nd) Saquon Barkley run for 8 yds to the PnSt 43 ,8,0,0,0,0,1, Saquon Barkley ,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
67,2nd and 2 at PSU 43,2nd , 2 , PSU 43,PSU, 2nd,9:00 ,35,10,25, (9:00 - 2nd) Trace McSorley pass complete to Saquon Barkley for 3 yds to the PnSt 46 for a 1ST down ,3,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
68,1st and 10 at PSU 46,1st , 10 , PSU 46,PSU, 2nd,9:00 ,35,10,25, (9:00 - 2nd) Trace McSorley pass incomplete to Juwan Johnson ,0,1, Trace McSorley,0, Juwan Johnson ,0,0,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
69,2nd and 10 at PSU 46,2nd , 10 , PSU 46,PSU, 2nd,9:00 ,35,10,25, (9:00 - 2nd) Trace McSorley pass complete to Saquon Barkley for 10 yds to the Neb 44 for a 1ST down ,10,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
70,1st and 10 at NEB 44,1st , 10 , NEB 44,PSU, 2nd,9:00 ,35,10,25, (9:00 - 2nd) Trace McSorley pass complete to Juwan Johnson for 6 yds to the Neb 38 ,6,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
71,2nd and 4 at NEB 38,2nd , 4 , NEB 38,PSU, 2nd,9:00 ,35,10,25, (9:00 - 2nd) Trace McSorley pass complete to Mike Gesicki for 8 yds to the Neb 30 for a 1ST down ,8,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
72,1st and 10 at NEB 30,1st , 10 , NEB 30,PSU, 2nd,9:00 ,35,10,25, (9:00 - 2nd) Trace McSorley sacked by Carlos Davis for a loss of 2 yards to the Neb 32 ,-2,,,,,,,,,,,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
73,2nd and 12 at NEB 32,2nd , 12 , NEB 32,PSU, 2nd,9:00 ,35,10,25," (9:00 - 2nd) McSorley, Trace pass incomplete to Johnson, Juwan (Joshua Kalu), PENALTY NEB pass interference (Joshua Kalu) 15 yards to the NEB17, 1ST DOWN PSU, NO PLAY. ",0,0,0,0,0,0,0,0,0,0,1,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
74,1st and 10 at NEB 17,1st , 10 , NEB 17,PSU, 2nd,9:00 ,35,10,25, (9:00 - 2nd) Trace McSorley pass complete to Tommy Stevens for 9 yds to the Neb 8 ,9,1, Trace McSorley,1, Tommy Stevens ,0,0,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
75,2nd and 1 at NEB 8,2nd , 1 , NEB 8,PSU, 2nd,9:00 ,35,10,25," (9:00 - 2nd) Trace McSorley pass incomplete to DaeSean Hamilton, broken up by Marcus Newby ",0,1, Trace McSorley,0," DaeSean Hamilton, broken up by Marcus Newby ",0,0,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
76,3rd and 1 at NEB 8,3rd , 1 , NEB 8,PSU, 2nd,4:36 ,35,10,25," (4:36 - 2nd) Saquon Barkley run for 8 yds for a TD, (Tyler Davis KICK) ",8,0,0,0,0,1, Saquon Barkley ,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
77,,,,,NEB, 2nd,4:36 ,35,10,25," (4:36 - 2nd) Tyler Davis kickoff for 64 yds , Jaylin Bradley return for 24 yds to the Neb 25 ",64,,,,,,,,,,,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
78,1st and 10 at NEB 25,1st , 10 , NEB 25,NEB, 2nd,4:30 ,35,10,25, (4:30 - 2nd) Devine Ozigbo run for 5 yds to the Neb 30 ,5,0,0,0,0,1, Devine Ozigbo ,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
79,2nd and 5 at NEB 30,2nd , 5 , NEB 30,NEB, 2nd,4:30 ,35,10,25, (4:30 - 2nd) Devine Ozigbo run for 1 yd to the Neb 31 ,1,0,0,0,0,1, Devine Ozigbo ,0,0,0,0,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
80,,,,,NEB, 2nd,3:15 ,35,10,25," (3:15 - 2nd) Timeout PENN ST, clock 03:15 ",,,,,,,,,,,,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
81,3rd and 4 at NEB 31,3rd , 4 , NEB 31,NEB, 2nd,3:15 ,35,10,25," (3:15 - 2nd) Tanner Lee pass incomplete to JD Spielman NEBRASKA Penalty, Offensive holding ( Yards) declined ",0,0,0,0,0,0,0,0,0,0,1,11/19/2017,2017," University Park, PA 16802 ",home,PSU-27.5,59," 106,722",400935415
