,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
47,1st and 10 at MSU 25,1st , 10 , MSU 25,MSU, 1st,0:32 ,14,7,7, (0:32 - 1st) Brian Lewerke pass incomplete to Trishton Jackson ,0,1, Brian Lewerke,0, Trishton Jackson ,0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
48,2nd and 10 at MSU 25,2nd , 10 , MSU 25,MSU, 1st,0:27 ,14,7,7, (0:27 - 1st) Brian Lewerke pass complete to Felton Davis III for 21 yds to the MchSt 46 for a 1ST down ,21,1, Brian Lewerke,1, Felton Davis III ,0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
49,,,,,MSU,,,14,7,7, End of 1st Quarter ,,,,,,,,,,,,,,,,,,,
50,1st and 10 at MSU 46,1st , 10 , MSU 46,MSU, 2nd,14:55 ,14,7,7, (14:55 - 2nd) Brian Lewerke pass complete to Darrell Stewart Jr. for 9 yds to the PnSt 45 ,9,1, Brian Lewerke,1, Darrell Stewart Jr. ,0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
51,2nd and 1 at PSU 45,2nd , 1 , PSU 45,MSU, 2nd,14:32 ,14,7,7, (14:32 - 2nd) Brian Lewerke sacked by Yetur Gross-Matos and Tyrell Chavis for a loss of 9 yards to the MchSt 46 ,-9,,,,,,,,,,,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
52,3rd and 10 at MSU 46,3rd , 10 , MSU 46,MSU, 2nd,13:49 ,14,7,7, (13:49 - 2nd) LJ Scott run for no gain to the MchSt 46 ,0,0,0,0,0,1, LJ Scott ,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
53,4th and 10 at MSU 46,4th , 10 , MSU 46,MSU, 2nd,12:51 ,14,7,7," (12:51 - 2nd) Jake Hartbarger punt for 34 yds, fair catch by DeAndre Thompkins at the PnSt 20 ",34,0,0,0,0,0,0,1,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
54,1st and 10 at PSU 20,1st , 10 , PSU 20,PSU, 2nd,12:39 ,14,7,7, (12:39 - 2nd) Trace McSorley pass complete to DeAndre Thompkins for 8 yds to the PnSt 28 ,8,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
55,2nd and 2 at PSU 28,2nd , 2 , PSU 28,PSU, 2nd,11:57 ,14,7,7, (11:57 - 2nd) Trace McSorley pass complete to Jonathan Holland for 7 yds to the PnSt 35 for a 1ST down ,7,1, Trace McSorley,1, Jonathan Holland ,0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
56,1st and 10 at PSU 35,1st , 10 , PSU 35,PSU, 2nd,11:31 ,14,7,7, (11:31 - 2nd) Trace McSorley sacked by Raequan Williams for a loss of 2 yards to the PnSt 33 ,-2,,,,,,,,,,,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
57,2nd and 12 at PSU 33,2nd , 12 , PSU 33,PSU, 2nd,11:04 ,14,7,7, (11:04 - 2nd) Trace McSorley pass complete to Mike Gesicki for 3 yds to the PnSt 36 ,3,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
58,3rd and 9 at PSU 36,3rd , 9 , PSU 36,PSU, 2nd,10:15 ,14,7,7, (10:15 - 2nd) Trace McSorley pass complete to Irvin Charles for 4 yds to the PnSt 40 ,4,1, Trace McSorley,1, Irvin Charles ,0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
59,4th and 5 at PSU 40,4th , 5 , PSU 40,PSU, 2nd,9:38 ,14,7,7," (9:38 - 2nd) Blake Gillikin punt for 44 yds , Cody White returns for 2 yds to the MchSt 18 ",44,0,0,0,0,0,0,1,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
60,1st and 10 at MSU 18,1st , 10 , MSU 18,MSU, 2nd,9:31 ,14,7,7," (9:31 - 2nd) Brian Lewerke pass incomplete to Felton Davis III, broken up by Tariq Castro-Fields ",0,1, Brian Lewerke,0," Felton Davis III, broken up by Tariq Castro-Fields ",0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
61,2nd and 10 at MSU 18,2nd , 10 , MSU 18,MSU, 2nd,9:27 ,14,7,7," (9:27 - 2nd) Brian Lewerke pass incomplete to Cody White, broken up by Amani Oruwariye ",0,1, Brian Lewerke,0," Cody White, broken up by Amani Oruwariye ",0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
62,3rd and 10 at MSU 18,3rd , 10 , MSU 18,MSU, 2nd,9:18 ,14,7,7, (9:18 - 2nd) Brian Lewerke pass complete to Darrell Stewart Jr. for 25 yds to the MchSt 43 for a 1ST down ,25,1, Brian Lewerke,1, Darrell Stewart Jr. ,0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
63,1st and 10 at MSU 43,1st , 10 , MSU 43,MSU, 2nd,9:03 ,14,7,7, (9:03 - 2nd) Brian Lewerke pass complete to Felton Davis III for 14 yds to the PnSt 43 for a 1ST down ,14,1, Brian Lewerke,1, Felton Davis III ,0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
64,1st and 10 at PSU 43,1st , 10 , PSU 43,MSU, 2nd,8:31 ,14,7,7, (8:31 - 2nd) LJ Scott run for 6 yds to the PnSt 37 ,6,0,0,0,0,1, LJ Scott ,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
65,2nd and 4 at PSU 37,2nd , 4 , PSU 37,MSU, 2nd,7:58 ,14,7,7," (7:58 - 2nd) Brian Lewerke pass incomplete to Trishton Jackson, broken up by Tariq Castro-Fields ",0,1, Brian Lewerke,0," Trishton Jackson, broken up by Tariq Castro-Fields ",0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
66,3rd and 4 at PSU 37,3rd , 4 , PSU 37,MSU, 2nd,7:39 ,14,7,7, (7:39 - 2nd) Brian Lewerke pass complete to Matt Sokol for 3 yds to the PnSt 34 ,3,1, Brian Lewerke,1, Matt Sokol ,0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
67,4th and 1 at PSU 34,4th , 1 , PSU 34,MSU, 2nd,7:12 ,14,7,7, (7:12 - 2nd) LJ Scott run for no gain to the PnSt 34 ,0,0,0,0,0,1, LJ Scott ,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
68,1st and 10 at PSU 34,1st , 10 , PSU 34,PSU, 2nd,6:57 ,14,7,7, (6:57 - 2nd) Saquon Barkley run for no gain to the PnSt 34 ,0,0,0,0,0,1, Saquon Barkley ,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
69,2nd and 10 at PSU 34,2nd , 10 , PSU 34,PSU, 2nd,6:35 ,14,7,7, (6:35 - 2nd) Trace McSorley pass incomplete ,0,1, Trace McSorley,0,0,0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
70,3rd and 10 at PSU 34,3rd , 10 , PSU 34,PSU, 2nd,6:25 ,14,7,7, (6:25 - 2nd) Trace McSorley pass incomplete ,0,1, Trace McSorley,0,0,0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
71,4th and 10 at PSU 34,4th , 10 , PSU 34,PSU, 2nd,6:18 ,14,7,7," (6:18 - 2nd) Blake Gillikin punt for 35 yds, fair catch by Cody White at the MchSt 31 ",35,0,0,0,0,0,0,1,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
72,1st and 10 at MSU 31,1st , 10 , MSU 31,MSU, 2nd,6:03 ,14,14,0, (6:03 - 2nd) Gerald Holmes run for 3 yds to the MchSt 34 ,3,0,0,0,0,1, Gerald Holmes ,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
73,2nd and 7 at MSU 34,2nd , 7 , MSU 34,MSU, 2nd,6:00 ,14,14,0," (6:00 - 2nd) Lewerke, Brian pass incomplete, PENALTY PENNST pass interference 11 yards to the MICHIGANST45, NO PLAY, 1ST DOWN MICHIGANST. ",0,0,0,0,0,0,0,0,0,0,1,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
74,1st and 10 at MSU 45,1st , 10 , MSU 45,MSU, 2nd,5:32 ,14,14,0, (5:32 - 2nd) Gerald Holmes run for no gain to the MchSt 45 ,0,0,0,0,0,1, Gerald Holmes ,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
75,2nd and 10 at MSU 45,2nd , 10 , MSU 45,MSU, 2nd,4:35 ,14,14,0, (4:35 - 2nd) Brian Lewerke run for 7 yds to the PnSt 48 ,7,0,0,0,0,1, Brian Lewerke ,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
76,3rd and 3 at PSU 48,3rd , 3 , PSU 48,MSU, 2nd,4:01 ,14,14,0, (4:01 - 2nd) Brian Lewerke pass complete to Gerald Holmes for 15 yds to the PnSt 33 for a 1ST down ,15,1, Brian Lewerke,1, Gerald Holmes ,0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
77,1st and 10 at PSU 33,1st , 10 , PSU 33,MSU, 2nd,3:54 ,14,14,0," (3:54 - 2nd) Brian Lewerke pass complete to Felton Davis III for 33 yds for a TD, (Matt Coghlin KICK) ",33,1, Brian Lewerke,1, Felton Davis III ,0,0,0,0,0,0,11/4/2017,2017," East Lansing, MI 48824 ",road,PSU-10.0,46," 71,605",400935399
