,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
15,2nd and 10 at KENT 46,2nd , 10 , KENT 46,KENT, 1st,9:56 ,0,3,-3, (9:56 - 1st) Justin Agner run for 2 yds to the KntSt 48 ,2,0,0,0,0,1, Justin Agner ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
16,3rd and 8 at KENT 48,3rd , 8 , KENT 48,KENT, 1st,9:56 ,0,3,-3, (9:56 - 1st) Justin Agner pass complete to Nick Holley for 11 yds to the PnSt 41 for a 1ST down ,11,1, Justin Agner,1, Nick Holley ,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
17,1st and 10 at PSU 41,1st , 10 , PSU 41,KENT, 1st,9:56 ,0,3,-3," (9:56 - 1st) Justin Agner pass incomplete, broken up by Nyeem Wartman-White ",0,1, Justin Agner,0,0,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
18,2nd and 10 at PSU 41,2nd , 10 , PSU 41,KENT, 1st,9:56 ,0,3,-3, (9:56 - 1st) Justin Agner pass complete to Kris White for 12 yds to the PnSt 29 for a 1ST down ,12,1, Justin Agner,1, Kris White ,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
19,1st and 10 at PSU 29,1st , 10 , PSU 29,KENT, 1st,9:56 ,0,3,-3, (9:56 - 1st) Justin Agner run for 16 yds to the PnSt 13 for a 1ST down ,16,0,0,0,0,1, Justin Agner ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
20,1st and 10 at PSU 13,1st , 10 , PSU 13,KENT, 1st,9:56 ,0,3,-3, (9:56 - 1st) Justin Rankin run for 3 yds to the PnSt 10 ,3,0,0,0,0,1, Justin Rankin ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
21,2nd and 7 at PSU 10,2nd , 7 , PSU 10,KENT, 1st,9:56 ,0,3,-3, (9:56 - 1st) Justin Agner pass incomplete ,0,1, Justin Agner,0,0,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
22,3rd and 7 at PSU 10,3rd , 7 , PSU 10,KENT, 1st,9:56 ,0,3,-3, (9:56 - 1st) Justin Agner run for no gain to the PnSt 10 ,0,0,0,0,0,1, Justin Agner ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
23,4th and 7 at PSU 10,4th , 7 , PSU 10,KENT, 1st,5:25 ,0,3,-3, (5:25 - 1st) Shane Hynes 26 yd FG GOOD ,,0,0,0,0,0,0,0,1,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
24,,,,,PSU, 1st,5:25 ,6,3,3," (5:25 - 1st) Shane Hynes kickoff for 61 yds , Miles Sanders return for 17 yds to the PnSt 21 ",61,,,,,,,,,,,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
25,1st and 10 at PSU 21,1st , 10 , PSU 21,PSU, 1st,5:19 ,6,3,3, (5:19 - 1st) Saquon Barkley run for 4 yds to the PnSt 25 ,4,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
26,2nd and 6 at PSU 25,2nd , 6 , PSU 25,PSU, 1st,5:19 ,6,3,3, (5:19 - 1st) Trace McSorley run for 8 yds to the PnSt 33 for a 1ST down ,8,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
27,1st and 10 at PSU 33,1st , 10 , PSU 33,PSU, 1st,5:19 ,6,3,3, (5:19 - 1st) Trace McSorley pass complete to Chris Godwin for 26 yds to the KntSt 41 for a 1ST down ,26,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
28,1st and 10 at KENT 41,1st , 10 , KENT 41,PSU, 1st,5:19 ,6,3,3, (5:19 - 1st) Saquon Barkley run for 9 yds to the KntSt 32 ,9,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
29,2nd and 1 at KENT 32,2nd , 1 , KENT 32,PSU, 1st,5:19 ,6,3,3, (5:19 - 1st) Saquon Barkley run for 4 yds to the KntSt 28 for a 1ST down ,4,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
30,1st and 10 at KENT 28,1st , 10 , KENT 28,PSU, 1st,5:19 ,6,3,3, (5:19 - 1st) Trace McSorley pass complete to Chris Godwin for 7 yds to the KntSt 21 ,7,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
31,2nd and 3 at KENT 21,2nd , 3 , KENT 21,PSU, 1st,5:19 ,6,3,3, (5:19 - 1st) Trace McSorley run for 9 yds to the KntSt 12 for a 1ST down ,9,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
32,1st and 10 at KENT 12,1st , 10 , KENT 12,PSU, 1st,5:19 ,6,3,3, (5:19 - 1st) Saquon Barkley run for 8 yds to the KntSt 4 ,8,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
33,2nd and 2 at KENT 4,2nd , 2 , KENT 4,PSU, 1st,1:56 ,6,3,3, (1:56 - 1st) DaeSean Hamilton 4 Yd pass from Trace McSorley (Two-Point Run Conversion Failed) ,,1,Trace McSorley,1, DaeSean Hamilton,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
34,,,,,KENT, 1st,1:56 ,6,6,0, (1:56 - 1st) Joey Julius kickoff for 65 yds for a touchback ,65,,,,,,,,,,,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
35,1st and 10 at KENT 25,1st , 10 , KENT 25,KENT, 1st,1:56 ,6,6,0," (1:56 - 1st) Justin Agner run for 2 yds to the KntSt 27 for a 1ST down PENN ST Penalty, personal foul (Robert Windsor) to the KntSt 42 for a 1ST down ",2,0,0,0,0,0,0,0,0,0,1,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
36,1st and 10 at KENT 42,1st , 10 , KENT 42,KENT, 1st,1:56 ,6,6,0, (1:56 - 1st) Will Matthews run for 3 yds to the KntSt 45 ,3,0,0,0,0,1, Will Matthews ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
37,2nd and 7 at KENT 45,2nd , 7 , KENT 45,KENT, 1st,1:56 ,6,6,0, (1:56 - 1st) Mylik Mitchell pass incomplete ,0,1, Mylik Mitchell,0,0,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
38,3rd and 7 at KENT 45,3rd , 7 , KENT 45,KENT, 1st,1:56 ,6,6,0, (1:56 - 1st) Mylik Mitchell run for 8 yds to the PnSt 47 for a 1ST down ,8,0,0,0,0,1, Mylik Mitchell ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
39,1st and 10 at PSU 47,1st , 10 , PSU 47,KENT, 1st,1:56 ,6,6,0, (1:56 - 1st) Mylik Mitchell run for 13 yds to the PnSt 34 for a 1ST down ,13,0,0,0,0,1, Mylik Mitchell ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
40,,,,,KENT,,,6,6,0, End of 1st Quarter ,,,,,,,,,,,,,,,,,,,
41,1st and 10 at PSU 34,1st , 10 , PSU 34,KENT, 2nd,15:00 ,6,6,0, (15:00 - 2nd) Kavious Price run for 28 yds to the PnSt 6 for a 1ST down ,28,0,0,0,0,1, Kavious Price ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
42,1st and Goal at PSU 6,1st , Goal , PSU 6,KENT, 2nd,15:00 ,6,6,0, (15:00 - 2nd) Will Matthews run for 3 yds to the PnSt 3 ,3,0,0,0,0,1, Will Matthews ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
43,2nd and Goal at PSU 3,2nd , Goal , PSU 3,KENT, 2nd,15:00 ,6,6,0," (15:00 - 2nd) AGNER, Justin rush for no gain to the PSU3 (Reid, John;Allen, Marcus), PENALTY KENT face mask 15 yards to the PSU18, NO PLAY. ",0,0,0,0,0,0,0,0,0,0,1,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
44,2nd and Goal at PSU 18,2nd , Goal , PSU 18,KENT, 2nd,15:00 ,6,6,0," (15:00 - 2nd) KENT ST Penalty, illegal procedure (-5 Yards) to the PnSt 23 ",,0,0,0,0,0,0,0,0,0,1,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
45,2nd and Goal at PSU 23,2nd , Goal , PSU 23,KENT, 2nd,15:00 ,6,6,0, (15:00 - 2nd) Mylik Mitchell pass complete to Trey Harrell for a loss of 3 yards to the PnSt 26 ,-3,1, Mylik Mitchell,1, Trey Harrell ,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
46,3rd and Goal at PSU 26,3rd , Goal , PSU 26,KENT, 2nd,15:00 ,6,6,0, (15:00 - 2nd) Justin Agner run for no gain to the PnSt 26 ,0,0,0,0,0,1, Justin Agner ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
47,4th and 0 at PSU 26,4th , 0 , PSU 26,KENT, 2nd,11:33 ,6,6,0, (11:33 - 2nd) Shane Hynes 43 yd FG GOOD ,,0,0,0,0,0,0,0,1,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
48,,,,,PSU, 2nd,11:33 ,6,6,0," (11:33 - 2nd) Shane Hynes kickoff for 63 yds , Miles Sanders return for 19 yds to the PnSt 21 ",63,,,,,,,,,,,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
49,1st and 10 at PSU 21,1st , 10 , PSU 21,PSU, 2nd,11:28 ,6,6,0, (11:28 - 2nd) Trace McSorley pass complete to Mike Gesicki for 14 yds to the PnSt 35 for a 1ST down ,14,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
50,1st and 10 at PSU 35,1st , 10 , PSU 35,PSU, 2nd,11:28 ,6,6,0, (11:28 - 2nd) Trace McSorley run for 5 yds to the PnSt 40 ,5,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
51,2nd and 5 at PSU 40,2nd , 5 , PSU 40,PSU, 2nd,11:28 ,6,6,0, (11:28 - 2nd) Saquon Barkley run for 4 yds to the PnSt 44 ,4,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
52,3rd and 1 at PSU 44,3rd , 1 , PSU 44,PSU, 2nd,11:28 ,6,6,0, (11:28 - 2nd) Andre Robinson run for a loss of 2 yards to the PnSt 42 ,-2,0,0,0,0,1, Andre Robinson ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
53,4th and 3 at PSU 42,4th , 3 , PSU 42,PSU, 2nd,11:28 ,6,6,0," (11:28 - 2nd) Blake Gillikin punt for 38 yds, punt out-of-bounds at the KntSt 20 ",38,0,0,0,0,0,0,1,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
54,1st and 10 at KENT 20,1st , 10 , KENT 20,KENT, 2nd,9:13 ,6,6,0," (9:13 - 2nd) MITCHELL, Mylik pass incomplete to WHITE, Kris, PENALTY KENT holding 10 yards to the KENT10, NO PLAY. ",0,0,0,0,0,0,0,0,0,0,1,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
55,1st and 20 at KENT 10,1st , 20 , KENT 10,KENT, 2nd,9:13 ,6,6,0, (9:13 - 2nd) Mylik Mitchell pass incomplete ,0,1, Mylik Mitchell,0,0,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
56,2nd and 20 at KENT 10,2nd , 20 , KENT 10,KENT, 2nd,9:13 ,6,6,0," (9:13 - 2nd) Mylik Mitchell pass complete to Myles Washington for 9 yds Myles Washington fumbled, forced by Marcus Allen, recovered by PnSt Marcus Allen , return for 6 yds to the KntSt 13 ",9,1, Mylik Mitchell,1, Myles Washington ,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
57,1st and 10 at KENT 13,1st , 10 , KENT 13,PSU, 2nd,8:43 ,13,6,7, (8:43 - 2nd) Saquon Barkley run for 6 yds to the KntSt 7 ,6,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
58,2nd and 4 at KENT 7,2nd , 4 , KENT 7,PSU, 2nd,8:02 ,13,6,7," (8:02 - 2nd) Saquon Barkley run for 7 yds for a TD, (Tyler Davis KICK) ",7,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
59,,,,,KENT, 2nd,8:02 ,13,6,7," (8:02 - 2nd) Joey Julius kickoff for 63 yds , Kavious Price return for 22 yds to the KntSt 24 ",63,,,,,,,,,,,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
60,1st and 10 at KENT 24,1st , 10 , KENT 24,KENT, 2nd,7:57 ,13,6,7," (7:57 - 2nd) George Bollas run for a loss of 7 yards to the KntSt 17 George Bollas fumbled, recovered by KntSt Justin Rankin ",-7,0,0,0,0,1, George Bollas ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
61,2nd and 17 at KENT 17,2nd , 17 , KENT 17,KENT, 2nd,7:57 ,13,6,7, (7:57 - 2nd) George Bollas pass incomplete ,0,1, George Bollas,0,0,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
62,3rd and 17 at KENT 17,3rd , 17 , KENT 17,KENT, 2nd,7:57 ,13,6,7, (7:57 - 2nd) Justin Rankin run for 9 yds to the KntSt 26 ,9,0,0,0,0,1, Justin Rankin ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
63,4th and 8 at KENT 26,4th , 8 , KENT 26,KENT, 2nd,7:57 ,13,6,7," (7:57 - 2nd) Derek Adams punt for 43 yds , John Reid returns for no gain to the PnSt 31 ",43,0,0,0,0,0,0,1,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
64,1st and 10 at PSU 31,1st , 10 , PSU 31,PSU, 2nd,6:12 ,13,13,0," (6:12 - 2nd) Trace McSorley sacked by Terence Waugh for a loss of 11 yards Trace McSorley fumbled, recovered by KntSt Elcee Refuge , return for 0 yards , return for 20 yds, (Shane Hynes KICK) ",-11,,,,,,,,,,,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
65,,,,,PSU, 2nd,6:12 ,16,13,3," (6:12 - 2nd) Shane Hynes kickoff for 56 yds , Nick Scott return for 30 yds to the PnSt 39 ",56,,,,,,,,,,,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
66,1st and 10 at PSU 39,1st , 10 , PSU 39,PSU, 2nd,6:05 ,16,13,3, (6:05 - 2nd) Trace McSorley run for 6 yds to the PnSt 45 ,6,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
67,2nd and 4 at PSU 45,2nd , 4 , PSU 45,PSU, 2nd,6:05 ,16,13,3, (6:05 - 2nd) Trace McSorley pass complete to Saeed Blacknall for 21 yds to the KntSt 34 for a 1ST down ,21,1, Trace McSorley,1, Saeed Blacknall ,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
68,1st and 10 at KENT 34,1st , 10 , KENT 34,PSU, 2nd,6:05 ,16,13,3, (6:05 - 2nd) Saquon Barkley run for 1 yd to the KntSt 33 ,1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
69,2nd and 9 at KENT 33,2nd , 9 , KENT 33,PSU, 2nd,6:05 ,16,13,3, (6:05 - 2nd) Trace McSorley pass complete to Chris Godwin for 7 yds to the KntSt 26 ,7,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
70,3rd and 2 at KENT 26,3rd , 2 , KENT 26,PSU, 2nd,6:05 ,16,13,3, (6:05 - 2nd) Saquon Barkley run for 4 yds to the KntSt 22 for a 1ST down ,4,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
71,1st and 10 at KENT 22,1st , 10 , KENT 22,PSU, 2nd,6:05 ,16,13,3, (6:05 - 2nd) Trace McSorley pass complete to Chris Godwin for 6 yds to the KntSt 16 ,6,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
72,2nd and 4 at KENT 16,2nd , 4 , KENT 16,PSU, 2nd,6:05 ,16,13,3, (6:05 - 2nd) Saquon Barkley run for 2 yds to the KntSt 14 ,2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
73,3rd and 2 at KENT 14,3rd , 2 , KENT 14,PSU, 2nd,6:05 ,16,13,3," (6:05 - 2nd) Trace McSorley run for 1 yd to the KntSt 13 for a 1ST down KENT ST Penalty, personal foul (James Alexander) to the KntSt 6 for a 1ST down ",1,0,0,0,0,0,0,0,0,0,1,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
74,1st and Goal at KENT 6,1st , Goal , KENT 6,PSU, 2nd,6:05 ,16,13,3, (6:05 - 2nd) Trace McSorley pass incomplete to Mike Gesicki ,0,1, Trace McSorley,0, Mike Gesicki ,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
75,2nd and Goal at KENT 6,2nd , Goal , KENT 6,PSU, 2nd,6:05 ,16,13,3, (6:05 - 2nd) Saquon Barkley run for a loss of 6 yards to the KntSt 12 ,-6,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
76,3rd and Goal at KENT 12,3rd , Goal , KENT 12,PSU, 2nd,6:05 ,16,13,3," (6:05 - 2nd) Trace McSorley pass incomplete to Chris Godwin PENN ST Penalty, Offensive pass interference ( Yards) declined ",0,0,0,0,0,0,0,0,0,0,1,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
77,4th and 0 at KENT 12,4th , 0 , KENT 12,PSU, 2nd,1:47 ,16,13,3, (1:47 - 2nd) Tyler Davis 29 yd FG GOOD ,,0,0,0,0,0,0,0,1,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
78,,,,,KENT, 2nd,1:47 ,16,13,3, (1:47 - 2nd) Joey Julius kickoff for 65 yds for a touchback ,65,,,,,,,,,,,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
79,1st and 10 at KENT 25,1st , 10 , KENT 25,KENT, 2nd,1:47 ,16,13,3, (1:47 - 2nd) Justin Rankin run for 3 yds to the KntSt 28 ,3,0,0,0,0,1, Justin Rankin ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
80,,,,,KENT, 2nd,1:41 ,16,13,3," (1:41 - 2nd) Timeout PENN ST, clock 01:41 ",,,,,,,,,,,,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
81,,,,,KENT, 2nd,1:41 ,16,13,3," (1:41 - 2nd) Timeout KENT ST, clock 01:41 ",,,,,,,,,,,,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
82,2nd and 7 at KENT 28,2nd , 7 , KENT 28,KENT, 2nd,1:41 ,16,13,3, (1:41 - 2nd) Justin Agner pass complete to Nick Holley for 15 yds to the KntSt 43 for a 1ST down ,15,1, Justin Agner,1, Nick Holley ,0,0,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
83,1st and 10 at KENT 43,1st , 10 , KENT 43,KENT, 2nd,1:41 ,16,13,3, (1:41 - 2nd) Justin Agner run for 8 yds to the PnSt 49 ,8,0,0,0,0,1, Justin Agner ,0,0,0,0,9/3/2016,2016," University Park, PA 16802 ",home,PSU-23.5,44," 94,378",400869261
