,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
16,,,,,PSU, 1st,8:54 ,14,7,7," (8:54 - 1st) Austin Jones kickoff for 65 yds , Miles Sanders return for 31 yds to the PnSt 31 ",65,,,,,,,,,,,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
17,1st and 10 at PSU 31,1st , 10 , PSU 31,PSU, 1st,8:47 ,14,7,7, (8:47 - 1st) Trace McSorley pass complete to DeAndre Thompkins for 8 yds to the PnSt 39 ,8,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
18,2nd and 2 at PSU 39,2nd , 2 , PSU 39,PSU, 1st,8:47 ,14,7,7, (8:47 - 1st) Mark Allen run for 6 yds to the PnSt 45 for a 1ST down ,6,0,0,0,0,1, Mark Allen ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
19,1st and 10 at PSU 45,1st , 10 , PSU 45,PSU, 1st,8:47 ,14,7,7, (8:47 - 1st) Mark Allen run for 2 yds to the PnSt 47 ,2,0,0,0,0,1, Mark Allen ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
20,2nd and 8 at PSU 47,2nd , 8 , PSU 47,PSU, 1st,8:47 ,14,7,7, (8:47 - 1st) Trace McSorley run for 13 yds to the Temp 40 for a 1ST down ,13,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
21,1st and 10 at TEM 40,1st , 10 , TEM 40,PSU, 1st,8:47 ,14,7,7, (8:47 - 1st) Trace McSorley pass incomplete to Chris Godwin ,0,1, Trace McSorley,0, Chris Godwin ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
22,2nd and 10 at TEM 40,2nd , 10 , TEM 40,PSU, 1st,8:47 ,14,7,7, (8:47 - 1st) Trace McSorley run for 2 yds to the Temp 38 ,2,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
23,3rd and 8 at TEM 38,3rd , 8 , TEM 38,PSU, 1st,8:47 ,14,7,7," (8:47 - 1st) TEMPLE Penalty, encroachment (5 Yards) to the Temp 33 ",,0,0,0,0,0,0,0,0,0,1,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
24,3rd and 3 at TEM 33,3rd , 3 , TEM 33,PSU, 1st,8:47 ,14,7,7," (8:47 - 1st) TEMPLE Penalty, encroachment (5 Yards) to the Temp 28 for a 1ST down ",,0,0,0,0,0,0,0,0,0,1,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
25,1st and 10 at TEM 28,1st , 10 , TEM 28,PSU, 1st,8:47 ,14,7,7, (8:47 - 1st) Trace McSorley pass complete to Chris Godwin for 5 yds to the Temp 23 ,5,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
26,2nd and 5 at TEM 23,2nd , 5 , TEM 23,PSU, 1st,8:47 ,14,7,7, (8:47 - 1st) Mark Allen run for 6 yds to the Temp 17 for a 1ST down ,6,0,0,0,0,1, Mark Allen ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
27,1st and 10 at TEM 17,1st , 10 , TEM 17,PSU, 1st,8:47 ,14,7,7," (8:47 - 1st) TEAM run for a loss of 8 yards to the Temp 25 TEAM fumbled, recovered by PnSt Trace McSorley ",-8,0,0,0,0,1, TEAM ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
28,2nd and 18 at TEM 25,2nd , 18 , TEM 25,PSU, 1st,8:47 ,14,7,7, (8:47 - 1st) Trace McSorley pass complete to Chris Godwin for 7 yds to the Temp 18 ,7,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
29,3rd and 11 at TEM 18,3rd , 11 , TEM 18,PSU, 1st,8:47 ,14,7,7, (8:47 - 1st) Andre Robinson run for 12 yds to the Temp 6 for a 1ST down ,12,0,0,0,0,1, Andre Robinson ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
30,1st and Goal at TEM 6,1st , Goal , TEM 6,PSU, 1st,8:47 ,14,7,7, (8:47 - 1st) Andre Robinson run for 3 yds to the Temp 3 ,3,0,0,0,0,1, Andre Robinson ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
31,2nd and Goal at TEM 3,2nd , Goal , TEM 3,PSU, 1st,2:50 ,14,7,7," (2:50 - 1st) Andre Robinson run for 3 yds for a TD, (Tyler Davis KICK) ",3,0,0,0,0,1, Andre Robinson ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
32,,,,,TEM, 1st,2:50 ,14,7,7, (2:50 - 1st) Joey Julius kickoff for 65 yds for a touchback ,65,,,,,,,,,,,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
33,1st and 10 at TEM 25,1st , 10 , TEM 25,TEM, 1st,2:50 ,14,7,7, (2:50 - 1st) Jahad Thomas run for 1 yd to the Temp 26 ,1,0,0,0,0,1, Jahad Thomas ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
34,2nd and 9 at TEM 26,2nd , 9 , TEM 26,TEM, 1st,2:50 ,14,7,7, (2:50 - 1st) Phillip Walker pass complete to Keith Kirkwood for 8 yds to the Temp 34 ,8,1, Phillip Walker,1, Keith Kirkwood ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
35,3rd and 1 at TEM 34,3rd , 1 , TEM 34,TEM, 1st,2:50 ,14,7,7, (2:50 - 1st) Phillip Walker run for no gain to the Temp 34 ,0,0,0,0,0,1, Phillip Walker ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
36,4th and 1 at TEM 34,4th , 1 , TEM 34,TEM, 1st,2:50 ,14,7,7," (2:50 - 1st) Alex Starzyk punt for 43 yds, punt out-of-bounds at the Temp 48 , John Reid returns for 29 yds to the Temp 48 ",43,0,0,0,0,0,0,1,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
37,1st and 10 at TEM 48,1st , 10 , TEM 48,PSU, 1st,0:36 ,14,7,7," (0:36 - 1st) Trace McSorley pass incomplete to Chris Godwin, broken up by Haason Reddick ",0,1, Trace McSorley,0," Chris Godwin, broken up by Haason Reddick ",0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
38,2nd and 10 at TEM 48,2nd , 10 , TEM 48,PSU, 1st,0:36 ,14,7,7, (0:36 - 1st) Trace McSorley pass complete to DeAndre Thompkins for 13 yds to the Temp 35 for a 1ST down ,13,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
39,,,,,PSU,,,14,7,7, End of 1st Quarter ,,,,,,,,,,,,,,,,,,,
40,1st and 10 at TEM 35,1st , 10 , TEM 35,PSU, 2nd,15:00 ,14,7,7," (15:00 - 2nd) Trace McSorley run for a loss of 9 yards to the Temp 44 Trace McSorley fumbled, recovered by PnSt Trace McSorley ",-9,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
41,2nd and 19 at TEM 44,2nd , 19 , TEM 44,PSU, 2nd,15:00 ,14,7,7, (15:00 - 2nd) Trace McSorley pass complete to Mike Gesicki for 10 yds to the Temp 34 ,10,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
42,3rd and 9 at TEM 34,3rd , 9 , TEM 34,PSU, 2nd,15:00 ,14,7,7, (15:00 - 2nd) Miles Sanders run for 6 yds to the Temp 28 ,6,0,0,0,0,1, Miles Sanders ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
43,,,,,PSU, 2nd,13:16 ,14,7,7," (13:16 - 2nd) Timeout TEMPLE, clock 13:16 ",,,,,,,,,,,,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
44,4th and 3 at TEM 28,4th , 3 , TEM 28,PSU, 2nd,13:16 ,14,7,7, (13:16 - 2nd) Miles Sanders run for 19 yds to the Temp 9 for a 1ST down ,19,0,0,0,0,1, Miles Sanders ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
45,1st and Goal at TEM 9,1st , Goal , TEM 9,PSU, 2nd,13:16 ,14,7,7," (13:16 - 2nd) Miles Sanders run for 2 yds to the Temp 7 Miles Sanders fumbled, forced by Praise Martin-Oguike, recovered by Temp Avery Williams ",2,0,0,0,0,1, Miles Sanders ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
46,1st and 10 at TEM 7,1st , 10 , TEM 7,TEM, 2nd,12:44 ,14,7,7, (12:44 - 2nd) Jahad Thomas run for a loss of 3 yards to the Temp 4 ,-3,0,0,0,0,1, Jahad Thomas ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
47,2nd and 13 at TEM 4,2nd , 13 , TEM 4,TEM, 2nd,12:44 ,14,7,7, (12:44 - 2nd) Jahad Thomas run for 6 yds to the Temp 10 ,6,0,0,0,0,1, Jahad Thomas ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
48,3rd and 7 at TEM 10,3rd , 7 , TEM 10,TEM, 2nd,12:44 ,14,7,7, (12:44 - 2nd) Jahad Thomas run for a loss of 2 yards to the Temp 8 ,-2,0,0,0,0,1, Jahad Thomas ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
49,4th and 9 at TEM 8,4th , 9 , TEM 8,TEM, 2nd,12:44 ,14,7,7," (12:44 - 2nd) Alex Starzyk punt for 35 yds , John Reid returns for no gain to the PnSt 8 PENN ST Penalty, Offensive holding (10 Yards) to the PnSt 47 ",35,0,0,0,0,0,0,0,0,0,1,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
50,1st and 10 at PSU 47,1st , 10 , PSU 47,PSU, 2nd,10:29 ,21,7,14, (10:29 - 2nd) Mark Allen run for 1 yd to the PnSt 48 ,1,0,0,0,0,1, Mark Allen ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
51,2nd and 9 at PSU 48,2nd , 9 , PSU 48,PSU, 2nd,10:29 ,21,7,14, (10:29 - 2nd) Trace McSorley pass incomplete to Chris Godwin ,0,1, Trace McSorley,0, Chris Godwin ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
52,3rd and 9 at PSU 48,3rd , 9 , PSU 48,PSU, 2nd,10:29 ,21,7,14, (10:29 - 2nd) Trace McSorley run for 8 yds to the Temp 44 ,8,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
53,4th and 1 at TEM 44,4th , 1 , TEM 44,PSU, 2nd,10:29 ,21,7,14, (10:29 - 2nd) Andre Robinson run for 1 yd to the Temp 43 for a 1ST down ,1,0,0,0,0,1, Andre Robinson ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
54,1st and 10 at TEM 43,1st , 10 , TEM 43,PSU, 2nd,10:29 ,21,7,14, (10:29 - 2nd) Trace McSorley pass complete to Chris Godwin for 23 yds to the Temp 20 for a 1ST down ,23,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
55,1st and 10 at TEM 20,1st , 10 , TEM 20,PSU, 2nd,10:29 ,21,7,14, (10:29 - 2nd) Andre Robinson run for 2 yds to the Temp 18 ,2,0,0,0,0,1, Andre Robinson ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
56,,,,,PSU, 2nd,7:43 ,21,7,14," (7:43 - 2nd) Timeout PENN ST, clock 07:43 ",,,,,,,,,,,,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
57,2nd and 8 at TEM 18,2nd , 8 , TEM 18,PSU, 2nd,7:43 ,21,7,14, (7:43 - 2nd) Trace McSorley pass incomplete to Mike Gesicki ,0,1, Trace McSorley,0, Mike Gesicki ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
58,3rd and 8 at TEM 18,3rd , 8 , TEM 18,PSU, 2nd,7:43 ,21,7,14," (7:43 - 2nd) Trace McSorley pass complete to Brandon Polk for 14 yds to the Temp 4 for a 1ST down TEMPLE Penalty, roughing passer (2 Yards) to the Temp 2 for a 1ST down ",14,0,0,0,0,0,0,0,0,0,1,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
59,1st and Goal at TEM 2,1st , Goal , TEM 2,PSU, 2nd,7:15 ,21,7,14," (7:15 - 2nd) Trace McSorley run for 2 yds for a TD TEMPLE Penalty, Defensive holding ( Yards) declined, (Tyler Davis KICK) ",2,0,0,0,0,0,0,0,0,0,1,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
60,,,,,TEM, 2nd,7:15 ,21,7,14, (7:15 - 2nd) Joey Julius kickoff for 65 yds for a touchback ,65,,,,,,,,,,,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
61,1st and 10 at TEM 25,1st , 10 , TEM 25,TEM, 2nd,7:15 ,21,7,14, (7:15 - 2nd) Phillip Walker pass incomplete to Romond Deloatch ,0,1, Phillip Walker,0, Romond Deloatch ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
62,2nd and 10 at TEM 25,2nd , 10 , TEM 25,TEM, 2nd,7:15 ,21,7,14, (7:15 - 2nd) Phillip Walker run for 5 yds to the Temp 30 ,5,0,0,0,0,1, Phillip Walker ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
63,3rd and 5 at TEM 30,3rd , 5 , TEM 30,TEM, 2nd,7:15 ,21,7,14," (7:15 - 2nd) WALKER,Phillip pass complete to THOMAS,Jahad for 5 yards to the TEM35 (Golden, Malik), PENALTY PSU holding 10 yards to the TEM40, 1ST DOWN TEM, NO PLAY. ",,0,0,0,0,0,0,0,0,0,1,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
64,1st and 10 at TEM 40,1st , 10 , TEM 40,TEM, 2nd,7:15 ,21,7,14, (7:15 - 2nd) Jahad Thomas run for 3 yds to the Temp 43 ,3,0,0,0,0,1, Jahad Thomas ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
65,2nd and 7 at TEM 43,2nd , 7 , TEM 43,TEM, 2nd,7:15 ,21,7,14, (7:15 - 2nd) Phillip Walker pass complete to Brodrick Yancy for 19 yds to the PnSt 38 for a 1ST down ,19,1, Phillip Walker,1, Brodrick Yancy ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
66,1st and 10 at PSU 38,1st , 10 , PSU 38,TEM, 2nd,7:15 ,21,7,14, (7:15 - 2nd) Jahad Thomas run for 3 yds to the PnSt 35 ,3,0,0,0,0,1, Jahad Thomas ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
67,2nd and 7 at PSU 35,2nd , 7 , PSU 35,TEM, 2nd,7:15 ,21,7,14, (7:15 - 2nd) Phillip Walker sacked by Manny Bowen for a loss of 7 yards to the PnSt 42 ,-7,,,,,,,,,,,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
68,3rd and 14 at PSU 42,3rd , 14 , PSU 42,TEM, 2nd,7:15 ,21,7,14," (7:15 - 2nd) Phillip Walker pass complete to Jahad Thomas for 2 yds to the Temp 40 TEMPLE Penalty, personal foul (-15 Yards) to the Temp 45 ",2,0,0,0,0,0,0,0,0,0,1,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
69,3rd and 27 at TEM 45,3rd , 27 , TEM 45,TEM, 2nd,7:15 ,21,7,14, (7:15 - 2nd) Phillip Walker pass complete to Keith Kirkwood for 16 yds to the PnSt 39 ,16,1, Phillip Walker,1, Keith Kirkwood ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
70,4th and 11 at PSU 39,4th , 11 , PSU 39,TEM, 2nd,7:15 ,21,7,14, (7:15 - 2nd) Phillip Walker pass complete to Keith Kirkwood for 10 yds to the PnSt 29 ,10,1, Phillip Walker,1, Keith Kirkwood ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
71,1st and 10 at PSU 30,1st , 10 , PSU 30,PSU, 2nd,2:33 ,21,7,14, (2:33 - 2nd) Trace McSorley pass complete to Saquon Barkley for a loss of 1 yard to the PnSt 29 ,-1,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
72,2nd and 11 at PSU 29,2nd , 11 , PSU 29,PSU, 2nd,2:33 ,21,7,14, (2:33 - 2nd) Trace McSorley pass complete to Chris Godwin for 16 yds to the PnSt 45 for a 1ST down ,16,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
73,1st and 10 at PSU 45,1st , 10 , PSU 45,PSU, 2nd,2:33 ,21,7,14, (2:33 - 2nd) Trace McSorley pass complete to DeAndre Thompkins for 15 yds to the Temp 40 for a 1ST down ,15,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
74,1st and 10 at TEM 40,1st , 10 , TEM 40,PSU, 2nd,2:33 ,21,7,14, (2:33 - 2nd) Saquon Barkley run for a loss of 2 yards to the Temp 42 ,-2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
75,2nd and 12 at TEM 42,2nd , 12 , TEM 42,PSU, 2nd,2:33 ,21,7,14, (2:33 - 2nd) Trace McSorley pass complete to Chris Godwin for 8 yds to the Temp 34 ,8,1, Trace McSorley,1, Chris Godwin ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
76,3rd and 4 at TEM 34,3rd , 4 , TEM 34,PSU, 2nd,2:33 ,21,7,14," (2:33 - 2nd) McSorley, Trace pass incomplete to Godwin, Chris, PENALTY PSU holding (Barkley, Saquon) 10 yards to the TEM44, NO PLAY. ",0,0,0,0,0,0,0,0,0,0,1,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
77,3rd and 14 at TEM 44,3rd , 14 , TEM 44,PSU, 2nd,2:33 ,21,7,14, (2:33 - 2nd) Trace McSorley run for 3 yds to the Temp 41 ,3,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
78,,,,,PSU, 2nd,0:46 ,21,7,14," (0:46 - 2nd) Timeout TEMPLE, clock 00:46 ",,,,,,,,,,,,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
79,,,,,PSU, 2nd,0:46 ,21,7,14," (0:46 - 2nd) Timeout TEMPLE, clock 00:46 ",,,,,,,,,,,,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
80,4th and 11 at TEM 41,4th , 11 , TEM 41,PSU, 2nd,0:46 ,21,7,14, (0:46 - 2nd) Blake Gillikin punt for 41 yds for a touchback ,41,0,0,0,0,0,0,1,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
81,1st and 10 at TEM 20,1st , 10 , TEM 20,TEM, 2nd,0:38 ,21,10,11, (0:38 - 2nd) Jahad Thomas run for 15 yds to the Temp 35 for a 1ST down ,15,0,0,0,0,1, Jahad Thomas ,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
82,1st and 10 at TEM 35,1st , 10 , TEM 35,TEM, 2nd,0:38 ,21,10,11, (0:38 - 2nd) Phillip Walker pass complete to Marshall Ellick for 19 yds to the PnSt 46 for a 1ST down ,19,1, Phillip Walker,1, Marshall Ellick ,0,0,0,0,0,0,9/17/2016,2016," University Park, PA 16802 ",home,PSU-8.5,51," 100,420",400869519
