,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
36,1st and 10 at PSU 47,1st , 10 , PSU 47,NW, 1st,10:59 ,0,0,0, (10:59 - 1st) Clayton Thorson pass complete to Justin Jackson for 5 yds to the PnSt 42 ,5,1, Clayton Thorson,1, Justin Jackson ,0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
37,2nd and 5 at PSU 42,2nd , 5 , PSU 42,NW, 1st,10:39 ,0,0,0, (10:39 - 1st) Clayton Thorson pass incomplete to Bennett Skowronek ,0,1, Clayton Thorson,0, Bennett Skowronek ,0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
38,3rd and 5 at PSU 42,3rd , 5 , PSU 42,NW, 1st,10:32 ,0,0,0, (10:32 - 1st) Clayton Thorson run for 6 yds to the PnSt 36 for a 1ST down ,6,0,0,0,0,1, Clayton Thorson ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
39,1st and 10 at PSU 36,1st , 10 , PSU 36,NW, 1st,10:02 ,0,0,0, (10:02 - 1st) Jeremy Larkin run for 2 yds to the PnSt 34 ,2,0,0,0,0,1, Jeremy Larkin ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
40,2nd and 8 at PSU 34,2nd , 8 , PSU 34,NW, 1st,9:31 ,0,0,0, (9:31 - 1st) Riley Lees run for no gain to the PnSt 34 ,0,0,0,0,0,1, Riley Lees ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
41,3rd and 8 at PSU 34,3rd , 8 , PSU 34,NW, 1st,8:58 ,0,0,0," (8:58 - 1st) Clayton Thorson pass incomplete to Jeremy Larkin, broken up by Kevin Givens ",0,1, Clayton Thorson,0," Jeremy Larkin, broken up by Kevin Givens ",0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
42,4th and 8 at PSU 34,4th , 8 , PSU 34,NW, 1st,8:37 ,0,0,0, (8:37 - 1st) Clayton Thorson pass complete to Macan Wilson for 24 yds to the PnSt 10 for a 1ST down ,24,1, Clayton Thorson,1, Macan Wilson ,0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
43,1st and Goal at PSU 10,1st , Goal , PSU 10,NW, 1st,8:26 ,0,0,0," (8:26 - 1st) Jackson, Justin rush for no gain to the PENNST10, PENALTY NORTHWSTRN holding (Hance, Blake) 10 yards to the PENNST20, NO PLAY. ",0,0,0,0,0,0,0,0,0,0,1,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
44,1st and Goal at PSU 20,1st , Goal , PSU 20,NW, 1st,8:11 ,0,0,0, (8:11 - 1st) Clayton Thorson sacked by Curtis Cothran for a loss of 8 yards to the PnSt 28 ,-8,,,,,,,,,,,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
45,2nd and Goal at PSU 28,2nd , Goal , PSU 28,NW, 1st,7:25 ,0,0,0, (7:25 - 1st) Justin Jackson run for no gain to the PnSt 28 ,0,0,0,0,0,1, Justin Jackson ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
46,3rd and Goal at PSU 28,3rd , Goal , PSU 28,NW, 1st,6:41 ,0,0,0, (6:41 - 1st) Clayton Thorson pass intercepted Amani Oruwariye return for no gain to the PnSt 10 ,0,1, Clayton Thorson,interception,0,0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
47,1st and 10 at PSU 10,1st , 10 , PSU 10,PSU, 1st,6:41 ,0,0,0, (6:41 - 1st) Saquon Barkley run for 8 yds to the PnSt 18 ,8,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
48,2nd and 2 at PSU 18,2nd , 2 , PSU 18,PSU, 1st,6:41 ,0,0,0, (6:41 - 1st) Trace McSorley run for 1 yd to the PnSt 19 ,1,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
49,3rd and 1 at PSU 19,3rd , 1 , PSU 19,PSU, 1st,6:41 ,0,0,0, (6:41 - 1st) Saquon Barkley run for a loss of 3 yards to the PnSt 16 ,-3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
50,4th and 4 at PSU 16,4th , 4 , PSU 16,PSU, 1st,6:41 ,0,0,0," (6:41 - 1st) Blake Gillikin punt for 39 yds, downed at the Nwest 45 ",39,0,0,0,0,0,0,1,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
51,1st and 10 at PSU 10,1st , 10 , PSU 10,PSU, 1st,6:35 ,0,0,0, (6:35 - 1st) Saquon Barkley run for 8 yds to the PnSt 18 ,8,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
52,2nd and 2 at PSU 18,2nd , 2 , PSU 18,PSU, 1st,6:06 ,0,0,0, (6:06 - 1st) Trace McSorley run for 1 yd to the PnSt 19 ,1,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
53,3rd and 1 at PSU 19,3rd , 1 , PSU 19,PSU, 1st,5:22 ,0,0,0, (5:22 - 1st) Saquon Barkley run for a loss of 3 yards to the PnSt 16 ,-3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
54,4th and 4 at PSU 16,4th , 4 , PSU 16,PSU, 1st,4:44 ,0,0,0," (4:44 - 1st) Blake Gillikin punt for 39 yds, downed at the Nwest 45 ",39,0,0,0,0,0,0,1,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
55,1st and 10 at NW 45,1st , 10 , NW 45,NW, 1st,4:44 ,0,0,0," (4:44 - 1st) Justin Jackson run for 28 yds to the NORTHWSTRN 27 for a 1ST down NORTHWESTERN Penalty, face mask (15 yards) (Justin Jackson) to the PnSt 42 for a 1ST down ",28,0,0,0,0,0,0,0,0,0,1,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
56,1st and 10 at PSU 42,1st , 10 , PSU 42,NW, 1st,4:44 ,0,0,0, (4:44 - 1st) Justin Jackson run for 1 yd to the PnSt 41 ,1,0,0,0,0,1, Justin Jackson ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
57,2nd and 9 at PSU 41,2nd , 9 , PSU 41,NW, 1st,4:44 ,0,0,0," (4:44 - 1st) Clayton Thorson pass incomplete to Flynn Nagel, broken up by Grant Haley ",0,1, Clayton Thorson,0," Flynn Nagel, broken up by Grant Haley ",0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
58,3rd and 9 at PSU 41,3rd , 9 , PSU 41,NW, 1st,4:44 ,0,0,0," (4:44 - 1st) Clayton Thorson sacked by Shaka Toney for a loss of 9 yards to the PnSt 48 Clayton Thorson fumbled, recovered by PnSt Ryan Buchholz , return for 0 yards ",-9,,,,,,,,,,,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
59,1st and 10 at PSU 27,1st , 10 , PSU 27,NW, 1st,4:37 ,0,0,0," (4:37 - 1st) Justin Jackson run for 28 yds to the NORTHWSTRN 27 for a 1ST down NORTHWESTERN Penalty, Face Mask (15 yards) (Justin Jackson) to the PnSt 42 for a 1ST down ",28,0,0,0,0,0,0,0,0,0,1,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
60,1st and 10 at PSU 42,1st , 10 , PSU 42,NW, 1st,4:28 ,0,0,0, (4:28 - 1st) Justin Jackson run for 1 yd to the PnSt 41 ,1,0,0,0,0,1, Justin Jackson ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
61,2nd and 9 at PSU 41,2nd , 9 , PSU 41,NW, 1st,3:48 ,0,0,0," (3:48 - 1st) Clayton Thorson pass incomplete to Flynn Nagel, broken up by Grant Haley ",0,1, Clayton Thorson,0," Flynn Nagel, broken up by Grant Haley ",0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
62,3rd and 9 at PSU 41,3rd , 9 , PSU 41,NW, 1st,3:38 ,0,0,0," (3:38 - 1st) Clayton Thorson sacked by Shaka Toney for a loss of 7 yards to the PnSt 48 Clayton Thorson fumbled, forced by Shaka Toney, recovered by PnSt Ryan Buchholz , return for 0 yards ",-7,,,,,,,,,,,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
63,1st and 10 at PSU 48,1st , 10 , PSU 48,PSU, 1st,3:38 ,3,0,3, (3:38 - 1st) Trace McSorley pass complete to Saeed Blacknall for 12 yds to the Nwest 40 for a 1ST down ,12,1, Trace McSorley,1, Saeed Blacknall ,0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
64,1st and 10 at NW 40,1st , 10 , NW 40,PSU, 1st,3:38 ,3,0,3, (3:38 - 1st) Trace McSorley pass complete to Juwan Johnson for 2 yds to the Nwest 38 ,2,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
65,2nd and 8 at NW 38,2nd , 8 , NW 38,PSU, 1st,3:38 ,3,0,3, (3:38 - 1st) Trace McSorley run for a loss of 3 yards to the Nwest 41 ,-3,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
66,3rd and 11 at NW 41,3rd , 11 , NW 41,PSU, 1st,3:38 ,3,0,3, (3:38 - 1st) Trace McSorley pass complete to DaeSean Hamilton for 20 yds to the Nwest 21 for a 1ST down ,20,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
67,1st and 10 at NW 21,1st , 10 , NW 21,PSU, 1st,3:38 ,3,0,3," (3:38 - 1st) McSorley, Trace pass intercepted by Hartage, Montre at the NU2, Hartage, Montre return to the NU25 (Johnson, Juwan;Cothran, Curtis), PENALTY NU pass interference (Hartage, Montre) 15 yards to the NU6, 1ST DOWN PSU, NO PLAY. ",,0,0,0,0,0,0,0,0,0,1,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
68,1st and Goal at NW 6,1st , Goal , NW 6,PSU, 1st,3:38 ,3,0,3, (3:38 - 1st) Saquon Barkley run for a loss of 4 yards to the Nwest 10 ,-4,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
69,2nd and Goal at NW 10,2nd , Goal , NW 10,PSU, 1st,3:38 ,3,0,3, (3:38 - 1st) Saquon Barkley run for a loss of 2 yards to the Nwest 12 ,-2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
70,3rd and Goal at NW 12,3rd , Goal , NW 12,PSU, 1st,3:38 ,3,0,3, (3:38 - 1st) Trace McSorley pass complete to Juwan Johnson for 9 yds to the Nwest 3 ,9,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
71,1st and 10 at PSU 48,1st , 10 , PSU 48,PSU, 1st,3:32 ,3,0,3, (3:32 - 1st) Trace McSorley pass complete to Saeed Blacknall for 12 yds to the Nwest 40 for a 1ST down ,12,1, Trace McSorley,1, Saeed Blacknall ,0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
72,1st and 10 at NW 40,1st , 10 , NW 40,PSU, 1st,3:08 ,3,0,3, (3:08 - 1st) Trace McSorley pass complete to Juwan Johnson for 2 yds to the Nwest 38 ,2,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
73,2nd and 8 at NW 38,2nd , 8 , NW 38,PSU, 1st,2:41 ,3,0,3, (2:41 - 1st) Trace McSorley run for a loss of 3 yards to the Nwest 41 ,-3,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
74,3rd and 11 at NW 41,3rd , 11 , NW 41,PSU, 1st,2:01 ,3,0,3, (2:01 - 1st) Trace McSorley pass complete to DaeSean Hamilton for 20 yds to the Nwest 21 for a 1ST down ,20,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
75,1st and 10 at NW 21,1st , 10 , NW 21,PSU, 1st,1:31 ,3,0,3," (1:31 - 1st) McSorley, Trace pass pass intercepted by Hartage, Montre at the NORTHWSTRN3, Hartage, Montre return 22 yards to the NORTHWSTRN25, PENALTY NORTHWSTRN pass interference (Hartage, Montre) 15 yards to the NORTHWSTRN6, NO PLAY, 1ST DOWN PENNST. ",,0,0,0,0,0,0,0,0,0,1,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
76,1st and Goal at NW 6,1st , Goal , NW 6,PSU, 1st,1:17 ,3,0,3, (1:17 - 1st) Saquon Barkley run for a loss of 4 yards to the Nwest 10 ,-4,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
77,2nd and Goal at NW 10,2nd , Goal , NW 10,PSU, 1st,0:52 ,3,0,3, (0:52 - 1st) Saquon Barkley run for a loss of 2 yards to the Nwest 12 ,-2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
78,3rd and Goal at NW 12,3rd , Goal , NW 12,PSU, 1st,0:18 ,3,0,3, (0:18 - 1st) Trace McSorley pass complete to Juwan Johnson for 9 yds to the Nwest 3 ,9,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,10/8/2017,2017," Evanston, IL 60208 ",road,PSU-14.5,52," 41,061",400935374
