,Down and Distance text from ESPN,Down,Distance,Yardline,Poss,Quarter,Time,Team Score,Opp Score,Diff Score,Post Play Text from ESPN,Yards,"Pass: Yes=1, No=0",Passer,"Completed?: Yes=1, No=0",Targeted,"Run: Yes=1, No=0",Ball Carrier,"Punt: Yes=1, No=0","Field Goal: Yes=1, No=0","Kickoff Return: Yes=1, No=0","Penalty: Yes=1, No=0",Date,Season,Location,Home/Away,line,over/under,Attendance,Gameid
21,2nd and 12 at MINN 49,2nd , 12 , MINN 49,MINN, 1st,10:18 ,0,0,0, (10:18 - 1st) Mitch Leidner pass incomplete to Drew Wolitarsky ,0,1, Mitch Leidner,0, Drew Wolitarsky ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
22,3rd and 12 at MINN 49,3rd , 12 , MINN 49,MINN, 1st,10:18 ,0,0,0, (10:18 - 1st) Mitch Leidner pass incomplete ,0,1, Mitch Leidner,0,0,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
23,4th and 12 at MINN 49,4th , 12 , MINN 49,MINN, 1st,10:18 ,0,0,0," (10:18 - 1st) Ryan Santoso punt for 33 yds, fair catch by John Reid at the PnSt 18 ",33,0,0,0,0,0,0,1,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
24,1st and 10 at PSU 18,1st , 10 , PSU 18,PSU, 1st,8:17 ,0,0,0, (8:17 - 1st) Saquon Barkley run for 1 yd to the PnSt 19 ,1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
25,2nd and 9 at PSU 19,2nd , 9 , PSU 19,PSU, 1st,8:17 ,0,0,0, (8:17 - 1st) Saquon Barkley run for 7 yds to the PnSt 26 ,7,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
26,3rd and 2 at PSU 26,3rd , 2 , PSU 26,PSU, 1st,8:17 ,0,0,0," (8:17 - 1st) MINNESOTA Penalty, offside defense (5 Yards) to the PnSt 31 for a 1ST down ",,0,0,0,0,0,0,0,0,0,1,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
27,1st and 10 at PSU 31,1st , 10 , PSU 31,PSU, 1st,8:17 ,0,0,0, (8:17 - 1st) Saquon Barkley run for 23 yds to the Minn 46 for a 1ST down ,23,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
28,1st and 10 at MINN 46,1st , 10 , MINN 46,PSU, 1st,8:17 ,0,0,0, (8:17 - 1st) Saquon Barkley run for 2 yds to the Minn 44 ,2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
29,2nd and 8 at MINN 44,2nd , 8 , MINN 44,PSU, 1st,8:17 ,0,0,0, (8:17 - 1st) Trace McSorley pass incomplete to Chris Godwin ,0,1, Trace McSorley,0, Chris Godwin ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
30,,,,,PSU, 1st,6:32 ,0,0,0," (6:32 - 1st) Timeout PENN ST, clock 06:32 ",,,,,,,,,,,,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
31,3rd and 8 at MINN 44,3rd , 8 , MINN 44,PSU, 1st,6:32 ,0,0,0, (6:32 - 1st) Saquon Barkley run for 3 yds to the Minn 41 ,3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
32,4th and 5 at MINN 41,4th , 5 , MINN 41,PSU, 1st,6:32 ,0,0,0, (6:32 - 1st) Trace McSorley pass complete to Mike Gesicki for 5 yds to the Minn 36 for a 1ST down ,5,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
33,1st and 10 at MINN 36,1st , 10 , MINN 36,PSU, 1st,6:32 ,0,0,0," (6:32 - 1st) Trace McSorley pass incomplete to Saquon Barkley, broken up by Damarius Travis ",0,1, Trace McSorley,0," Saquon Barkley, broken up by Damarius Travis ",0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
34,2nd and 10 at MINN 36,2nd , 10 , MINN 36,PSU, 1st,6:32 ,0,0,0, (6:32 - 1st) Trace McSorley pass incomplete to DeAndre Thompkins ,0,1, Trace McSorley,0, DeAndre Thompkins ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
35,3rd and 10 at MINN 36,3rd , 10 , MINN 36,PSU, 1st,6:32 ,0,0,0, (6:32 - 1st) Trace McSorley run for 8 yds to the Minn 28 ,8,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
36,4th and 2 at MINN 28,4th , 2 , MINN 28,PSU, 1st,6:32 ,0,0,0, (6:32 - 1st) Saquon Barkley run for no gain to the Minn 28 ,0,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
37,1st and 10 at MINN 28,1st , 10 , MINN 28,MINN, 1st,5:03 ,0,3,-3, (5:03 - 1st) Mitch Leidner pass complete to Brian Smith for 25 yds to the PnSt 47 for a 1ST down ,25,1, Mitch Leidner,1, Brian Smith ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
38,1st and 10 at PSU 47,1st , 10 , PSU 47,MINN, 1st,5:03 ,0,3,-3, (5:03 - 1st) Rodney Smith run for 4 yds to the PnSt 43 ,4,0,0,0,0,1, Rodney Smith ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
39,2nd and 6 at PSU 43,2nd , 6 , PSU 43,MINN, 1st,5:03 ,0,3,-3, (5:03 - 1st) Rodney Smith run for 7 yds to the PnSt 36 for a 1ST down ,7,0,0,0,0,1, Rodney Smith ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
40,1st and 10 at PSU 36,1st , 10 , PSU 36,MINN, 1st,5:03 ,0,3,-3, (5:03 - 1st) Mitch Leidner pass incomplete ,0,1, Mitch Leidner,0,0,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
41,2nd and 10 at PSU 36,2nd , 10 , PSU 36,MINN, 1st,5:03 ,0,3,-3, (5:03 - 1st) Shannon Brooks run for 15 yds to the PnSt 21 for a 1ST down ,15,0,0,0,0,1, Shannon Brooks ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
42,1st and 10 at PSU 21,1st , 10 , PSU 21,MINN, 1st,5:03 ,0,3,-3, (5:03 - 1st) Mitch Leidner pass complete to Brian Smith for 13 yds to the PnSt 8 for a 1ST down ,13,1, Mitch Leidner,1, Brian Smith ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
43,1st and Goal at PSU 8,1st , Goal , PSU 8,MINN, 1st,5:03 ,0,3,-3," (5:03 - 1st) Brooks, Shannon rush for 5 yards to the PSU3 (Bowen, Manny;Smith, Brandon), PENALTY MINN holding (Wright, G) 10 yards to the PSU18, NO PLAY. ",,0,0,0,0,0,0,0,0,0,1,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
44,1st and Goal at PSU 18,1st , Goal , PSU 18,MINN, 1st,5:03 ,0,3,-3, (5:03 - 1st) Rodney Smith run for 1 yd to the PnSt 17 ,1,0,0,0,0,1, Rodney Smith ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
45,2nd and Goal at PSU 17,2nd , Goal , PSU 17,MINN, 1st,5:03 ,0,3,-3, (5:03 - 1st) Mitch Leidner pass incomplete to Brian Smith ,0,1, Mitch Leidner,0, Brian Smith ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
46,3rd and Goal at PSU 17,3rd , Goal , PSU 17,MINN, 1st,5:03 ,0,3,-3, (5:03 - 1st) Mitch Leidner run for a loss of 2 yards to the PnSt 19 ,-2,0,0,0,0,1, Mitch Leidner ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
47,4th and 0 at PSU 19,4th , 0 , PSU 19,MINN, 1st,0:55 ,0,3,-3, (0:55 - 1st) Emmit Carpenter 37 yd FG GOOD ,,0,0,0,0,0,0,0,1,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
48,,,,,PSU, 1st,0:55 ,3,3,0," (0:55 - 1st) Emmit Carpenter kickoff for 65 yds , Nick Scott return for 26 yds to the PnSt 26 ",65,,,,,,,,,,,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
49,1st and 10 at PSU 26,1st , 10 , PSU 26,PSU, 1st,0:49 ,3,3,0, (0:49 - 1st) Trace McSorley pass complete to DeAndre Thompkins for 53 yds to the Minn 21 for a 1ST down ,53,1, Trace McSorley,1, DeAndre Thompkins ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
50,1st and 10 at MINN 21,1st , 10 , MINN 21,PSU, 1st,0:49 ,3,3,0, (0:49 - 1st) Saquon Barkley run for 8 yds to the Minn 13 ,8,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
51,,,,,PSU,,,3,3,0, End of 1st Quarter ,,,,,,,,,,,,,,,,,,,
52,2nd and 2 at MINN 13,2nd , 2 , MINN 13,PSU, 2nd,15:00 ,3,3,0, (15:00 - 2nd) Saquon Barkley run for no gain to the Minn 13 ,0,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
53,3rd and 2 at MINN 13,3rd , 2 , MINN 13,PSU, 2nd,15:00 ,3,3,0," (15:00 - 2nd) MINNESOTA Penalty, Defensive offside (Jonathan Celestin) to the Minn 8 for a 1ST down ",,0,0,0,0,0,0,0,0,0,1,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
54,1st and Goal at MINN 8,1st , Goal , MINN 8,PSU, 2nd,15:00 ,3,3,0, (15:00 - 2nd) Saquon Barkley run for 2 yds to the Minn 6 ,2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
55,2nd and Goal at MINN 6,2nd , Goal , MINN 6,PSU, 2nd,15:00 ,3,3,0, (15:00 - 2nd) Saquon Barkley run for 3 yds to the Minn 3 ,3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
56,3rd and Goal at MINN 3,3rd , Goal , MINN 3,PSU, 2nd,15:00 ,3,3,0, (15:00 - 2nd) Trace McSorley run for 2 yds to the Minn 1 ,2,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
57,4th and Goal at MINN 1,4th , Goal , MINN 1,PSU, 2nd,12:00 ,3,3,0, (12:00 - 2nd) Tyler Davis 19 yd FG GOOD ,,0,0,0,0,0,0,0,1,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
58,,,,,MINN, 2nd,12:00 ,3,3,0," (12:00 - 2nd) Joey Julius kickoff for 65 yds , Jalen Myrick return for 21 yds to the Minn 21 ",65,,,,,,,,,,,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
59,1st and 10 at MINN 21,1st , 10 , MINN 21,MINN, 2nd,11:53 ,3,3,0, (11:53 - 2nd) Shannon Brooks run for 16 yds to the Minn 37 for a 1ST down ,16,0,0,0,0,1, Shannon Brooks ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
60,1st and 10 at MINN 37,1st , 10 , MINN 37,MINN, 2nd,11:53 ,3,3,0, (11:53 - 2nd) Mitch Leidner pass incomplete ,0,1, Mitch Leidner,0,0,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
61,2nd and 10 at MINN 37,2nd , 10 , MINN 37,MINN, 2nd,11:53 ,3,3,0, (11:53 - 2nd) Mitch Leidner pass complete to Brian Smith for 15 yds to the PnSt 48 for a 1ST down ,15,1, Mitch Leidner,1, Brian Smith ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
62,1st and 10 at PSU 48,1st , 10 , PSU 48,MINN, 2nd,11:53 ,3,3,0, (11:53 - 2nd) Rodney Smith run for 11 yds to the PnSt 37 for a 1ST down ,11,0,0,0,0,1, Rodney Smith ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
63,1st and 10 at PSU 37,1st , 10 , PSU 37,MINN, 2nd,11:53 ,3,3,0, (11:53 - 2nd) Rodney Smith run for a loss of 2 yards to the PnSt 39 ,-2,0,0,0,0,1, Rodney Smith ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
64,2nd and 12 at PSU 39,2nd , 12 , PSU 39,MINN, 2nd,11:53 ,3,3,0, (11:53 - 2nd) Rodney Smith run for 4 yds to the PnSt 35 ,4,0,0,0,0,1, Rodney Smith ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
65,3rd and 8 at PSU 35,3rd , 8 , PSU 35,MINN, 2nd,11:53 ,3,3,0, (11:53 - 2nd) Mitch Leidner pass incomplete ,0,1, Mitch Leidner,0,0,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
66,4th and 8 at PSU 35,4th , 8 , PSU 35,MINN, 2nd,11:53 ,3,3,0, (11:53 - 2nd) Ryan Santoso punt for 35 yds for a touchback ,35,0,0,0,0,0,0,1,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
67,1st and 10 at PSU 20,1st , 10 , PSU 20,PSU, 2nd,9:00 ,3,3,0, (9:00 - 2nd) Trace McSorley pass complete to Mike Gesicki for 3 yds to the PnSt 23 ,3,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
68,2nd and 7 at PSU 23,2nd , 7 , PSU 23,PSU, 2nd,9:00 ,3,3,0, (9:00 - 2nd) Saquon Barkley run for 8 yds to the PnSt 31 for a 1ST down ,8,0,0,0,0,1, Saquon Barkley ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
69,1st and 10 at PSU 31,1st , 10 , PSU 31,PSU, 2nd,9:00 ,3,3,0, (9:00 - 2nd) Trace McSorley pass incomplete to DaeSean Hamilton ,0,1, Trace McSorley,0, DaeSean Hamilton ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
70,2nd and 10 at PSU 31,2nd , 10 , PSU 31,PSU, 2nd,9:00 ,3,3,0, (9:00 - 2nd) Trace McSorley pass complete to Andre Robinson for 2 yds to the PnSt 33 ,2,1, Trace McSorley,1, Andre Robinson ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
71,3rd and 8 at PSU 33,3rd , 8 , PSU 33,PSU, 2nd,9:00 ,3,3,0, (9:00 - 2nd) Trace McSorley run for 5 yds to the PnSt 38 ,5,0,0,0,0,1, Trace McSorley ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
72,4th and 3 at PSU 38,4th , 3 , PSU 38,PSU, 2nd,9:00 ,3,3,0," (9:00 - 2nd) Blake Gillikin punt for 38 yds , Jalen Myrick returns for 13 yds to the Minn 37 ",38,0,0,0,0,0,0,1,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
73,1st and 10 at MINN 37,1st , 10 , MINN 37,MINN, 2nd,6:47 ,3,10,-7, (6:47 - 2nd) Mitch Leidner pass complete to Tyler Johnson for 9 yds to the Minn 46 ,9,1, Mitch Leidner,1, Tyler Johnson ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
74,2nd and 1 at MINN 46,2nd , 1 , MINN 46,MINN, 2nd,6:47 ,3,10,-7, (6:47 - 2nd) Kobe McCrary run for 14 yds to the PnSt 40 for a 1ST down ,14,0,0,0,0,1, Kobe McCrary ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
75,1st and 10 at PSU 40,1st , 10 , PSU 40,MINN, 2nd,6:47 ,3,10,-7, (6:47 - 2nd) Kobe McCrary run for 2 yds to the PnSt 38 ,2,0,0,0,0,1, Kobe McCrary ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
76,2nd and 8 at PSU 38,2nd , 8 , PSU 38,MINN, 2nd,6:47 ,3,10,-7, (6:47 - 2nd) Mitch Leidner pass complete to Rodney Smith for 7 yds to the PnSt 31 ,7,1, Mitch Leidner,1, Rodney Smith ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
77,3rd and 1 at PSU 31,3rd , 1 , PSU 31,MINN, 2nd,6:47 ,3,10,-7, (6:47 - 2nd) Shannon Brooks run for no gain to the PnSt 31 ,0,0,0,0,0,1, Shannon Brooks ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
78,4th and 1 at PSU 31,4th , 1 , PSU 31,MINN, 2nd,6:47 ,3,10,-7, (6:47 - 2nd) Shannon Brooks run for 2 yds to the PnSt 29 for a 1ST down ,2,0,0,0,0,1, Shannon Brooks ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
79,1st and 10 at PSU 29,1st , 10 , PSU 29,MINN, 2nd,6:47 ,3,10,-7," (6:47 - 2nd) Leidner, Mitch pass incomplete to Smith, Brian (Haley, Grant), PENALTY PSU pass interference (Haley, Grant) 15 yards to the PSU14, 1ST DOWN MINN, NO PLAY. ",0,0,0,0,0,0,0,0,0,0,1,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
80,1st and 10 at PSU 14,1st , 10 , PSU 14,MINN, 2nd,6:47 ,3,10,-7, (6:47 - 2nd) Rodney Smith run for no gain to the PnSt 14 ,0,0,0,0,0,1, Rodney Smith ,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
81,2nd and 10 at PSU 14,2nd , 10 , PSU 14,MINN, 2nd,6:47 ,3,10,-7, (6:47 - 2nd) Mitch Leidner pass complete to Drew Wolitarsky for 5 yds to the PnSt 9 ,5,1, Mitch Leidner,1, Drew Wolitarsky ,0,0,0,0,0,0,10/1/2016,2016," University Park, PA 16802 ",home,PSU-3.5,55," 95,332",400869666
